Entry_ID	Form_ID	Word	Gloss	Flags	Headword	Head_Strategy	Source	Tags
d4422	f_zfk3umepopavs	perayu	to obtain	uncontracted-comparison-candidate	*ped_-	merriam-pdr	dedr;K-Telugu	
d4423	f_d3nda5xggzeha	peṟuku	to pull out, pluck up, uproot, tear up by the roots or from the foundation	uncontracted-comparison-candidate	*peṯ- / *peṯ-t-	krishnamurti-pfeiffer	dedr;K-Telugu	
d4423	f_pl4j23vkksxfi	peruku	to pull out, pluck up, uproot, tear up by the roots or from the foundation	uncontracted-comparison-candidate	*peṯ- / *peṯ-t-	krishnamurti-pfeiffer	dedr;K-Telugu	
d4425	f_tnmqk4uzzams2	peṟugu	to swell, rise. DED 3624	uncontracted-comparison-candidate	peṟṟam	dedr-reflex	dedr	
d4430	f_aut5iyanb75hq	prēlu	to prattle, chatter, talk nonsense	initial-apical-or-cluster;initial-cluster	*pēc-	krishnamurti-pfeiffer	dedr	
d4430	f_xn3ahugfzz6mq	prēlari	a prattler	initial-apical-or-cluster;initial-cluster	*pēc-	krishnamurti-pfeiffer	dedr	
d4446	f_3tlfoldv6qbey	peṟikāṭamu	carrying grain on bullocks	uncontracted-comparison-candidate	*pēd_- (*-r_-)	merriam-pdr	dedr	
d4446	f_yrks2j4g33as4	peṟika	a large sack or bag, (K.) a bullock which carries loads	uncontracted-comparison-candidate	*pēd_- (*-r_-)	merriam-pdr	dedr	
d4446	f_emi24lyzvvnzg	peṟuku	to carry loads	uncontracted-comparison-candidate	*pēd_- (*-r_-)	merriam-pdr	dedr;K-Telugu	
d4480	f_klbatdttqqodw	pola	id	uncontracted-comparison-candidate	poḍasɯ	dedr-reflex	dedr	
d4480	f_qbbeg45cyeki4	polasu	id	uncontracted-comparison-candidate	poḍasɯ	dedr-reflex	dedr	
d4480	f_qkarbv45eiso2	polusu	id	uncontracted-comparison-candidate	poḍasɯ	dedr-reflex	dedr	
d4481	f_jmqtqwjqqtxoq	poḍi	powder, dust, flour, meal; powdery, loose	uncontracted-comparison-candidate	poṭi	dedr-reflex	dedr	
d4482	f_7dmpfobneph6e	poḍatencu	to rise, come up	uncontracted-comparison-candidate	*poḍ-	merriam-pdr	dedr	
d4482	f_xgym7fsphcodq	poḍamu	to be produced, created	uncontracted-comparison-candidate	*poḍ-	merriam-pdr	dedr	
d4482	f_fm2wc3wtndmis	poḍamincu	to create	uncontracted-comparison-candidate	*poḍ-	merriam-pdr	dedr	
d4482	f_45337mppqz6ei	poḍucu	to rise (as the sun)	uncontracted-comparison-candidate	*poḍ-	merriam-pdr	dedr	
d4482	f_5346fpungnjba	poḍupu	rising (as of the sun)	uncontracted-comparison-candidate	*poḍ-	merriam-pdr	dedr	
d4484	f_44nsbvcdlvtbe	poḍugu	height, tallness, length; high, tall, long	uncontracted-comparison-candidate	*pòḍ-	merriam-pdr	dedr	
d4484	f_yjzyqsqihn4uk	poḍuvu	height, tallness, length; high, tall, long	uncontracted-comparison-candidate	*pòḍ-	merriam-pdr	dedr	
d4484	f_ujxrbwsa3t6ky	poḍavu	height, tallness, length; high, tall, long	uncontracted-comparison-candidate	*pòḍ-	merriam-pdr	dedr	
d4484	f_tvm3rw7qiu2e4	poḍugu	to grow lofty, increase	uncontracted-comparison-candidate	*pòḍ-	merriam-pdr	dedr;K-Telugu	
d4484	f_d5r3e6zp7cowy	poḍigincu	to lengthen, heighten, raise, promote, increase	uncontracted-comparison-candidate	*pòḍ-	merriam-pdr	dedr	
d4493	f_2icgg4xcskftg	boṭa vrēlu	thumb, big toe	uncontracted-comparison-candidate	*poṭṭ-	krishnamurti-pfeiffer	dedr	
d4493	f_bbsrzwwwz3mko	boṭana vrēlu	thumb, big toe	uncontracted-comparison-candidate	*poṭṭ-	krishnamurti-pfeiffer	dedr	
d4496	f_beqhj3h3lkem2	poṭamarincu	to rise or swell up, as a boil	uncontracted-comparison-candidate	*poṭ-	merriam-pdr	dedr	
d4537	f_3ru7eesgwd3am	proyi	oven, stove, hearth	initial-apical-or-cluster;initial-cluster	**porVccV	krishnamurti-pfeiffer	dedr	
d4537	f_alslnjparpqqy	proyyi	oven, stove, hearth	initial-apical-or-cluster;initial-cluster	**porVccV	krishnamurti-pfeiffer	dedr	
d4537	f_kdqkrzjbzeccs	borugulu	fried or parched rice	uncontracted-comparison-candidate	**porVccV	krishnamurti-pfeiffer	dedr	pl
d4537	f_z325tez7nfe4g	boruvulu	fried or parched rice	uncontracted-comparison-candidate	**porVccV	krishnamurti-pfeiffer	dedr	pl
d4540	f_q2cjjgihkn2oq	puruḍincu	to vie with, emulate	uncontracted-comparison-candidate	*pōr	krishnamurti-pfeiffer	dedr	
d4540	f_eyq2ltupfoxp6	puruṇincu	to vie with, emulate	uncontracted-comparison-candidate	*pōr	krishnamurti-pfeiffer	dedr	
d4541	f_mlrwuvs6sf4ya	porayu	to occur, feel, get, obtain	uncontracted-comparison-candidate	*por-	merriam-pdr	dedr	
d4541	f_hywywgdflfk7w	porugu	neighbourhood	uncontracted-comparison-candidate	*por-	merriam-pdr	dedr	
d4541	f_q6lgrvwrbc6jk	poruvu	neighbourhood	uncontracted-comparison-candidate	*por-	merriam-pdr	dedr	
d4544	f_tcdji4zxznkm4	purulu	wealth, honour, nature, valour, beauty	uncontracted-comparison-candidate	poruḷ	dedr-reflex	dedr	
d4545	f_tm4y4odxa5fg4	prō̃gu	ear-ring; (comm. by M. Kandappa Chetty). DEDS (N) 740	initial-apical-or-cluster;initial-cluster	*porc-	merriam-pdr	dedr	
d4547	f_2lolftnhxfm72	pulu	blemish or flaw (as in precious stone)	uncontracted-comparison-candidate	*pul-V-	krishnamurti-pfeiffer	dedr	
d4548	f_7efw2uzvqunvo	polamu	manner, mode. DED 3715	uncontracted-comparison-candidate	polabu	dedr-reflex	dedr	
d4548	f_k4smq23aa5a66	polupu	manner, mode. DED 3715	uncontracted-comparison-candidate	polabu	dedr-reflex	dedr	
d4549	f_dux26vtgpuqme	pulumu	to rub and wash with the two hands, scour. DEDS 742	uncontracted-comparison-candidate	polampuni	dedr-reflex	dedr	
d4550	f_urk576eeimbke	poli	gain. DED(S) 3716	uncontracted-comparison-candidate	poli	dedr-reflex	dedr	
d4551	f_g5mrq2ckmcy3c	polucu	to be suitable, agreeable, beautiful, appear, seem, (K. also) shine	uncontracted-comparison-candidate	poli	dedr-reflex	dedr	
d4551	f_3imtrlg2by3ka	polupu	beauty, agreeableness	uncontracted-comparison-candidate	poli	dedr-reflex	dedr	
d4551	f_jvxx7cwvfm64o	polāti	woman	uncontracted-comparison-candidate	poli	dedr-reflex	dedr	
d4551	f_2tzkrlxclrkhk	polātuka	woman	uncontracted-comparison-candidate	poli	dedr-reflex	dedr	
d4552	f_zbrymoqdkszaa	pola	flesh, smell of flesh	uncontracted-comparison-candidate	pulai	dedr-reflex	dedr	
d4552	f_whrrphqp2tvnw	polasu	flesh, smell of flesh	uncontracted-comparison-candidate	pulai	dedr-reflex	dedr	
d4555	f_kziszm7hwafvi	prōlu	city	initial-apical-or-cluster;initial-cluster	poṛ̆al	dedr-reflex	dedr	
d4555	f_wcautegmjcbds	pṛ̆ōl	city	initial-apical-or-cluster;initial-cluster	poṛ̆al	dedr-reflex	dedr	
d4555	f_dwxrztgkvqjsa	pṛ̆ōlu	city	initial-apical-or-cluster;initial-cluster	poṛ̆al	dedr-reflex	dedr	
d4559	f_zuzesjd7nkk44	proddu	sun, time, day, morning	initial-apical-or-cluster;initial-cluster	*ap-pōẓ	krishnamurti-pfeiffer	dedr	
d4560	f_zqokpu4w2nh5e	poḍucu	to pierce, prick, stab, thrust, gore, bore, perforate	uncontracted-comparison-candidate	*poḷ-	merriam-pdr	dedr	
d4560	f_iglu7yobhz7mg	poḍupu	piercing, thrusting	uncontracted-comparison-candidate	*poḷ-	merriam-pdr	dedr	
d4566	f_t5bwsaovkscue	poṟaḍu	humpback. DEDS 745	uncontracted-comparison-candidate	horaḍu	dedr-reflex	dedr	
d4571	f_sru4tp4gzqjum	poliyu	to die, be destroyed or spoiled	uncontracted-comparison-candidate	**polV-	krishnamurti-pfeiffer	dedr	
d4571	f_cg5ox6uqfwbny	poliyincu	to kill	uncontracted-comparison-candidate	**polV-	krishnamurti-pfeiffer	dedr	
d4571	f_pgu5t3rh4rmoo	poliyika	death, destruction	uncontracted-comparison-candidate	**polV-	krishnamurti-pfeiffer	dedr	
d4591	f_7sdnwuz6xvvro	prōka	heap, collection	initial-apical-or-cluster;initial-cluster	*pōr-	merriam-pdr	dedr	
d4591	f_en7ftxqquk6iw	prōgu	heap, collection	initial-apical-or-cluster;initial-cluster	*pōr-	merriam-pdr	dedr	
d4599	f_touc7knyckgvy	prō̃ju	to split into filaments, draw out in threads	initial-apical-or-cluster;initial-cluster	*pōẓ-	merriam-pdr	dedr	
d4599	f_3bhnvnrn3loau	prō̃gu	thread, string, one strand in a cord	initial-apical-or-cluster;initial-cluster	*pōẓ-	merriam-pdr	dedr	
d4604	f_5jhqcuygoiysi	boṟiya	hole, burrow, hollow, pit	uncontracted-comparison-candidate	*bor_-	merriam-pdr	dedr	
d4608	f_v44qh6ew3bahg	prāmu	to rub, smear, scrub, scour	initial-apical-or-cluster;initial-cluster	prāmu	dedr-reflex	dedr	
d4645	f_bj7pdyaxdl22a	maḍuvu	to bend, be bent, be doubled, fold, be folded, turn back, return, (K. also) be submissive	uncontracted-comparison-candidate	*maḍ-	merriam-pdr	dedr	
d4645	f_nvfjtg6w2idai	maḍata	a fold, plait, crease	uncontracted-comparison-candidate	*maḍ-	merriam-pdr	dedr	
d4645	f_pqho2kcz5tqva	maḍata peṭṭu	to fold, double up, crease	uncontracted-comparison-candidate	*maḍ-	merriam-pdr	dedr	
d4645	f_d252t3otnid6y	maḍi	(so many) times	uncontracted-comparison-candidate	*maḍ-	merriam-pdr	dedr	
d4645	f_rqbkdhok4ydss	maḍupu	a fold, plait, fold or roll of betel leaf	uncontracted-comparison-candidate	*maḍ-	merriam-pdr	dedr	
d4645	f_56r3pcjpfi7dk	muḍuta	fold, doubling	uncontracted-comparison-candidate	*maḍ-	merriam-pdr	dedr	
d4647	f_m26dqlsy5voe4	maḍiyãḍu	fool	uncontracted-comparison-candidate	maṭam	dedr-reflex	dedr	
d4649	f_mhfz426v3qb7o	maḍama	id	uncontracted-comparison-candidate	maṭampu	dedr-reflex	dedr	
d4652	f_nfqrugw6vnqj2	maḍavu	to become useless, worthless, hesitate, shrink, dislike	uncontracted-comparison-candidate	*maḍ-	merriam-pdr	dedr;K-Telugu	
d4653	f_dhruk2rl6q774	maḍiyu	to die, expire, perish	uncontracted-comparison-candidate	maṭi	dedr-reflex	dedr	
d4653	f_z7k5ab46n2ars	maḍiyincu	to kill, put to death	uncontracted-comparison-candidate	maṭi	dedr-reflex	dedr	
d4654	f_3kcudi7engetk	maḍi	purity, state of being unpolluted; a pure or unpolluted cloth	uncontracted-comparison-candidate	*maṭi-vēl-	krishnamurti-pfeiffer	dedr	
d4654	f_4uac4h36lfqvg	maḍivālu	washerman	uncontracted-comparison-candidate	*maṭi-vēl-	krishnamurti-pfeiffer	dedr	
d4654	f_v773cdrtcorom	maḍivēlu	washerman	uncontracted-comparison-candidate	*maṭi-vēl-	krishnamurti-pfeiffer	dedr	
d4654	f_yctflgxjzvgwe	maḍiyālu	washerman	uncontracted-comparison-candidate	*maṭi-vēl-	krishnamurti-pfeiffer	dedr	f
d4655	f_smvcsujtcb27y	maḍi	field, garden bed	uncontracted-comparison-candidate	maḍi	dedr-reflex	dedr	
d4659	f_gobw5uius3uvc	maḍa	small opening out of a channel into a field	uncontracted-comparison-candidate	maṭai	dedr-reflex	dedr	
d4659	f_pavgb2fep6azo	maḍava	id., small dam or dike for stopping water. DED(S) 3810	uncontracted-comparison-candidate	maṭai	dedr-reflex	dedr	
d4661	f_eelmziql6ojha	moṭika	a remaining piece, remnant	uncontracted-comparison-candidate	maṭṭam	dedr-reflex	dedr	
d4680	f_osy36slypzbes	mrandu	to be consumed by fire, burn	initial-apical-or-cluster;initial-cluster	*manḍ-	merriam-pdr	dedr;K-Telugu	
d4710	f_6hy5v4gjwlj2a	mrālu	to droop, (K. also) eyes to close	initial-apical-or-cluster;initial-cluster	maramara	dedr-reflex	dedr	
d4710	f_hrtrkkmjbrvrg	mrā̃gu	to droop	initial-apical-or-cluster;initial-cluster	maramara	dedr-reflex	dedr	
d4710	f_yya3afw6sqtkm	mrā̃-gannu	half-closed eyes	initial-apical-or-cluster;initial-cluster	maramara	dedr-reflex	dedr	
d4710	f_gnoaju73csg4m	mrā̃-ganniḍu	to have the eyes half-closed	initial-apical-or-cluster;initial-cluster	maramara	dedr-reflex	dedr	
d4710	f_jiqyytsihcrw4	mrā̃-gannu-vaḍu	to have the eyes half-closed	initial-apical-or-cluster;initial-cluster	maramara	dedr-reflex	dedr	
d4710	f_qlh6abvlafiis	mrā̃gannu-vēyu	to have the eyes half-closed	initial-apical-or-cluster;initial-cluster	maramara	dedr-reflex	dedr	
d4710	f_avhjvzi2ti36g	mrāncu	to close (the eyes). DED 3855	initial-apical-or-cluster;initial-cluster	maramara	dedr-reflex	dedr;K-Telugu	
d4711	f_cqc6qamwv6hmy	mrānu	tree	initial-apical-or-cluster;initial-cluster	*mar-am	krishnamurti-pfeiffer	dedr	
d4711	f_ymibz5y5h74ku	mrā̃ku	tree	initial-apical-or-cluster;initial-cluster	*mar-am	krishnamurti-pfeiffer	dedr	
d4716	f_jjj6mxexmicru	mraŋga	id	initial-apical-or-cluster;initial-cluster	marukkārai	dedr-reflex	dedr	
d4722	f_my7vsvp2ymh4c	maragu	to become familiar with, be accustomed to, be addicted or given to, take to, acquire a strong liking or taste for, love, desire, wish, (K. also) learn	uncontracted-comparison-candidate	**maṭV-	krishnamurti-pfeiffer	dedr	
d4722	f_63vbe27qwn474	marāgu	to become familiar with, be accustomed to, be addicted or given to, take to, acquire a strong liking or taste for, love, desire, wish, (K. also) learn	uncontracted-comparison-candidate	**maṭV-	krishnamurti-pfeiffer	dedr;K-Telugu;K-also-Telugu	
d4722	f_6yomsm2e7jgsg	marugu	to become familiar with, be accustomed to, be addicted or given to, take to, acquire a strong liking or taste for, love, desire, wish, (K. also) learn	uncontracted-comparison-candidate	**maṭV-	krishnamurti-pfeiffer	dedr;K-Telugu;K-also-Telugu	
d4722	f_sx7b7a6gqobf4	marapu	to accustom to, familiarize with, create a strong liking or taste for, train, break in, (K. also) teach	uncontracted-comparison-candidate	**maṭV-	krishnamurti-pfeiffer	dedr	
d4722	f_wdaliakgaum3a	marupu	to accustom to, familiarize with, create a strong liking or taste for, train, break in, (K. also) teach	uncontracted-comparison-candidate	**maṭV-	krishnamurti-pfeiffer	dedr;K-Telugu;K-also-Telugu	
d4723	f_3nab36gzdssr6	marulu	love, passion, desire, lust; an evil spirit	uncontracted-comparison-candidate	maruḷ	dedr-reflex	dedr	
d4723	f_4mymbfw2ze3b2	marulu-konu	to fall in love	uncontracted-comparison-candidate	maruḷ	dedr-reflex	dedr	
d4723	f_x5ccswkkuawki	marulukolupu	to enamour, captivate, charm, inflame with love	uncontracted-comparison-candidate	maruḷ	dedr-reflex	dedr	
d4723	f_ddvm44ymtadfk	arulumarulu	dotage, the childishness of old age	uncontracted-comparison-candidate	maruḷ	dedr-reflex	dedr	
d4725	f_j6xw2xsxbltew	mara	anything of a spiral form, spiral, screw	uncontracted-comparison-candidate	marai	dedr-reflex	dedr	
d4725	f_wtmbb727zffck	mara-cuṭṭu	screw	uncontracted-comparison-candidate	marai	dedr-reflex	dedr	
d4725	f_miyp4jjvrdoy6	mara-mēku	screw	uncontracted-comparison-candidate	marai	dedr-reflex	dedr	
d4728	f_wvu3wftw2bels	mrabbu	cloud	initial-apical-or-cluster;initial-cluster	mappu	dedr-reflex	dedr	
d4729	f_htxxpq7rr63oc	malayu	(Śank. K.) to spread, (B.) rejoice, be pleased, eager, delighted, shine, be splendid, unfold, display	uncontracted-comparison-candidate	mal	dedr-reflex	dedr	
d4729	f_7o3mqupg5y6ls	malucamu	superior, fine	uncontracted-comparison-candidate	mal	dedr-reflex	dedr	
d4732	f_zrrhpopxgfnis	malu	next, second. DED 3872	uncontracted-comparison-candidate	mala	dedr-reflex	dedr	
d4734	f_r57m7wrt7sbwq	malapu	id	uncontracted-comparison-candidate	*mal-	merriam-pdr	dedr	tr
d4734	f_pgeswp4ctncju	mala-gonu	to be twisted	uncontracted-comparison-candidate	*mal-	merriam-pdr	dedr	
d4734	f_5jmps5pt4ppfu	malayu	id., wander, roam	uncontracted-comparison-candidate	*mal-	merriam-pdr	dedr	
d4734	f_33afbo6blzffa	malāka	a twist, curved line, crookedness, spiral	uncontracted-comparison-candidate	*mal-	merriam-pdr	dedr	
d4734	f_dxmihckde2rwk	maluku	a turn, twist, fold, slip-knot	uncontracted-comparison-candidate	*mal-	merriam-pdr	dedr	
d4734	f_lmnf4ayhmm6n2	malugu	a turning	uncontracted-comparison-candidate	*mal-	merriam-pdr	dedr	
d4734	f_bqu37h6zbhsne	maluvu	a turning	uncontracted-comparison-candidate	*mal-	merriam-pdr	dedr	
d4736	f_6ov5lxspoetl6	malayu	to be distressed, grieve	uncontracted-comparison-candidate	*mal-	merriam-pdr	dedr;K-Telugu	
d4737	f_oi32qky25xxiq	maluga	a kind of eel	uncontracted-comparison-candidate	*malaŋ-	merriam-pdr	dedr;B-Telugu	
d4741	f_kibt53dirfrc2	malayu	to rage, (K. also) wrestle, fight	uncontracted-comparison-candidate	malai	dedr-reflex	dedr	
d4742	f_ts65c3zygk42y	mala	mountain	uncontracted-comparison-candidate	*màl-	merriam-pdr	dedr	
d4743	f_epd66c3erelvc	malayu	to appear, happen, be. DED 3883	uncontracted-comparison-candidate	*mal- (?)	merriam-pdr	dedr;K-Telugu	
d4744	f_oh62yasb3ijm6	malaka	dish	uncontracted-comparison-candidate	mallam	dedr-reflex	dedr	
d4750	f_qubbupqrnim6g	mraggu	to die, perish	initial-apical-or-cluster;initial-cluster	**maẓVkV	krishnamurti-pfeiffer	dedr	
d4750	f_xrwtk7qdnczyu	mrakku	to fade, lose shining or lustre, die; dirtiness, foulness	initial-apical-or-cluster;initial-cluster	**maẓVkV	krishnamurti-pfeiffer	dedr	noun
d4757	f_s74m7xovida5u	maḷiga	wholesale grocer's shop, warehouse	uncontracted-comparison-candidate	maḷikai	dedr-reflex	dedr	
d4758	f_l6xvovlue4u6a	malucu	to make, fashion	uncontracted-comparison-candidate	maḷpuni	dedr-reflex	dedr;K-Telugu	
d4758	f_neivyqgn4kvnk	malucu	to engrave, carve	uncontracted-comparison-candidate	maḷpuni	dedr-reflex	dedr;K-Telugu	
d4760	f_ira6uzmd4liym	maṟacu	to forget	uncontracted-comparison-candidate	*maṯ-V-	krishnamurti-pfeiffer	dedr	
d4760	f_n4pi6abajklug	maṟapu	to cause to confuse	uncontracted-comparison-candidate	*maṯ-V-	krishnamurti-pfeiffer	dedr;K-Telugu	
d4760	f_6etfncbqv3tmc	maṟapincu	to cause to forget	uncontracted-comparison-candidate	*maṯ-V-	krishnamurti-pfeiffer	dedr	
d4760	f_warkdf3h7ljeq	maṟakuva	ignorance, forgetfulness	uncontracted-comparison-candidate	*maṯ-V-	krishnamurti-pfeiffer	dedr	
d4760	f_uivtddlaz2itk	maṟapu	ignorance, forgetfulness	uncontracted-comparison-candidate	*maṯ-V-	krishnamurti-pfeiffer	dedr	
d4760	f_6vygbqzong3ve	maṟukuva	forgetfulness	uncontracted-comparison-candidate	*maṯ-V-	krishnamurti-pfeiffer	dedr	
d4760	f_jfcymk6oq5cqg	maṟu-paḍu	to be hidden, disappear, vanish	uncontracted-comparison-candidate	*maṯ-V-	krishnamurti-pfeiffer	dedr	
d4760	f_2cbwy23nb5dce	maṟuvu	concealment, cover, shelter, retreat	uncontracted-comparison-candidate	*maṯ-V-	krishnamurti-pfeiffer	dedr	
d4761	f_32xaddq3ui6zg	mara	joint, hinge, spring, catch, contrivance	uncontracted-comparison-candidate	maṟaŋku	dedr-reflex	dedr	
d4761	f_sfbpnfjwehpiq	maṟalu	to turn back, go or come back, return	uncontracted-comparison-candidate	maṟaŋku	dedr-reflex	dedr	
d4761	f_gwedmm4f6gpws	maralu	to turn back, go or come back, return	uncontracted-comparison-candidate	maṟaŋku	dedr-reflex	dedr	
d4761	f_of3dww3nadfvo	maṟalincu	to turn back, recall, rescind, abrogate, annul, ward off, turn, elude, evade	uncontracted-comparison-candidate	maṟaŋku	dedr-reflex	dedr	
d4761	f_h6bkkx4tjvdhi	maralincu	to turn back, recall, rescind, abrogate, annul, ward off, turn, elude, evade	uncontracted-comparison-candidate	maṟaŋku	dedr-reflex	dedr	
d4761	f_zaelgzuu2abgy	maralucu	to turn or bring back, cause to return	uncontracted-comparison-candidate	maṟaŋku	dedr-reflex	dedr	
d4761	f_cei6h7kxywxr4	maṟala	again, anew, afresh, back, in return	uncontracted-comparison-candidate	maṟaŋku	dedr-reflex	dedr	
d4761	f_22wq3y5tmbaoe	maṟalan	again, anew, afresh, back, in return	uncontracted-comparison-candidate	maṟaŋku	dedr-reflex	dedr	
d4761	f_tkb6ym5vcixwk	marala	again, anew, afresh, back, in return	uncontracted-comparison-candidate	maṟaŋku	dedr-reflex	dedr	
d4761	f_rb34gu3eplg4i	maralã-baḍu	to turn back, rebel	uncontracted-comparison-candidate	maṟaŋku	dedr-reflex	dedr	
d4761	f_lak4vfbwm3emi	maralã-bāṭu	turning back, rebelling	uncontracted-comparison-candidate	maṟaŋku	dedr-reflex	dedr	
d4761	f_zod4cxlijg2tk	mraggu	to be distressed; fall down	initial-apical-or-cluster;initial-cluster	maṟaŋku	dedr-reflex	dedr;K-Telugu	
d4761	f_dnwme76geuspu	mraŋgu	to decrease, be abated, be humbled, (K. also) fall down, perish	initial-apical-or-cluster;initial-cluster	maṟaŋku	dedr-reflex	dedr	
d4761	f_6z5eoiaabglnc	mrandu	to die, (K. also) be afflicted, be crushed, droop	initial-apical-or-cluster;initial-cluster	maṟaŋku	dedr-reflex	dedr	
d4764	f_lwy7o75zhwowc	maṟaka	a kid	uncontracted-comparison-candidate	*maṯ-i(nṯu)	krishnamurti-pfeiffer	dedr	
d4764	f_csoq6gee3qbtu	marālu	in:; granddaughter	uncontracted-comparison-candidate	*maṯ-i(nṯu)	krishnamurti-pfeiffer	dedr;burrow-emeneau1972den1[p. 413, entry 3901]	
d4766	f_ovccsk4koz674	maṟi	and, again, then, further, furthermore, still more, afterwards, after, next	uncontracted-comparison-candidate	*mad_-	merriam-pdr	dedr	
d4766	f_j46ux7z466zp6	maṟiy okaṭi	another	uncontracted-comparison-candidate	*mad_-	merriam-pdr	dedr	
d4766	f_v6qzgcj7nzpyo	maṟi maṟi	very often, still more	uncontracted-comparison-candidate	*mad_-	merriam-pdr	dedr	
d4766	f_tl7tgkzww2e2e	maṟu-nā̃ḍu	the next day, the next following day	uncontracted-comparison-candidate	*mad_-	merriam-pdr	dedr	
d4766	f_4fv2mvyebwthk	maṟusa	next, following	uncontracted-comparison-candidate	*mad_-	merriam-pdr	dedr	
d4766	f_entagrt7ygj3y	maṟu-sanja	the evening twilight	uncontracted-comparison-candidate	*mad_-	merriam-pdr	dedr	
d4766	f_fpmydfsqowc6k	maṟusaṭi	next, following	uncontracted-comparison-candidate	*mad_-	merriam-pdr	dedr	
d4767	f_h7s3iucovnbd6	maṟaka	stain, blot, spot	uncontracted-comparison-candidate	maṟu	dedr-reflex	dedr	
d4769	f_fui5yv7c7pfqm	maṟugu	to boil , (K. also) seethe, bubble; be distressed, grieve	uncontracted-comparison-candidate	maṟugu	dedr-reflex	dedr;K-Telugu;K-also-Telugu	intr
d4769	f_54sugrtaxosvy	maṟukuva	grief	uncontracted-comparison-candidate	maṟugu	dedr-reflex	dedr	
d4769	f_6gvkg6kjq74fg	marukuva	grief	uncontracted-comparison-candidate	maṟugu	dedr-reflex	dedr;K-Telugu	
d4831	f_du75bldfzoysi	malugu	to be extinguished, (K. also) be reduced, diminish (as hunger), (lamp) goes down due to lack of oil	uncontracted-comparison-candidate	māḷ	dedr-reflex	dedr	
d4831	f_eocfjgb7k274c	malupu	to extinguish, put out, destroy	uncontracted-comparison-candidate	māḷ	dedr-reflex	dedr	
d4845	f_p7i236c75ki3a	miḍikincu	to blink	uncontracted-comparison-candidate	*miḍ-	merriam-pdr	dedr;B-Telugu	
d4846	f_5ar4gcssvuo7w	miḍuku	to live, subsist	uncontracted-comparison-candidate	*minḍ-	merriam-pdr	dedr	
d4846	f_wvmdadm43m7ay	miḍi	pride; proud, haughty	uncontracted-comparison-candidate	*minḍ-	merriam-pdr	dedr	
d4847	f_rf3vfurys56yg	meḍa	neck, shoulders	uncontracted-comparison-candidate	miṭaṟu	dedr-reflex	dedr	
d4847	f_pe6efq22t5dgg	meḍa-kāya	neck	uncontracted-comparison-candidate	miṭaṟu	dedr-reflex	dedr	
d4848	f_yjhtc2dsqrrvo	miḍivillu	a pellet-bow	uncontracted-comparison-candidate	*mīṭ-	merriam-pdr	dedr	
d4848	f_jg4q37m7tzb32	miḍucu	to flick with the fingers	uncontracted-comparison-candidate	*mīṭ-	merriam-pdr	dedr;K-Telugu	
d4849	f_b7bswep7ztj7w	miḍuku	to grieve, mourn, lament, bear, endure. DED 3973	uncontracted-comparison-candidate	miṭi	dedr-reflex	dedr	
d4850	f_hzbatvkyriqoi	miḍiyu	to flash or fly off (as a chip), jump, leap forward	uncontracted-comparison-candidate	*mīnṭ-	merriam-pdr	dedr	
d4850	f_hdv6ikacgdcmq	miḍuku	id	uncontracted-comparison-candidate	*mīnṭ-	merriam-pdr	dedr;K-Telugu	
d4850	f_czpakfwmpjtfk	meḍuku	to frisk, leap	uncontracted-comparison-candidate	*mīnṭ-	merriam-pdr	dedr;K-Telugu	
d4850	f_nkurs5ld2fpmm	miḍuta	id	uncontracted-comparison-candidate	*mīnṭ-	merriam-pdr	dedr	
d4850	f_ns5zjwlrzfqvg	miḍata	id	uncontracted-comparison-candidate	*mīnṭ-	merriam-pdr	dedr	
d4852	f_qleilf5cfbkuk	miḍuku	to move, wander	uncontracted-comparison-candidate	miḍuku	dedr-reflex	dedr	
d4866	f_7dp2pr3nbysj6	mriŋgu	to swallow, devour, consume	initial-apical-or-cluster;initial-cluster	*miẓ-iŋ-	merriam-pdr	dedr	
d4871	f_rpj7b2ar3uwjc	melapu	to conduct, lead, manage; (K. also) mannerly behaviour, skill	uncontracted-comparison-candidate	miḷir	dedr-reflex	dedr	noun
d4871	f_odfdaqj2qqjym	meliyu	to be twisted	uncontracted-comparison-candidate	miḷir	dedr-reflex	dedr	
d4871	f_d4b6c5kilneg6	meli	turn, twist	uncontracted-comparison-candidate	miḷir	dedr-reflex	dedr	
d4871	f_6vs3xx7ovsqco	melike	turn, twist	uncontracted-comparison-candidate	miḷir	dedr-reflex	dedr	
d4871	f_nu7qz5gf2v77m	melayu	to wander, behave	uncontracted-comparison-candidate	miḷir	dedr-reflex	dedr;K-Telugu	
d4871	f_d6a754a6ufcze	meliyu	to wander, behave	uncontracted-comparison-candidate	miḷir	dedr-reflex	dedr;K-Telugu	
d4875	f_etwz2sphjfmhe	meṟamu	to cause pain or mortification; rankle; (K. also) pierce, stab	uncontracted-comparison-candidate	*mer_-	merriam-pdr	dedr	
d4875	f_hthccx6qkondk	meṟumu	to pierce, stab	uncontracted-comparison-candidate	*mer_-	merriam-pdr	dedr	
d4875	f_czu77q77ekvvq	meramera	rankling, fear, anxiety	uncontracted-comparison-candidate	*mer_-	merriam-pdr	dedr	
d4875	f_hpiztw5n6ifay	merameram-anu	to rankle	uncontracted-comparison-candidate	*mer_-	merriam-pdr	dedr	
