Partition	Input_Domain	Language_A	Language_B	Family_ID	Entry_IDs	Outcome_A	Outcome_B	Evidence_A	Evidence_B
primary	short-vowel-initial-singleton-apical	Konda	Tulu	d516	d516	D	R	f_aq7chbwltcuhq;f_f3yi6uslztpf2;f_zit6dg3vn6mam	f_2ipjh74gra5yi;f_4fno54rod6f5g;f_4wb2l3pwrgl4m;f_5n477z4qooxfw;f_dhyg276z23w74;f_h4jb6fknyjtqy;f_mcyujwsdudeb6
primary	short-vowel-initial-singleton-apical	Konda	Tulu	d524	d524	R	R	f_jw2e2mydebluc;f_l3py3e5ooz65u;f_l4o6cd6dkvige;f_to2ynltsaowxe	f_34a44grsvpbue;f_byq4figzo5ffs;f_lkomhxxwuz6po
primary	short-vowel-initial-singleton-apical	Konda	Tulu	d586	d586	R	R	f_v52a57watkltc	f_cxmzrxiivv5ga;f_ibbc3huxnxsyk;f_j4okfnssveeik;f_k5i5vpg5fvfmw;f_s3oyiscc3hn5s;f_vtxgmobes5lwc
primary	short-vowel-initial-singleton-apical	Konda	Tulu	d587	d587	R	R	f_hgfakw2vv2czu	f_hfw7fy5vrvz6g
primary	short-vowel-initial-singleton-apical	Konda	Tulu	d592	d592	R	R	f_2jxttai63crzq;f_57dj34yil3ywo	f_3cnpskzxqfgyy;f_4qamxvhu3bs36;f_lymjsaogjwxfq
primary	short-vowel-initial-singleton-apical	Konda	Tulu	d655	d655	R	R	f_44escikgdtvbw	f_6ietri3jfgxi6
primary	short-vowel-initial-singleton-apical	Konda	Tulu	d656	d656	D	R	f_lsspnjgmnimao;f_qhatnpdvstwpu	f_e2qhz5givftfo;f_kkiq4hrlhc4zo
primary	short-vowel-initial-singleton-apical	Konda	Tulu	d665	d665	D	R	f_qayvug2gwjvh2	f_6yk2rwvm5tleg;f_eza2xrwhkgxqe;f_mqks75xgntlbs;f_pck75auhkczcg;f_sthcprywxkv4a;f_uf34xvd36kwlo
primary	short-vowel-initial-singleton-apical	Konda	Tulu	d686+d689	d686;d689	D	R	f_7rozrenwts6dw;f_et6lt26gvilne;f_fi7mixaby6ihe;f_jenlk6g2uflkc;f_k6oex4zilpn2q;f_war5i4fmlymh6	f_5wzpljt2556hs;f_fuwfu73k2u2mi;f_o7fubjqdsxsy2
primary	short-vowel-initial-singleton-apical	Konda	Tulu	d688	d688	D	R	f_2rogxoarclfgu	f_5iyhofvsla4v2;f_c3n2jsofrzp4s;f_cds7ss3ibcus6;f_fkuwrlq5apamq;f_oqs3d7c7m3z5i;f_uddy4fbfyz3u6;f_uee7dtwtla532;f_v6iobv7g5c4yo;f_y4k4qaqxqyomk
primary	short-vowel-initial-singleton-apical	Konda	Tulu	d694	d694	D	R	f_6gxky4ieloxqy	f_b7b355izyovdw;f_e5iwdh2ka6nhq;f_oxilzjzgspyi4
primary	short-vowel-initial-singleton-apical	Konda	Tulu	d811	d811	R	R	f_yskntrobjbkbq;f_z7vvi244gjv2g	f_ivx45pzhslizu;f_okl24gzm7gmwk;f_puvzlbaauftqm
primary	short-vowel-initial-singleton-apical	Konda	Tulu	d833	d833	R	R	f_w33jtoce53jz2	f_4kgzxkuevisx6;f_lzpzibct7btmy
primary	short-vowel-initial-singleton-apical	Konda	markodi	d529	d529	D	R	f_o5aaqrlxy2bey	f_acsv2lmjnqryw
primary	short-vowel-initial-singleton-apical	Koraga	Kota	d314	d314	R	R	f_lw7w7qikrtje6	f_jvbjnkwqm5ocg;f_moqgf7uopmul2;f_ovgrqwxoqsu7w
primary	short-vowel-initial-singleton-apical	Koraga	Kota	d839	d839	R	R	f_3zf62xvc75aba;f_lirzvyks4dtxg	f_5cccmchzq74p6
primary	short-vowel-initial-singleton-apical	Koraga	Malayalam	d314	d314	R	R	f_lw7w7qikrtje6	f_5uou7sofssaca;f_dnnrr7s35iyy6;f_dykiy4w6dv32i
primary	short-vowel-initial-singleton-apical	Koraga	Malayalam	d648	d648	R	R	f_dicfr6t4ggwj2	f_6evn72iqsuxqm;f_h245mz2qa7ehi;f_teiohpxt2isfi;f_z6xufuh75las2
primary	short-vowel-initial-singleton-apical	Koraga	Malayalam	d839	d839	R	R	f_3zf62xvc75aba;f_lirzvyks4dtxg	f_6lgorufmkmnyw;f_aqqnrbsozkdrm;f_au2pjbm4jfrde;f_jkgh5kwts2dsk;f_t2fpobpnw3uu2
primary	short-vowel-initial-singleton-apical	Koraga	Parji	d648	d648	R	R	f_dicfr6t4ggwj2	f_hh2xndgqovboc
primary	short-vowel-initial-singleton-apical	Koraga	Tamil	d314	d314	R	R	f_lw7w7qikrtje6	f_24k5zvygtjxj6;f_6z6capj6z5x2a;f_agz5tgcnq7hhs
primary	short-vowel-initial-singleton-apical	Koraga	Tamil	d648	d648	R	R	f_dicfr6t4ggwj2	f_dj6fywm4xwody;f_mycyj7x5f4soc;f_pgogh6z7ryfzg;f_u55systn452vm;f_w6omvfp6rvzam
primary	short-vowel-initial-singleton-apical	Koraga	Tamil	d839	d839	R	R	f_3zf62xvc75aba;f_lirzvyks4dtxg	f_bt3ieksttfrja;f_dsjyjw66jmbye;f_l3ksmjv3wsefc
primary	short-vowel-initial-singleton-apical	Koraga	Telugu	d314	d314	R	R	f_lw7w7qikrtje6	f_b7mf5fcjxlcwa;f_bnaxfylgq56du;f_fgyufawpfdf66;f_lkvhi27n32ggq
primary	short-vowel-initial-singleton-apical	Koraga	Telugu	d648	d648	R	mixed	f_dicfr6t4ggwj2	f_7kukhkrndkqic;f_g3tocbxdksz7e;f_ina7tj47g6g5u;f_ntcvqb2qsscau;f_xohvrljyei7kq;f_zluumdebjzs2w
primary	short-vowel-initial-singleton-apical	Koraga	Toda	d314	d314	R	R	f_lw7w7qikrtje6	f_pdy73so3wbpxc
primary	short-vowel-initial-singleton-apical	Koraga	Toda	d839	d839	R	R	f_3zf62xvc75aba;f_lirzvyks4dtxg	f_2oezxzoqitb7i;f_32km23shpncqq;f_5fhdyqmszgbto;f_llj7fpbrdr3hu;f_umjsdcsovprfc;f_vrbdyrfqdotb4
primary	short-vowel-initial-singleton-apical	Koraga	Tulu	d314	d314	R	R	f_lw7w7qikrtje6	f_57zf7ux36cftc;f_6uqq45w3jbvxs;f_lvx53kqozz76s
primary	short-vowel-initial-singleton-apical	Koraga	Tulu	d839	d839	R	R	f_3zf62xvc75aba;f_lirzvyks4dtxg	f_cmcddjz6rgyt2
primary	short-vowel-initial-singleton-apical	Koraga	markodi	d839	d839	R	R	f_3zf62xvc75aba;f_lirzvyks4dtxg	f_zteuxtshy3vqw
primary	short-vowel-initial-singleton-apical	Kota	Kui	d63	d63	R	mixed	f_3ffda2nan4gsa;f_pe6n3sbv4xltm	f_2lop65gm7nwpw;f_dzxs7wemkwyl6;f_wwn327xmgxgmo
primary	short-vowel-initial-singleton-apical	Kota	Kui	d77	d77	R	D	f_36rqgbvs25ohc	f_6kk3mka5267pq
primary	short-vowel-initial-singleton-apical	Kota	Kui	d79	d79	R	mixed	f_cyevisd4o4omq	f_2vxco53vunhbq;f_lj7tp7vi4m3o2;f_n62fnanapyddg;f_rcx76quvo7nbw
primary	short-vowel-initial-singleton-apical	Kota	Kui	d228	d228	R	D	f_krajbpb6ksp5y;f_q5kywlo5g74xo	f_2vphnxjlhsbli;f_a3yngh6kmtqvi;f_nmzrcryjf6f6s
primary	short-vowel-initial-singleton-apical	Kota	Kui	d236	d236	R	R	f_evsfermzzmrv2	f_e7etyzcgn2w5e;f_zdmeynln7y2uq
primary	short-vowel-initial-singleton-apical	Kota	Kui	d240	d240	R	D	f_4i3dojrugsfgu;f_aulyjv3br7bt4	f_ffthrj4v74uj4;f_ufkbgedwckpvg
primary	short-vowel-initial-singleton-apical	Kota	Kui	d76	d76	R	R	f_4dsuurfqi7vog	f_mh55ii6qucdwg
primary	short-vowel-initial-singleton-apical	Kota	Kui	d277	d277	R	R	f_qooz3ncrvygke;f_r2uyzo3msonde	f_kfx2dm5gwp46m
primary	short-vowel-initial-singleton-apical	Kota	Kui	d282	d282	R	D	f_odmi23j732ioc;f_q4uexu2p765h4;f_yk2rshdlfoahe	f_i44wbga3ij4ke;f_lr2x6i2ulwebk
primary	short-vowel-initial-singleton-apical	Kota	Kui	d291+d295	d291;d295	R	D	f_dulylfixyvaqe;f_yewyvpidxhcu4	f_7k7a7dn6acrvi;f_zte2y4psqtlrq
primary	short-vowel-initial-singleton-apical	Kota	Kui	d442	d442	R	R	f_hvprf6og5lzdk;f_kxzj7v5rn7rae	f_nc65pvsblvbpw
primary	short-vowel-initial-singleton-apical	Kota	Kui	d480	d480	R	D	f_6bemmqit3k5l4;f_bf344ium3t5cg;f_lajt5som5y5bu;f_qhlqhiiqmuvpo	f_36emhpub44ihu;f_imi4sazilbcbe;f_xnnxyx5cbihfu
primary	short-vowel-initial-singleton-apical	Kota	Kui	d656	d656	R	D	f_ovzwfrcllw2xw;f_w25nx4kxtxude	f_hcoocso65s2q4;f_owidv74z67ziy
primary	short-vowel-initial-singleton-apical	Kota	Kui	d665	d665	R	D	f_exfdgrawdcgfc;f_tvu7e5jiy5d6y;f_yjkcvp5ton6tc	f_2wva7s77ffoug;f_6fov3u4mxftyq;f_k4al4gzmozydu;f_lu3g43nsa67nk
primary	short-vowel-initial-singleton-apical	Kota	Kui	d811	d811	R	R	f_3hg2veu52hyag;f_arxorstoyhbyu;f_riz3oo6olyvls	f_extiizmkk4lig;f_hljpanzrpzkxs
primary	short-vowel-initial-singleton-apical	Kota	Kui	d954	d954	R	D	f_cj6r7dsgmakdo;f_g5jim2xk525qe	f_nxqd6wwcq5nwy;f_rqlh62t5y7gey
primary	short-vowel-initial-singleton-apical	Kota	Kurux	d63	d63	R	R	f_3ffda2nan4gsa;f_pe6n3sbv4xltm	f_njgmwhq3lchug
primary	short-vowel-initial-singleton-apical	Kota	Kurux	d236	d236	R	R	f_evsfermzzmrv2	f_6orpxsc25cp3u;f_hg7bxymqaxq44;f_s3ygdiruahg5o
primary	short-vowel-initial-singleton-apical	Kota	Kurux	d240	d240	R	R	f_4i3dojrugsfgu;f_aulyjv3br7bt4	f_6f7kmkmmdev7g;f_qziwluez4oltg
primary	short-vowel-initial-singleton-apical	Kota	Kurux	d308	d308	R	R	f_aw5godc6zfk6s;f_grcspieagnq4u	f_eqiwpimf35rwy;f_ihy354tigvzww
primary	short-vowel-initial-singleton-apical	Kota	Kurux	d443	d443	R	R	f_2bdep5c5dreiy;f_mbil2nwji2hva;f_mfdwj7zjmn2s4;f_my5udzzb5vpg2;f_rdyzy6tnfi5pe	f_elqniqnqr2r26
primary	short-vowel-initial-singleton-apical	Kota	Kurux	d524	d524	R	R	f_5h6ffp3o2iyve;f_ohukfrqfolwzc;f_rd45sqn5jtyvi	f_quqgaddt46xv4
primary	short-vowel-initial-singleton-apical	Kota	Kurux	d721	d721	R	R	f_6wwtxeiprwqke	f_6rukr2lyggfy6
primary	short-vowel-initial-singleton-apical	Kota	Kurux	d811	d811	R	R	f_3hg2veu52hyag;f_arxorstoyhbyu;f_riz3oo6olyvls	f_whbhh6xdu7aec
primary	short-vowel-initial-singleton-apical	Kota	Kurux	d954	d954	R	R	f_cj6r7dsgmakdo;f_g5jim2xk525qe	f_o6rnkfnb4yakk;f_yzmhgg3s77op2;f_zisf4pgrmyhzw
primary	short-vowel-initial-singleton-apical	Kota	Kuwi	d77	d77	R	D	f_36rqgbvs25ohc	f_etiw3vfzf7tmq;f_g6algi3qtxmi2
primary	short-vowel-initial-singleton-apical	Kota	Kuwi	d228	d228	R	D	f_krajbpb6ksp5y;f_q5kywlo5g74xo	f_jtqgdzn7hmcik;f_mdoisto7bbyzq;f_rvysgwffgsmyw
primary	short-vowel-initial-singleton-apical	Kota	Kuwi	d76	d76	R	R	f_4dsuurfqi7vog	f_dgukd32rncfcc;f_wjmw2secnzjvq;f_ymk7ikdoeg4yq
primary	short-vowel-initial-singleton-apical	Kota	Kuwi	d282	d282	R	D	f_odmi23j732ioc;f_q4uexu2p765h4;f_yk2rshdlfoahe	f_2ti6i5ccnpkmm;f_4ly4jepkntiam;f_fd7dwxssfzv7c;f_rvaeimtptz4vu;f_sdl6kb6ev5xe6
primary	short-vowel-initial-singleton-apical	Kota	Kuwi	d291+d295	d291;d295	R	D	f_dulylfixyvaqe;f_yewyvpidxhcu4	f_4p2ehqour4tja;f_b5eenhs6zbp6o;f_pmi6pfm3bmfog;f_r7kavjeuwznd6
primary	short-vowel-initial-singleton-apical	Kota	Kuwi	d315	d315	R	R	f_3dsgztsxqvedk;f_fdlrtlnlt2dn2	f_iftlfovnuiitc
primary	short-vowel-initial-singleton-apical	Kota	Kuwi	d442	d442	R	R	f_hvprf6og5lzdk;f_kxzj7v5rn7rae	f_72g7kak7xw2wi;f_nu4osbooyhl3k
primary	short-vowel-initial-singleton-apical	Kota	Kuwi	d516	d516	R	D	f_32ancgz7hoxyi;f_gfyuvphbg4z6u;f_gowqk66bwwhsa	f_etd4hza7e4cgc;f_hzxumv3pdwsyk;f_jwk33nkz5spkk;f_tb365k33mk3be
primary	short-vowel-initial-singleton-apical	Kota	Kuwi	d655	d655	R	R	f_z5on33cfq4lna	f_bewdlwpy2fz6q;f_ktacrp73p3ypk;f_oxoqbn44fnb3u;f_ygcjxqr3zsjja;f_zg4ddf5eqrhmi;f_zxkeuaqweh4do
primary	short-vowel-initial-singleton-apical	Kota	Kuwi	d656	d656	R	D	f_ovzwfrcllw2xw;f_w25nx4kxtxude	f_5xiih5w3jjolo;f_mkbwzhn5wyx2a;f_xqrx54h2sx5d6;f_yikucadstgmg6;f_zof7z3kxkmcju
primary	short-vowel-initial-singleton-apical	Kota	Kuwi	d665	d665	R	D	f_exfdgrawdcgfc;f_tvu7e5jiy5d6y;f_yjkcvp5ton6tc	f_bbcalfya3pudo;f_hajmbxamypvlg;f_uj6pmc54pmhti;f_vp3sc4uqqegsm
primary	short-vowel-initial-singleton-apical	Kota	Kuwi	d811	d811	R	R	f_3hg2veu52hyag;f_arxorstoyhbyu;f_riz3oo6olyvls	f_5mfzfkza3bib2;f_sc7ipp3eh2pwk
primary	short-vowel-initial-singleton-apical	Kota	Malayalam	d63	d63	R	R	f_3ffda2nan4gsa;f_pe6n3sbv4xltm	f_4vqdnztpjafzg;f_sdddavbegthf6
primary	short-vowel-initial-singleton-apical	Kota	Malayalam	d72	d72	R	R	f_l6ud7ipfqtotg	f_katdlrmocjk24;f_qmdxre7upwoya
primary	short-vowel-initial-singleton-apical	Kota	Malayalam	d77	d77	R	R	f_36rqgbvs25ohc	f_d3qufpp6u6duc;f_gbqnbozo5zkec;f_tusvojk5y7kuo
primary	short-vowel-initial-singleton-apical	Kota	Malayalam	d79	d79	R	R	f_cyevisd4o4omq	f_b5amyywv2kg64;f_ga7cbzcxumte4;f_x2ib3lxudi6hc
primary	short-vowel-initial-singleton-apical	Kota	Malayalam	d80	d80	R	R	f_4xnogxq7ygdtw;f_hmb5m77xlqboo	f_byyhvqqcidgf2;f_gvtu6wbc4nznu
primary	short-vowel-initial-singleton-apical	Kota	Malayalam	d86	d86	R	R	f_pqqvaj2tigvtk	f_qnfrrlnd6nu6o
primary	short-vowel-initial-singleton-apical	Kota	Malayalam	d221	d221	R	R	f_ir2jg5gwx5weo;f_xxlsfejoliag4	f_2g43dbt4cw6u2;f_pj75k7ajar65m;f_yaw6pqdmfe3sm
primary	short-vowel-initial-singleton-apical	Kota	Malayalam	d228	d228	R	R	f_krajbpb6ksp5y;f_q5kywlo5g74xo	f_3zbua4dkwv6tu;f_cwq2jzleqkxem;f_dvhmawkfmb2f6;f_upe5ennq2aswm
primary	short-vowel-initial-singleton-apical	Kota	Malayalam	d229	d229	R	R	f_s73vjhx53cklo	f_6zfabgiot2jkc
primary	short-vowel-initial-singleton-apical	Kota	Malayalam	d236	d236	R	R	f_evsfermzzmrv2	f_77p4t2a763qug;f_fqs5biwkzon3u;f_g3jecvefzt56e
primary	short-vowel-initial-singleton-apical	Kota	Malayalam	d240	d240	R	R	f_4i3dojrugsfgu;f_aulyjv3br7bt4	f_33pu6mbw3rjpc;f_6u2nl5xlf5mc6;f_ezdmq537i2jow;f_jet4pz5bgqmte
primary	short-vowel-initial-singleton-apical	Kota	Malayalam	d64+d88	d64;d88	R	R	f_ccikk4kjdnogy	f_6ytvxwgijgaa2;f_fe7rfsfw75g44;f_jec7sdkcrefyq;f_kaeqyogtitmok
primary	short-vowel-initial-singleton-apical	Kota	Malayalam	d76	d76	R	R	f_4dsuurfqi7vog	f_e4dlg4elpd67m;f_jjlihsgszcmhi
primary	short-vowel-initial-singleton-apical	Kota	Malayalam	d227	d227	R	R	f_owpvi6xgu4pey;f_theu2ccxwipoq	f_eevni4isv7ycm;f_tattkvkv65nhq
primary	short-vowel-initial-singleton-apical	Kota	Malayalam	d276	d276	R	R	f_5fnnavbwd3n62;f_cnye66m4jzd54	f_h7j3n7i4dgipc;f_n5dmbl5fyap54;f_q4yalnqgeehxg
primary	short-vowel-initial-singleton-apical	Kota	Malayalam	d277	d277	R	R	f_qooz3ncrvygke;f_r2uyzo3msonde	f_46r74y5fimnoo;f_eurt77mlnegxs;f_kn52u7emzdmnm;f_vuhkzbkkkyaei
primary	short-vowel-initial-singleton-apical	Kota	Malayalam	d282	d282	R	R	f_odmi23j732ioc;f_q4uexu2p765h4;f_yk2rshdlfoahe	f_5tsfvd5rz2gmc;f_k34a556dz5fhu
primary	short-vowel-initial-singleton-apical	Kota	Malayalam	d291+d295	d291;d295	R	R	f_dulylfixyvaqe;f_yewyvpidxhcu4	f_7ezeaqxg4wtj2;f_ksgcmvla4nzdo
primary	short-vowel-initial-singleton-apical	Kota	Malayalam	d314	d314	R	R	f_jvbjnkwqm5ocg;f_moqgf7uopmul2;f_ovgrqwxoqsu7w	f_5uou7sofssaca;f_dnnrr7s35iyy6;f_dykiy4w6dv32i
primary	short-vowel-initial-singleton-apical	Kota	Malayalam	d308	d308	R	R	f_aw5godc6zfk6s;f_grcspieagnq4u	f_7uhffj3hrwmw4;f_yuxudcw3ikgzk
primary	short-vowel-initial-singleton-apical	Kota	Malayalam	d315	d315	R	R	f_3dsgztsxqvedk;f_fdlrtlnlt2dn2	f_4xmxismvhiafu;f_l7qekhkrxgx6y;f_zhep4qe22h3da
primary	short-vowel-initial-singleton-apical	Kota	Malayalam	d432	d432	R	R	f_dlsotkyvembkc;f_xc6g7i2qicava	f_7c73boye7mebs;f_myloppnbuk6me;f_ydhztyn7hgme4
primary	short-vowel-initial-singleton-apical	Kota	Malayalam	d434+d448	d434;d448	R	R	f_2l2venlkpmaci;f_5v7doyt67mroa;f_m22575gym5tg2;f_tm5ozu6mq76mg;f_v7sb6jnvf2jxe	f_f7x55braopuee;f_glm66mqpaqdiy;f_hic7maaiwruws;f_joydxwv55igss;f_ns6jqhzwp27vo;f_o7kte4lkxwmmy;f_rydkusjsnacqu;f_w4sdxcri24pje
primary	short-vowel-initial-singleton-apical	Kota	Malayalam	d442	d442	R	R	f_hvprf6og5lzdk;f_kxzj7v5rn7rae	f_n4infc6pmcpjg;f_qbburg2vwyyb4;f_v6yt5b5ge6nje
primary	short-vowel-initial-singleton-apical	Kota	Malayalam	d443	d443	R	R	f_2bdep5c5dreiy;f_mbil2nwji2hva;f_mfdwj7zjmn2s4;f_my5udzzb5vpg2;f_rdyzy6tnfi5pe	f_6glxsgqizuvzu;f_ek3vvi3qewi5u;f_si5s5z7exzpem
primary	short-vowel-initial-singleton-apical	Kota	Malayalam	d449	d449	R	R	f_hqwjq6wfldpa2;f_vx2iqaxicxgic	f_qo2pw26azdjo6;f_u2yosebf6zvka
primary	short-vowel-initial-singleton-apical	Kota	Malayalam	d490	d490	R	R	f_73pcqp5b7367m	f_doryhhb7xby2m
primary	short-vowel-initial-singleton-apical	Kota	Malayalam	d480	d480	R	R	f_6bemmqit3k5l4;f_bf344ium3t5cg;f_lajt5som5y5bu;f_qhlqhiiqmuvpo	f_6phxm5batokd2;f_fvjfcyn2n5in2;f_io5ituf3ptnpw
primary	short-vowel-initial-singleton-apical	Kota	Malayalam	d513	d513	R	R	f_jml4l7pw64toa	f_6u5h5vx3uq25m;f_fiihrkxxiyzvs;f_u4hgt3tqsx7ds
primary	short-vowel-initial-singleton-apical	Kota	Malayalam	d516	d516	R	R	f_32ancgz7hoxyi;f_gfyuvphbg4z6u;f_gowqk66bwwhsa	f_ipactitow3wka;f_lmlc72ltfnjtu;f_ngj3qqy5v6bgw;f_u2ls2uyjkwhyi
primary	short-vowel-initial-singleton-apical	Kota	Malayalam	d524	d524	R	R	f_5h6ffp3o2iyve;f_ohukfrqfolwzc;f_rd45sqn5jtyvi	f_ajyjkx4oodkkw;f_u4423w2ibiofm;f_uctekw55znjyg;f_ujt262oclx65q
primary	short-vowel-initial-singleton-apical	Kota	Malayalam	d586	d586	R	R	f_275mtozo4hstk;f_jz2mqjvummazw	f_dkwoigdkpbxuk;f_kckronbsqbefs;f_rqrwy5txumggk
primary	short-vowel-initial-singleton-apical	Kota	Malayalam	d593	d593	R	R	f_2nsqzalsekqyi;f_euk4cnbzpcgj6;f_kbrfpul4ccxt4	f_2jb4pcbfi6gqm;f_47pparctthbh4;f_fbd7x4znksoxg;f_yhrdqlhaqjidy
primary	short-vowel-initial-singleton-apical	Kota	Malayalam	d649	d649	R	R	f_kybbamuxyxagg	f_n5kyhqwsiqxl4;f_vzcn55wtsotyc
primary	short-vowel-initial-singleton-apical	Kota	Malayalam	d651	d651	R	R	f_bgqafeotzxzye;f_sr3fgwtavlmay	f_ls7mobwqqtibs
primary	short-vowel-initial-singleton-apical	Kota	Malayalam	d655	d655	R	R	f_z5on33cfq4lna	f_xo47oatmzqdn2
primary	short-vowel-initial-singleton-apical	Kota	Malayalam	d656	d656	R	R	f_ovzwfrcllw2xw;f_w25nx4kxtxude	f_tmbnla2fz2yec
primary	short-vowel-initial-singleton-apical	Kota	Malayalam	d664	d664	R	R	f_7utdwdbbb6mkw;f_tahy3opty7wry;f_xuinb7xtizbme;f_zo7ozu65kw4bo	f_fidz2nmf5j5os;f_qrohjb3jz7lfy;f_scmdeqxdf5qmc;f_x4jt5wjabmw74
primary	short-vowel-initial-singleton-apical	Kota	Malayalam	d665	d665	R	R	f_exfdgrawdcgfc;f_tvu7e5jiy5d6y;f_yjkcvp5ton6tc	f_3qesf3shdagxg;f_jmh6t6mcdgtx4;f_ms3bjn7f43aya;f_narmu3ywcoqmk;f_pygpacbkseqbk;f_xiwafavegmday
primary	short-vowel-initial-singleton-apical	Kota	Malayalam	d672	d672	R	R	f_qbwtsxrees3l6;f_tu5wzozbktkls	f_ydvbpzji66rxo
primary	short-vowel-initial-singleton-apical	Kota	Malayalam	d697	d697	R	R	f_65dv6pijp536m;f_pmtzopf32wl3y	f_3qjjqlovztfhy;f_gb4y4svw627sk;f_p4ahfecebczvm;f_x2dis7afrnyvq;f_xlczpqpi7pm2u
primary	short-vowel-initial-singleton-apical	Kota	Malayalam	d699	d699	R	R	f_mpe4pqyfn3qrm	f_ild7dfutc7lde
primary	short-vowel-initial-singleton-apical	Kota	Malayalam	d707	d707	R	R	f_6ft3xzm2e6hdg;f_fghppjfawzfq4;f_qiorvtgoyos5y	f_2x7wcyeclqhgc;f_mjbjchrhldczc;f_zqmmmims2jcri
primary	short-vowel-initial-singleton-apical	Kota	Malayalam	d721	d721	R	R	f_6wwtxeiprwqke	f_3re3on2q4u62m;f_5j3rhr7u3oq5e;f_f3mqc257mbjly;f_m2553ezt4thhq;f_tkjfl7qealbyy
primary	short-vowel-initial-singleton-apical	Kota	Malayalam	d723	d723	R	R	f_p27ooxav63xy4	f_nkykbadzf56yu
primary	short-vowel-initial-singleton-apical	Kota	Malayalam	d811	d811	R	R	f_3hg2veu52hyag;f_arxorstoyhbyu;f_riz3oo6olyvls	f_5jphutdi6fnj6;f_7wnbkf5dinsqg;f_bo7tzek4f63ty;f_dgpevalvzvc5g;f_ko7fjfbvfuymi;f_uz2ujp2pbzabu;f_zd2eb5lsscecm
primary	short-vowel-initial-singleton-apical	Kota	Malayalam	d833	d833	R	R	f_xviwmd55onnx4	f_sj5zuupqqjgtk
primary	short-vowel-initial-singleton-apical	Kota	Malayalam	d839	d839	R	R	f_5cccmchzq74p6	f_6lgorufmkmnyw;f_aqqnrbsozkdrm;f_au2pjbm4jfrde;f_jkgh5kwts2dsk;f_t2fpobpnw3uu2
primary	short-vowel-initial-singleton-apical	Kota	Malayalam	d947	d947	R	R	f_6v42476kqn474;f_d5ulaeyv5wosk;f_u3dtlwu3qvhhy	f_54khjkwc4gfie;f_edhtbbnvgexps;f_tc2fceo7qhjhy;f_u4jqcwkjxlhs2
primary	short-vowel-initial-singleton-apical	Kota	Malayalam	d954	d954	R	R	f_cj6r7dsgmakdo;f_g5jim2xk525qe	f_brwutagkstrws;f_clxwetibrhrra;f_fjngp3dmm7k2k;f_lsdretzu2a3y4;f_w2tenmsjf33ki
primary	short-vowel-initial-singleton-apical	Kota	Malto	d63	d63	R	R	f_3ffda2nan4gsa;f_pe6n3sbv4xltm	f_bzfbx5dsqhuq2;f_hi4xqrdmonsn4
primary	short-vowel-initial-singleton-apical	Kota	Malto	d79	d79	R	R	f_cyevisd4o4omq	f_d7wfeufjfooya;f_pehluqy2luwlg
primary	short-vowel-initial-singleton-apical	Kota	Malto	d236	d236	R	R	f_evsfermzzmrv2	f_ezx7p3ewgolkm
primary	short-vowel-initial-singleton-apical	Kota	Malto	d954	d954	R	R	f_cj6r7dsgmakdo;f_g5jim2xk525qe	f_agp4fmhsfccwo;f_mso3xm5r24mmy
primary	short-vowel-initial-singleton-apical	Kota	Manda	d282	d282	R	D	f_odmi23j732ioc;f_q4uexu2p765h4;f_yk2rshdlfoahe	f_wqwmxd6ivbqwg
primary	short-vowel-initial-singleton-apical	Kota	Manda	d442	d442	R	R	f_hvprf6og5lzdk;f_kxzj7v5rn7rae	f_txpgk4ujktndg
primary	short-vowel-initial-singleton-apical	Kota	Manda	d656	d656	R	D	f_ovzwfrcllw2xw;f_w25nx4kxtxude	f_yfqieebbxr3mu
primary	short-vowel-initial-singleton-apical	Kota	Naiki	d229	d229	R	R	f_s73vjhx53cklo	f_hblhyfubvw2q4
primary	short-vowel-initial-singleton-apical	Kota	Naiki	d76	d76	R	R	f_4dsuurfqi7vog	f_2gwwxx3ouiijq;f_6jfrea42dx5os;f_dnfaom7zxizwo;f_nvwq2l4k57d34
primary	short-vowel-initial-singleton-apical	Kota	Naiki	d282	d282	R	R	f_odmi23j732ioc;f_q4uexu2p765h4;f_yk2rshdlfoahe	f_5nbgolblqrjgq;f_dq3t4iiqdycce
primary	short-vowel-initial-singleton-apical	Kota	Naiki	d442	d442	R	R	f_hvprf6og5lzdk;f_kxzj7v5rn7rae	f_dicbrstp7wfve
primary	short-vowel-initial-singleton-apical	Kota	Naiki	d811	d811	R	R	f_3hg2veu52hyag;f_arxorstoyhbyu;f_riz3oo6olyvls	f_xaitmdg47tume
primary	short-vowel-initial-singleton-apical	Kota	Naiki	d833	d833	R	R	f_xviwmd55onnx4	f_u7ol7lsmtb7m4
primary	short-vowel-initial-singleton-apical	Kota	Naikri	d282	d282	R	R	f_odmi23j732ioc;f_q4uexu2p765h4;f_yk2rshdlfoahe	f_i3kvzhz2zm5na
primary	short-vowel-initial-singleton-apical	Kota	Naikri	d442	d442	R	R	f_hvprf6og5lzdk;f_kxzj7v5rn7rae	f_rrrfe525dt5aq
primary	short-vowel-initial-singleton-apical	Kota	Naikri	d811	d811	R	R	f_3hg2veu52hyag;f_arxorstoyhbyu;f_riz3oo6olyvls	f_3pnozjtx6deak
primary	short-vowel-initial-singleton-apical	Kota	Naikri	d833	d833	R	R	f_xviwmd55onnx4	f_ylcqcbgvjg7rw
