mode,concept,score,band,dardic_family_id,plains_family_id,dardic_age,plains_age,age_order
head,FIREPLACE,0.295139,Middle: 0.2–<0.4,6888,4879,Reconstructed only,Epic,At least one undated
head,GOAT,0.295139,Middle: 0.2–<0.4,4963,9153,Early-Vedic,Early-Vedic,Same tagged era
head,NO,0.29375,Middle: 0.2–<0.4,6906,1031,Early-Vedic,Early-Vedic,Same tagged era
head,HILL,0.293308,Middle: 0.2–<0.4,6793,8141,Early-Vedic,Reconstructed only,At least one undated
head,MALE,0.292411,Middle: 0.2–<0.4,12056,6970,Early-Vedic,Early-Vedic,Same tagged era
head,GO OUT,0.292393,Middle: 0.2–<0.4,7479,7478,Reconstructed only,Reconstructed only,At least one undated
head,DEW,0.286633,Middle: 0.2–<0.4,8989,855,Undated OIA,Undated OIA,At least one undated
head,WOMAN,0.286618,Middle: 0.2–<0.4,13734,f_k66mptwk5okq6,Early-Vedic,Reconstructed only,At least one undated
head,WIDOW,0.285833,Middle: 0.2–<0.4,3001,10593-5,Reconstructed only,Medieval,At least one undated
head,FINGER,0.283333,Middle: 0.2–<0.4,135-2x,135,Reconstructed only,Early-Vedic,At least one undated
head,SUN,0.283333,Middle: 0.2–<0.4,13574-3,13574,Undated OIA,Early-Vedic,At least one undated
head,TESTICLES,0.283333,Middle: 0.2–<0.4,3331,1111,Epic,Early-Vedic,Plains earlier
head,ENTER,0.283069,Middle: 0.2–<0.4,227,5592,Early-Vedic,Reconstructed only,At least one undated
head,FOUR,0.28,Middle: 0.2–<0.4,4655-3,4655,Undated OIA,Early-Vedic,At least one undated
head,UDDER,0.28,Middle: 0.2–<0.4,2403,13666,Undated OIA,Early-Vedic,At least one undated
head,SKULL,0.278333,Middle: 0.2–<0.4,2744-4,3936,Reconstructed only,Reconstructed only,At least one undated
head,HEART,0.278245,Middle: 0.2–<0.4,14152,f_jl7b6dgwhptmm,Early-Vedic,Other origin,At least one undated
head,BLOOD,0.272844,Middle: 0.2–<0.4,10539,11165,Early-Vedic,Early-Vedic,Same tagged era
head,WE,0.265625,Middle: 0.2–<0.4,11302,986,Early-Vedic,Undated OIA,At least one undated
head,FACE,0.265476,Middle: 0.2–<0.4,10174,10247,Early-Vedic,Early-Vedic,Same tagged era
head,LIGHT (RADIATION),0.265077,Middle: 0.2–<0.4,8711,10896,Reconstructed only,Early-Vedic,At least one undated
head,NEAR,0.26341,Middle: 0.2–<0.4,7136,8118-2,Undated OIA,Early-Vedic,At least one undated
head,LOW,0.262308,Middle: 0.2–<0.4,10995,7540,Reconstructed only,Epic,At least one undated
head,STRAIGHT,0.261212,Middle: 0.2–<0.4,13548,12632,Reconstructed only,Epic,At least one undated
head,CHEEK,0.261111,Middle: 0.2–<0.4,2755,4089,Classical,Medieval,Dardic earlier
head,RESIN,0.259821,Middle: 0.2–<0.4,3187,10715,Epic,Undated OIA,At least one undated
head,THREAD,0.258102,Middle: 0.2–<0.4,6236,6225,Early-Vedic,Undated OIA,At least one undated
head,RAT,0.256667,Middle: 0.2–<0.4,10258,2095,Undated OIA,Classical,At least one undated
head,I,0.255556,Middle: 0.2–<0.4,992,9691,Early-Vedic,Undated OIA,At least one undated
head,LEOPARD,0.253472,Middle: 0.2–<0.4,9341,4804,Undated OIA,Epic,At least one undated
head,GRANDDAUGHTER,0.25,Middle: 0.2–<0.4,8417,6955b,Epic,Early-Vedic,Plains earlier
head,TEAR (OF EYE),0.25,Middle: 0.2–<0.4,919,10839,Early-Vedic,Early-Vedic,Same tagged era
head,SCORPION,0.249603,Middle: 0.2–<0.4,5478,12081,Reconstructed only,Early-Vedic,At least one undated
head,POST,0.247917,Middle: 0.2–<0.4,13774,3893,Early-Vedic,Reconstructed only,At least one undated
head,PATERNAL AUNT (FATHER'S SISTER),0.247308,Middle: 0.2–<0.4,9089,6890,Reconstructed only,Epic,At least one undated
head,RAINBOW,0.246795,Middle: 0.2–<0.4,1577,6726,Early-Vedic,Early-Vedic,Same tagged era
head,BODY,0.244097,Middle: 0.2–<0.4,5244,6557,Undated OIA,Early-Vedic,At least one undated
head,SHARP,0.243671,Middle: 0.2–<0.4,5839,4918,Early-Vedic,Epic,Dardic earlier
head,BURN,0.243586,Middle: 0.2–<0.4,6248,5306,Early-Vedic,Early-Vedic,Same tagged era
head,CRY,0.242857,Middle: 0.2–<0.4,10734,10840,Reconstructed only,Undated OIA,At least one undated
head,OTHER,0.240064,Middle: 0.2–<0.4,6402,399,Reconstructed only,Undated OIA,At least one undated
head,BATHE,0.24,Middle: 0.2–<0.4,13789,13786,Early-Vedic,Early-Vedic,Same tagged era
head,BURY,0.238636,Middle: 0.2–<0.4,6173,3979,Reconstructed only,Reconstructed only,At least one undated
head,GRIND,0.237847,Middle: 0.2–<0.4,8386,8142,Early-Vedic,Early-Vedic,Same tagged era
head,GRINDSTONE,0.2375,Middle: 0.2–<0.4,11348,8253,Reconstructed only,Epic,At least one undated
head,MATERNAL GRANDFATHER,0.237143,Middle: 0.2–<0.4,10055,7059,Classical,Reconstructed only,At least one undated
head,LEAD (GUIDE),0.236458,Middle: 0.2–<0.4,6966,13445,Early-Vedic,Early-Vedic,Same tagged era
head,GO,0.236023,Middle: 0.2–<0.4,4939,10452,Early-Vedic,Early-Vedic,Same tagged era
head,BAD,0.235742,Middle: 0.2–<0.4,10930,f_4txbqir4uazlw,Reconstructed only,Other origin,At least one undated
head,FIELD,0.235407,Middle: 0.2–<0.4,9557,3735,Early-Vedic,Early-Vedic,Same tagged era
head,COPPER,0.234286,Middle: 0.2–<0.4,10752,5779,Medieval,Early-Vedic,Plains earlier
head,ADZE,0.233333,Middle: 0.2–<0.4,5618,11588,Classical,Early-Vedic,Plains earlier
head,MEASURE,0.230889,Middle: 0.2–<0.4,5979,10054,Epic,Reconstructed only,At least one undated
head,SMOOTH,0.229167,Middle: 0.2–<0.4,8152,4782,Epic,Epic,Same tagged era
head,CHEST,0.226377,Middle: 0.2–<0.4,3607,5014,Early-Vedic,Reconstructed only,At least one undated
head,INSIDE,0.222222,Middle: 0.2–<0.4,357,9504,Early-Vedic,Reconstructed only,At least one undated
head,FEVER,0.222115,Middle: 0.2–<0.4,8519,5303,Medieval,Epic,Plains earlier
head,PATH OR ROAD,0.221429,Middle: 0.2–<0.4,7785,10071,Early-Vedic,Epic,Dardic earlier
head,RIPE,0.221429,Middle: 0.2–<0.4,7654,7621,Early-Vedic,Early-Vedic,Same tagged era
head,SPRINGTIME,0.219318,Middle: 0.2–<0.4,11439,4915,Early-Vedic,Early-Vedic,Same tagged era
head,GARLIC,0.219048,Middle: 0.2–<0.4,2390,10990,Undated OIA,Early-Vedic,At least one undated
head,FEW,0.218915,Middle: 0.2–<0.4,722,13720,Early-Vedic,Early-Vedic,Same tagged era
head,HURT (SOMEBODY),0.217593,Middle: 0.2–<0.4,12576-2,6376,Undated OIA,Undated OIA,At least one undated
head,ALL,0.217277,Middle: 0.2–<0.4,9568,13276,Early-Vedic,Early-Vedic,Same tagged era
head,PATERNAL UNCLE (FATHER'S BROTHER),0.217045,Middle: 0.2–<0.4,8188,2998,Undated OIA,Reconstructed only,At least one undated
head,LIE DOWN,0.214643,Middle: 0.2–<0.4,7722,11109,Early-Vedic,Epic,Dardic earlier
head,HEEL,0.212374,Middle: 0.2–<0.4,3911,191,Undated OIA,Reconstructed only,At least one undated
head,REED,0.212009,Middle: 0.2–<0.4,6936,12101,Undated OIA,Early-Vedic,At least one undated
head,LIGHTNING,0.210349,Middle: 0.2–<0.4,9650,11745,Undated OIA,Medieval,At least one undated
head,NAKED,0.210133,Middle: 0.2–<0.4,7502,6926,Reconstructed only,Early-Vedic,At least one undated
head,HUSBAND,0.209647,Middle: 0.2–<0.4,9467,4435,Reconstructed only,Reconstructed only,At least one undated
head,PULL,0.209461,Middle: 0.2–<0.4,6613,5762,Reconstructed only,Epic,At least one undated
head,WORD,0.209407,Middle: 0.2–<0.4,11564,11199,Classical,Early-Vedic,Plains earlier
head,WATERFALL,0.208333,Middle: 0.2–<0.4,3662,5343,Epic,Undated OIA,At least one undated
head,PUPPY,0.208056,Middle: 0.2–<0.4,3329,8214,Early-Vedic,Reconstructed only,At least one undated
head,SEND,0.207354,Middle: 0.2–<0.4,8908,9603,Early-Vedic,Reconstructed only,At least one undated
head,BE,0.207075,Middle: 0.2–<0.4,13768,1031,Early-Vedic,Early-Vedic,Same tagged era
head,DIE,0.206144,Middle: 0.2–<0.4,10278,9871,Early-Vedic,Early-Vedic,Same tagged era
head,SPIDER,0.204103,Middle: 0.2–<0.4,5214,9883,Undated OIA,Undated OIA,At least one undated
head,GO DOWN (DESCEND),0.201885,Middle: 0.2–<0.4,10905,1770,Epic,Early-Vedic,Plains earlier
head,COOK (SOMETHING),0.200651,Middle: 0.2–<0.4,7654,10616,Early-Vedic,Early-Vedic,Same tagged era
head,TODAY,0.2,Middle: 0.2–<0.4,7576,242,Early-Vedic,Undated OIA,At least one undated
head,FOX,0.199306,Low: <0.2,11142,3878,Reconstructed only,Undated OIA,At least one undated
head,RAIN (PRECIPITATION),0.198947,Low: <0.2,549,10302,Early-Vedic,Early-Vedic,Same tagged era
head,ROPE,0.19879,Low: <0.2,6283,10648,Early-Vedic,Early-Vedic,Same tagged era
head,SPLEEN,0.196023,Low: <0.2,12664-3,9028,Reconstructed only,Early-Vedic,At least one undated
head,TREE,0.195734,Low: <0.2,13682,10757,Early-Vedic,Reconstructed only,At least one undated
head,FOOT,0.19447,Low: <0.2,3906,7756,Undated OIA,Reconstructed only,At least one undated
head,HAIL,0.194318,Low: <0.2,910,2782,Early-Vedic,Undated OIA,At least one undated
head,THEY,0.193519,Low: <0.2,5612,972,Undated OIA,Early-Vedic,At least one undated
head,MELT,0.192981,Low: <0.2,11906,4074,Early-Vedic,Classical,Dardic earlier
head,BREAK (DESTROY OR GET DESTROYED),0.192121,Low: <0.2,13858,6079,Reconstructed only,Classical,At least one undated
head,MIDDAY,0.192,Low: <0.2,4530,f_jg7fkl55nyhjm,Reconstructed only,Reconstructed only,At least one undated
head,NECK,0.190909,Low: <0.2,9732,4472,Epic,Reconstructed only,At least one undated
head,DIFFERENT,0.190833,Low: <0.2,434,404,Early-Vedic,Reconstructed only,At least one undated
head,VOMIT,0.190813,Low: <0.2,4998,4998-2,Epic,Reconstructed only,At least one undated
head,FLOCK (OF ANIMALS),0.189495,Low: <0.2,10632,f_dcjngpsq6a35w,Undated OIA,Reconstructed only,At least one undated
head,STOMACH,0.189236,Low: <0.2,5589,8376,Reconstructed only,Reconstructed only,At least one undated
head,STEAL,0.189091,Low: <0.2,447,4933,Reconstructed only,Undated OIA,At least one undated
head,BELOW OR UNDER,0.188761,Low: <0.2,9280,7540,Undated OIA,Epic,At least one undated
head,SPIT,0.188571,Low: <0.2,6097,12575,Reconstructed only,Early-Vedic,At least one undated
head,LIP,0.187564,Low: <0.2,12516,245a,Epic,Reconstructed only,At least one undated
head,GO UP (ASCEND),0.186667,Low: <0.2,3857,4578,Reconstructed only,Reconstructed only,At least one undated
head,SWEAT (SUBSTANCE),0.186466,Low: <0.2,5685,8897,Early-Vedic,Epic,Dardic earlier
head,BROKEN,0.185985,Low: <0.2,13858,6065,Reconstructed only,Epic,At least one undated
head,JOINT,0.184936,Low: <0.2,9136,4354,Early-Vedic,Early-Vedic,Same tagged era
head,LANGUAGE,0.183333,Low: <0.2,5228,9479,Early-Vedic,Epic,Dardic earlier
head,VEGETABLES,0.182143,Low: <0.2,12370,9401,Early-Vedic,Classical,Dardic earlier
head,FOAM,0.180556,Low: <0.2,9108,3959,Early-Vedic,Reconstructed only,At least one undated
head,SAP,0.18,Low: <0.2,3696,10650,Early-Vedic,Early-Vedic,Same tagged era
head,TRUE,0.179812,Low: <0.2,13334,13112,Early-Vedic,Early-Vedic,Same tagged era
head,BROWN,0.179253,Low: <0.2,4345,9690,Early-Vedic,Reconstructed only,At least one undated
head,WALK,0.179012,Low: <0.2,5836,4721,Epic,Reconstructed only,At least one undated
head,SMELL,0.177778,Low: <0.2,4014,4131,Early-Vedic,Reconstructed only,At least one undated
head,POUR,0.1775,Low: <0.2,5735,5581-2,Undated OIA,Reconstructed only,At least one undated
head,HANDLE,0.175714,Low: <0.2,6128,12045,Early-Vedic,Epic,Dardic earlier
head,EVENING,0.172703,Low: <0.2,5692,12918,Early-Vedic,Early-Vedic,Same tagged era
head,BOIL,0.172449,Low: <0.2,7654-2,3760,Reconstructed only,Reconstructed only,At least one undated
head,PICK,0.171667,Low: <0.2,1809,6079,Reconstructed only,Classical,At least one undated
head,THREE,0.171528,Low: <0.2,5994-2,5994,Reconstructed only,Early-Vedic,At least one undated
head,BRASS,0.171429,Low: <0.2,10752,8184,Medieval,Undated OIA,At least one undated
head,GIRL,0.170995,Low: <0.2,8399-9,5070,Reconstructed only,Reconstructed only,At least one undated
head,DO,0.170278,Low: <0.2,13756,2814,Early-Vedic,Early-Vedic,Same tagged era
head,THIRSTY,0.168056,Low: <0.2,5944,8200,Early-Vedic,Epic,Dardic earlier
head,BECOME,0.167951,Low: <0.2,9416,13773,Early-Vedic,Epic,Dardic earlier
head,DRY UP,0.1675,Low: <0.2,12559,12552,Early-Vedic,Reconstructed only,At least one undated
head,DARKNESS,0.166111,Low: <0.2,1187,386,Classical,Epic,Plains earlier
head,ANGER,0.165833,Low: <0.2,10856,10674,Undated OIA,Undated OIA,At least one undated
head,SPINDLE,0.165714,Low: <0.2,5717,5717-5,Early-Vedic,Reconstructed only,At least one undated
head,BOARD,0.165,Low: <0.2,9493,7699,Early-Vedic,Epic,Dardic earlier
head,CHICKEN,0.163889,Low: <0.2,4571,f_3smlfjflb2ukg,Epic,Other origin,At least one undated
head,HOT,0.16366,Low: <0.2,5679,2389,Early-Vedic,Early-Vedic,Same tagged era
head,SCARF OR TURBAN,0.163519,Low: <0.2,10918,7644,Reconstructed only,Reconstructed only,At least one undated
head,BRIGHT,0.163167,Low: <0.2,8711,1670,Reconstructed only,Epic,At least one undated
head,TWIST,0.161717,Low: <0.2,12132,11356,Early-Vedic,Early-Vedic,Same tagged era
head,SHEPHERD,0.161458,Low: <0.2,7987,10548,Epic,Classical,Dardic earlier
head,BROOM,0.161373,Low: <0.2,10081,9188,Early-Vedic,Early-Vedic,Same tagged era
head,SKIN,0.160731,Low: <0.2,4124,3848,Early-Vedic,Classical,Dardic earlier
head,WIND,0.160469,Low: <0.2,11497-2,11497,Undated OIA,Undated OIA,At least one undated
head,AGAIN,0.160023,Low: <0.2,4474,9078-2,Reconstructed only,Reconstructed only,At least one undated
head,SHOW,0.16,Low: <0.2,8134,6507,Reconstructed only,Reconstructed only,At least one undated
head,THEN,0.157619,Low: <0.2,5639,5753,Early-Vedic,Early-Vedic,Same tagged era
head,MARROW,0.157197,Low: <0.2,10323,9712,Early-Vedic,Undated OIA,At least one undated
head,SLAVE,0.157153,Low: <0.2,10984,9135,Reconstructed only,Classical,At least one undated
head,ABOVE,0.156692,Low: <0.2,2426,2333,Early-Vedic,Reconstructed only,At least one undated
head,HERD (SOMETHING),0.156667,Low: <0.2,10632,11331,Undated OIA,Early-Vedic,At least one undated
head,PUT ON,0.15625,Low: <0.2,9139,7835,Epic,Early-Vedic,Plains earlier
head,JAW,0.155556,Low: <0.2,5137,13966,Early-Vedic,Early-Vedic,Same tagged era
head,LOAD,0.155425,Low: <0.2,9459,9393,Early-Vedic,Early-Vedic,Same tagged era
head,BEAT,0.155093,Low: <0.2,6145,8165,Early-Vedic,Early-Vedic,Same tagged era
head,WRIST,0.155048,Low: <0.2,4214,7047,Reconstructed only,Early-Vedic,At least one undated
head,CLIMB,0.154375,Low: <0.2,1892,4578,Reconstructed only,Reconstructed only,At least one undated
head,FLY (MOVE THROUGH AIR),0.153213,Low: <0.2,9085,9696,Reconstructed only,Undated OIA,At least one undated
head,NAIL (TOOL),0.152564,Low: <0.2,6920,6914,Early-Vedic,Early-Vedic,Same tagged era
head,SHAVE,0.152381,Low: <0.2,7138,10194,Reconstructed only,Classical,At least one undated
head,TORCH,0.152381,Low: <0.2,12622,2362,Reconstructed only,Early-Vedic,At least one undated
head,STAND,0.150897,Low: <0.2,1907-2,2426,Early-Vedic,Early-Vedic,Same tagged era
head,UPPER LEG (THIGH),0.150893,Low: <0.2,9742-2,5082,Reconstructed only,Early-Vedic,At least one undated
head,LAME,0.150231,Low: <0.2,3941-4,11044,Reconstructed only,Reconstructed only,At least one undated
head,ROCK,0.15,Low: <0.2,11348,11080-5,Reconstructed only,Epic,At least one undated
head,LIFE,0.14933,Low: <0.2,5247,5239,Early-Vedic,Early-Vedic,Same tagged era
head,POISON,0.148148,Low: <0.2,11968,4038,Early-Vedic,Epic,Dardic earlier
head,DIG,0.147805,Low: <0.2,3489,3934,Reconstructed only,Reconstructed only,At least one undated
head,LIZARD,0.146667,Low: <0.2,3418-2,4431,Reconstructed only,Reconstructed only,At least one undated
head,SMILE,0.146667,Low: <0.2,3725,12030,Reconstructed only,Epic,At least one undated
head,THRESH,0.145833,Low: <0.2,3708,5328-2,Epic,Reconstructed only,At least one undated
head,OX,0.145556,Low: <0.2,4147,9176,Reconstructed only,Early-Vedic,At least one undated
head,ITCH,0.145455,Low: <0.2,738,3854,Reconstructed only,Undated OIA,At least one undated
head,JOIN,0.144444,Low: <0.2,3980,10496-4,Reconstructed only,Reconstructed only,At least one undated
head,SPEAK,0.14375,Low: <0.2,9837,9321,Early-Vedic,Reconstructed only,At least one undated
head,MAN,0.14308,Low: <0.2,9888,9828,Early-Vedic,Early-Vedic,Same tagged era
head,WASP,0.142593,Low: <0.2,9651,5065,Epic,Reconstructed only,At least one undated
head,BUTTER,0.142029,Low: <0.2,13674,10378,Reconstructed only,Epic,At least one undated
head,BULL,0.140756,Low: <0.2,4255,9176,Early-Vedic,Early-Vedic,Same tagged era
head,THICK,0.140642,Low: <0.2,9330,4118,Reconstructed only,Epic,At least one undated
head,LOOK,0.140625,Low: <0.2,13743,6507-2,Reconstructed only,Reconstructed only,At least one undated
head,ARRIVE,0.140476,Low: <0.2,9001,8716,Reconstructed only,Early-Vedic,At least one undated
head,FRIEND,0.139722,Low: <0.2,6294,10124,Epic,Early-Vedic,Plains earlier
head,YELLOW,0.139545,Low: <0.2,13990,13992,Classical,Early-Vedic,Plains earlier
head,YOKE,0.13927,Low: <0.2,10482,10524,Early-Vedic,Epic,Dardic earlier
head,WANDER,0.138974,Low: <0.2,5836,4485,Epic,Reconstructed only,At least one undated
head,FOREHEAD,0.138924,Low: <0.2,5803,9926,Early-Vedic,Undated OIA,At least one undated
head,PLACE (POSITION),0.138882,Low: <0.2,13753,13760,Early-Vedic,Early-Vedic,Same tagged era
head,LOUSE,0.1375,Low: <0.2,10512,1728,Undated OIA,Undated OIA,At least one undated
head,CAMEL,0.137407,Low: <0.2,2387,2797,Early-Vedic,Epic,Dardic earlier
head,SUNSHINE,0.137143,Low: <0.2,13574,4445,Early-Vedic,Early-Vedic,Same tagged era
head,THROAT,0.13588,Low: <0.2,12675,4070,Reconstructed only,Epic,At least one undated
head,PREGNANT,0.135625,Low: <0.2,1962,4062,Reconstructed only,Early-Vedic,At least one undated
head,FLAME,0.135556,Low: <0.2,9480,635,Epic,Undated OIA,At least one undated
head,CHIN,0.135268,Low: <0.2,5137,5853,Early-Vedic,Early-Vedic,Same tagged era
head,BURNING,0.134856,Low: <0.2,5679,6321,Early-Vedic,Early-Vedic,Same tagged era
head,GROUND,0.134343,Low: <0.2,6744,8221,Epic,Reconstructed only,At least one undated
head,BONE,0.133878,Low: <0.2,958,13952,Undated OIA,Undated OIA,At least one undated
head,BEAUTIFUL,0.133681,Low: <0.2,12540,12637,Early-Vedic,Early-Vedic,Same tagged era
head,STOOL,0.132727,Low: <0.2,1484,8222,Early-Vedic,Early-Vedic,Same tagged era
head,TIME,0.131718,Low: <0.2,11547,12115,Epic,Early-Vedic,Plains earlier
head,COUGH,0.131111,Low: <0.2,3135,3926,Classical,Reconstructed only,At least one undated
head,NECKLACE,0.130556,Low: <0.2,4396,14059,Reconstructed only,Epic,At least one undated
head,WAIST,0.130179,Low: <0.2,5582,10879,Reconstructed only,Reconstructed only,At least one undated
head,TOWARDS,0.13,Low: <0.2,2830,9493,Early-Vedic,Early-Vedic,Same tagged era
head,NOT,0.129928,Low: <0.2,7603,6906,Undated OIA,Early-Vedic,At least one undated
head,SHADE,0.129545,Low: <0.2,422,5020,Undated OIA,Undated OIA,At least one undated
head,BOW,0.129514,Low: <0.2,6636-2,6956,Reconstructed only,Undated OIA,At least one undated
head,PULSE,0.129365,Low: <0.2,10198,7047,Early-Vedic,Early-Vedic,Same tagged era
head,TOMORROW,0.128795,Low: <0.2,10763,3104,Early-Vedic,Undated OIA,At least one undated
head,WOLF,0.128571,Low: <0.2,4362,f_eus77jo5mdyak,Classical,Reconstructed only,At least one undated
head,SMALL,0.128076,Low: <0.2,11072,5071,Reconstructed only,Reconstructed only,At least one undated
head,BE BORN,0.127778,Low: <0.2,5204,6555,Early-Vedic,Early-Vedic,Same tagged era
head,SEIZE,0.127388,Low: <0.2,4236,7619,Early-Vedic,Reconstructed only,At least one undated
head,EAT,0.127079,Low: <0.2,10507,3865,Early-Vedic,Early-Vedic,Same tagged era
head,FLEE,0.12684,Low: <0.2,5534,9361-2,Epic,Epic,Same tagged era
head,LOSE,0.126731,Low: <0.2,8310,14061,Reconstructed only,Epic,At least one undated
head,BARK,0.126667,Low: <0.2,8253,5005,Epic,Undated OIA,At least one undated
head,STRING,0.125116,Low: <0.2,13561,6225,Early-Vedic,Undated OIA,At least one undated
head,BUILD,0.12381,Low: <0.2,6145,4814,Early-Vedic,Early-Vedic,Same tagged era
head,HIGH TIDE,0.12381,Low: <0.2,773,12076,Reconstructed only,Early-Vedic,At least one undated
head,HOLD,0.123512,Low: <0.2,6791,6747,Early-Vedic,Epic,Dardic earlier
head,RECOGNIZE (SOMEBODY),0.123333,Low: <0.2,5193,8637,Early-Vedic,Epic,Dardic earlier
head,KNOW,0.122751,Low: <0.2,5193,4836,Early-Vedic,Epic,Dardic earlier
head,PORCH,0.122667,Low: <0.2,9740,848,Classical,Reconstructed only,At least one undated
head,ELBOW,0.122294,Low: <0.2,5605,603,Reconstructed only,Early-Vedic,At least one undated
head,WANT,0.122222,Low: <0.2,4415,12678,Reconstructed only,Early-Vedic,At least one undated
head,EMERGE (APPEAR),0.121875,Low: <0.2,7479,6516,Reconstructed only,Early-Vedic,At least one undated
head,DEER,0.121711,Low: <0.2,9885,13982,Reconstructed only,Early-Vedic,At least one undated
head,SPEAR,0.12,Low: <0.2,12352,9409,Early-Vedic,Epic,Dardic earlier
head,PALM OF HAND,0.119444,Low: <0.2,8358,7075,Undated OIA,Epic,At least one undated
head,BE HUNGRY,0.119391,Low: <0.2,540,9285,Epic,Epic,Same tagged era
head,GOOD,0.118562,Low: <0.2,9348,11384,Early-Vedic,Epic,Dardic earlier
head,REMAIN,0.118333,Low: <0.2,6747,10666,Epic,Reconstructed only,At least one undated
head,HARD,0.115909,Low: <0.2,2587,7360,Undated OIA,Medieval,At least one undated
head,GRANDMOTHER,0.114286,Low: <0.2,6261,7059,Reconstructed only,Reconstructed only,At least one undated
head,REST,0.114286,Low: <0.2,11949,13479,Epic,Early-Vedic,Plains earlier
head,ROTTEN,0.113636,Low: <0.2,5617,12268,Epic,Epic,Same tagged era
head,SHIELD,0.112963,Low: <0.2,3915,2547,Undated OIA,Reconstructed only,At least one undated
head,DEEP,0.111979,Low: <0.2,4201,4024,Early-Vedic,Early-Vedic,Same tagged era
head,DUNG (ANIMAL FAECES),0.111732,Low: <0.2,8139,3863,Undated OIA,Undated OIA,At least one undated
head,SEED,0.111623,Low: <0.2,9250,5827,Early-Vedic,Early-Vedic,Same tagged era
head,BOW STRING,0.111538,Low: <0.2,5227,5660,Undated OIA,Early-Vedic,At least one undated
head,SWEET,0.111146,Low: <0.2,9793,10299,Early-Vedic,Early-Vedic,Same tagged era
head,DARK,0.110079,Low: <0.2,3690,386,Early-Vedic,Epic,Dardic earlier
head,AND,0.109127,Low: <0.2,5649,434,Early-Vedic,Early-Vedic,Same tagged era
head,NOW,0.108571,Low: <0.2,f_2ig5mcwn2zgm2,268,Reconstructed only,Early-Vedic,At least one undated
head,DIRTY,0.107389,Low: <0.2,3153-3,9904,Reconstructed only,Reconstructed only,At least one undated
head,PENIS,0.106777,Low: <0.2,10917,10875,Undated OIA,Epic,At least one undated
head,FIREWOOD,0.106325,Low: <0.2,12379,10875,Epic,Epic,Same tagged era
head,FINGERNAIL,0.105769,Low: <0.2,6914-2,6914,Reconstructed only,Early-Vedic,At least one undated
head,FLOUR,0.103877,Low: <0.2,492,1338,Undated OIA,Reconstructed only,At least one undated
head,SLEEP,0.103495,Low: <0.2,13929,13479,Reconstructed only,Early-Vedic,At least one undated
head,CORNER,0.103472,Low: <0.2,3898,3504,Reconstructed only,Epic,At least one undated
head,OUTSIDE,0.103125,Low: <0.2,9228,9226,Reconstructed only,Reconstructed only,At least one undated
head,CUT,0.10286,Low: <0.2,5046,2854,Reconstructed only,Epic,At least one undated
head,RAVINE,0.102778,Low: <0.2,4453,3790,Reconstructed only,Reconstructed only,At least one undated
head,GET,0.101136,Low: <0.2,10948,8943,Early-Vedic,Early-Vedic,Same tagged era
head,HOE,0.100769,Low: <0.2,2909,3286-2,Undated OIA,Reconstructed only,At least one undated
head,WITH,0.098985,Low: <0.2,13173,13364-3,Undated OIA,Undated OIA,At least one undated
head,OPEN,0.098841,Low: <0.2,10181,3945,Early-Vedic,Reconstructed only,At least one undated
head,FEAR (BE AFRAID),0.098152,Low: <0.2,9241,6186,Early-Vedic,Epic,Dardic earlier
head,SIX,0.097681,Low: <0.2,12803-2,12803,Reconstructed only,Undated OIA,At least one undated
head,GUARD,0.0975,Low: <0.2,10547,8900,Early-Vedic,Medieval,Dardic earlier
head,RUB,0.097161,Low: <0.2,9890,9870-2,Epic,Reconstructed only,At least one undated
head,HIP,0.097143,Low: <0.2,12729,3353,Early-Vedic,Reconstructed only,At least one undated
head,EGG,0.096955,Low: <0.2,13776,5550,Early-Vedic,Classical,Dardic earlier
head,GRAIN,0.096111,Low: <0.2,9250,398,Early-Vedic,Early-Vedic,Same tagged era
head,GROOM,0.095893,Low: <0.2,5198,11309,Early-Vedic,Early-Vedic,Same tagged era
head,PORCUPINE,0.095455,Low: <0.2,12353,12766-3,Early-Vedic,Undated OIA,At least one undated
head,CO-WIFE,0.094737,Low: <0.2,f_shlotnnlf4ies,13130,Reconstructed only,Early-Vedic,At least one undated
head,WEAVE,0.094444,Low: <0.2,5663,11773-2,Early-Vedic,Reconstructed only,At least one undated
head,YAWN,0.093333,Low: <0.2,5265,14058,Early-Vedic,Epic,Dardic earlier
head,WING,0.092826,Low: <0.2,8025,5535,Undated OIA,Undated OIA,At least one undated
head,FALL,0.092583,Low: <0.2,4074,7722,Classical,Early-Vedic,Plains earlier
head,FIRST,0.09256,Low: <0.2,12982,8652-2,Early-Vedic,Reconstructed only,At least one undated
head,POND,0.092308,Low: <0.2,5578,8425,Reconstructed only,Epic,At least one undated
head,HEAT,0.091136,Low: <0.2,5684,635,Early-Vedic,Undated OIA,At least one undated
head,LAMB,0.091071,Low: <0.2,9263,11116,Reconstructed only,Reconstructed only,At least one undated
head,PUT,0.090455,Low: <0.2,6145,10547,Early-Vedic,Early-Vedic,Same tagged era
head,JACKAL,0.089818,Low: <0.2,12578,4158-2,Undated OIA,Reconstructed only,At least one undated
head,SLOPE,0.088889,Low: <0.2,6644,1769-2,Classical,Reconstructed only,At least one undated
head,DRY,0.088836,Low: <0.2,12559,12548,Early-Vedic,Early-Vedic,Same tagged era
head,WHEAT,0.088803,Low: <0.2,4287,2665,Early-Vedic,Medieval,Dardic earlier
