mode,cohort,held_out,concept,target,dardic_family_id,plains_family_id,category,families
head,All eligible,False,WANDER,Either language,5836,4485,"Plains family, not Dardic family",11352;4485;5484;5878;9365-3;9648
head,All eligible,False,FOREHEAD,Sindhi,5803,9926,No attestation,
head,All eligible,False,FOREHEAD,Lahnda,5803,9926,"Plains family, not Dardic family",9926
head,All eligible,False,FOREHEAD,Either language,5803,9926,"Plains family, not Dardic family",9926
head,All eligible,False,PLACE (POSITION),Sindhi,13753,13760,Both focal families,10071;10515;13738;13753;13760;13970;6747
head,All eligible,False,PLACE (POSITION),Lahnda,13753,13760,"Plains family, not Dardic family",13760;6747;6896-6
head,All eligible,False,PLACE (POSITION),Either language,13753,13760,Both focal families,10071;10515;13738;13753;13760;13970;6747;6896-6
head,All eligible,False,LOUSE,Sindhi,10512,1728,"Dardic family, not Plains family",10512
head,All eligible,False,LOUSE,Lahnda,10512,1728,"Dardic family, not Plains family",10512
head,All eligible,False,LOUSE,Either language,10512,1728,"Dardic family, not Plains family",10512
head,All eligible,False,CAMEL,Sindhi,2387,2797,"Plains family, not Dardic family",2797;7031-5
head,All eligible,False,CAMEL,Lahnda,2387,2797,No included etymology,
head,All eligible,False,CAMEL,Either language,2387,2797,"Plains family, not Dardic family",2797;7031-5
head,All eligible,False,SUNSHINE,Sindhi,13574,4445,Other resolved families only,2441
head,All eligible,False,SUNSHINE,Lahnda,13574,4445,No attestation,
head,All eligible,False,SUNSHINE,Either language,13574,4445,Other resolved families only,2441
head,All eligible,False,THROAT,Sindhi,12675,4070,Other resolved families only,4111;4124
head,All eligible,False,THROAT,Lahnda,12675,4070,Other resolved families only,12264;4111
head,All eligible,False,THROAT,Either language,12675,4070,Other resolved families only,12264;4111;4124
head,All eligible,False,PREGNANT,Sindhi,1962,4062,"Plains family, not Dardic family",4062
head,All eligible,False,PREGNANT,Lahnda,1962,4062,"Plains family, not Dardic family",4062
head,All eligible,False,PREGNANT,Either language,1962,4062,"Plains family, not Dardic family",4062
head,All eligible,False,FLAME,Sindhi,9480,635,Other resolved families only,5231
head,All eligible,False,FLAME,Lahnda,9480,635,"Dardic family, not Plains family",9480
head,All eligible,False,FLAME,Either language,9480,635,"Dardic family, not Plains family",5231;9480
head,All eligible,False,CHIN,Sindhi,5137,5853,"Plains family, not Dardic family",5853
head,All eligible,False,CHIN,Lahnda,5137,5853,No attestation,
head,All eligible,False,CHIN,Either language,5137,5853,"Plains family, not Dardic family",5853
head,All eligible,False,BURNING,Sindhi,5679,6321,"Dardic family, not Plains family",5679
head,All eligible,False,BURNING,Lahnda,5679,6321,"Dardic family, not Plains family",12382;5679
head,All eligible,False,BURNING,Either language,5679,6321,"Dardic family, not Plains family",12382;5679
head,All eligible,False,GROUND,Sindhi,6744,8221,No attestation,
head,All eligible,False,GROUND,Lahnda,6744,8221,"Plains family, not Dardic family",8221
head,All eligible,False,GROUND,Either language,6744,8221,"Plains family, not Dardic family",8221
head,All eligible,False,BONE,Sindhi,958,13952,"Plains family, not Dardic family",13952
head,All eligible,False,BONE,Lahnda,958,13952,"Plains family, not Dardic family",13952
head,All eligible,False,BONE,Either language,958,13952,"Plains family, not Dardic family",13952
head,All eligible,False,BEAUTIFUL,Sindhi,12540,12637,No attestation,
head,All eligible,False,BEAUTIFUL,Lahnda,12540,12637,"Plains family, not Dardic family",12637
head,All eligible,False,BEAUTIFUL,Either language,12540,12637,"Plains family, not Dardic family",12637
head,All eligible,False,STOOL,Sindhi,1484,8222,Other resolved families only,13960-3;4629
head,All eligible,False,STOOL,Lahnda,1484,8222,"Plains family, not Dardic family",13960-3;8222
head,All eligible,False,STOOL,Either language,1484,8222,"Plains family, not Dardic family",13960-3;4629;8222
head,All eligible,False,TIME,Sindhi,11547,12115,Both focal families,11547;12115
head,All eligible,False,TIME,Lahnda,11547,12115,Both focal families,11547;12115;12118;9078-3
head,All eligible,False,TIME,Either language,11547,12115,Both focal families,11547;12115;12118;9078-3
head,All eligible,False,COUGH,Sindhi,3135,3926,Other resolved families only,3763
head,All eligible,False,COUGH,Lahnda,3135,3926,No attestation,
head,All eligible,False,COUGH,Either language,3135,3926,Other resolved families only,3763
head,All eligible,False,NECKLACE,Sindhi,4396,14059,"Plains family, not Dardic family",12580;14059;2681
head,All eligible,False,NECKLACE,Lahnda,4396,14059,No attestation,
head,All eligible,False,NECKLACE,Either language,4396,14059,"Plains family, not Dardic family",12580;14059;2681
head,All eligible,False,WAIST,Sindhi,5582,10879,"Plains family, not Dardic family",10879
head,All eligible,False,WAIST,Lahnda,5582,10879,"Plains family, not Dardic family",10879;9804
head,All eligible,False,WAIST,Either language,5582,10879,"Plains family, not Dardic family",10879;9804
head,All eligible,False,TOWARDS,Sindhi,2830,9493,Other resolved families only,9691
head,All eligible,False,TOWARDS,Lahnda,2830,9493,"Dardic family, not Plains family",2830;8118-2;9691
head,All eligible,False,TOWARDS,Either language,2830,9493,"Dardic family, not Plains family",2830;8118-2;9691
head,All eligible,False,NOT,Sindhi,7603,6906,"Plains family, not Dardic family",6906
head,All eligible,False,NOT,Lahnda,7603,6906,"Plains family, not Dardic family",6906
head,All eligible,False,NOT,Either language,7603,6906,"Plains family, not Dardic family",6906
head,All eligible,False,SHADE,Sindhi,422,5020,Other resolved families only,5027;8500
head,All eligible,False,SHADE,Lahnda,422,5020,Other resolved families only,5027;8500;8560
head,All eligible,False,SHADE,Either language,422,5020,Other resolved families only,5027;8500;8560
head,All eligible,False,BOW,Sindhi,6636-2,6956,"Plains family, not Dardic family",6956;7214
head,All eligible,False,BOW,Lahnda,6636-2,6956,"Plains family, not Dardic family",6956;7214
head,All eligible,False,BOW,Either language,6636-2,6956,"Plains family, not Dardic family",6956;7214
head,All eligible,False,PULSE,Sindhi,10198,7047,"Plains family, not Dardic family",6309;7047
head,All eligible,False,PULSE,Lahnda,10198,7047,No attestation,
head,All eligible,False,PULSE,Either language,10198,7047,"Plains family, not Dardic family",6309;7047
head,All eligible,False,TOMORROW,Sindhi,10763,3104,No attestation,
head,All eligible,False,TOMORROW,Lahnda,10763,3104,Other resolved families only,6573
head,All eligible,False,TOMORROW,Either language,10763,3104,Other resolved families only,6573
head,All eligible,False,WOLF,Sindhi,4362,f_eus77jo5mdyak,"Plains family, not Dardic family",f_eus77jo5mdyak
head,All eligible,False,WOLF,Lahnda,4362,f_eus77jo5mdyak,No attestation,
head,All eligible,False,WOLF,Either language,4362,f_eus77jo5mdyak,"Plains family, not Dardic family",f_eus77jo5mdyak
head,All eligible,False,SMALL,Sindhi,11072,5071,Other resolved families only,10122-5;10917-2;13720-3;6935-4;9754-4
head,All eligible,False,SMALL,Lahnda,11072,5071,"Plains family, not Dardic family",13720-3;5071;6935-3;6935-5;7150;9723-9
head,All eligible,False,SMALL,Either language,11072,5071,"Plains family, not Dardic family",10122-5;10917-2;13720-3;5071;6935-3;6935-4;6935-5;7150;9723-9;9754-4
head,All eligible,False,BE BORN,Sindhi,5204,6555,"Dardic family, not Plains family",5113;5182;5204
head,All eligible,False,BE BORN,Lahnda,5204,6555,"Dardic family, not Plains family",1949;5113;5204
head,All eligible,False,BE BORN,Either language,5204,6555,"Dardic family, not Plains family",1949;5113;5182;5204
head,All eligible,False,SEIZE,Sindhi,4236,7619,Other resolved families only,12179;3858;5327-2;5327-5;5351-2
head,All eligible,False,SEIZE,Lahnda,4236,7619,Other resolved families only,12179;13661;13814;2198-2;3858;5327-2;5336;7611
head,All eligible,False,SEIZE,Either language,4236,7619,Other resolved families only,12179;13661;13814;2198-2;3858;5327-2;5327-5;5336;5351-2;7611
head,All eligible,False,EAT,Sindhi,10507,3865,Other resolved families only,3865-3
head,All eligible,False,EAT,Lahnda,10507,3865,"Plains family, not Dardic family",3865
head,All eligible,False,EAT,Either language,10507,3865,"Plains family, not Dardic family",3865;3865-3
head,All eligible,False,FLEE,Sindhi,5534,9361-2,Other resolved families only,9361
head,All eligible,False,FLEE,Lahnda,5534,9361-2,Other resolved families only,7027;9361
head,All eligible,False,FLEE,Either language,5534,9361-2,Other resolved families only,7027;9361
head,All eligible,False,LOSE,Sindhi,8310,14061,"Plains family, not Dardic family",14061;4028
head,All eligible,False,LOSE,Lahnda,8310,14061,"Plains family, not Dardic family",14061
head,All eligible,False,LOSE,Either language,8310,14061,"Plains family, not Dardic family",14061;4028
head,All eligible,False,BARK,Sindhi,8253,5005,Other resolved families only,3848;5052
head,All eligible,False,BARK,Lahnda,8253,5005,Other resolved families only,5052
head,All eligible,False,BARK,Either language,8253,5005,Other resolved families only,3848;5052
head,All eligible,False,STRING,Sindhi,13561,6225,No attestation,
head,All eligible,False,STRING,Lahnda,13561,6225,"Plains family, not Dardic family",6225
head,All eligible,False,STRING,Either language,13561,6225,"Plains family, not Dardic family",6225
head,All eligible,False,BUILD,Sindhi,6145,4814,Other resolved families only,188;1881
head,All eligible,False,BUILD,Lahnda,6145,4814,Other resolved families only,1881
head,All eligible,False,BUILD,Either language,6145,4814,Other resolved families only,188;1881
head,All eligible,False,HIGH TIDE,Sindhi,773,12076,Other resolved families only,1805-3;5002;5167
head,All eligible,False,HIGH TIDE,Lahnda,773,12076,Other resolved families only,4714;5158
head,All eligible,False,HIGH TIDE,Either language,773,12076,Other resolved families only,1805-3;4714;5002;5158;5167
head,All eligible,False,HOLD,Sindhi,6791,6747,No attestation,
head,All eligible,False,HOLD,Lahnda,6791,6747,Other resolved families only,10059
head,All eligible,False,HOLD,Either language,6791,6747,Other resolved families only,10059
head,All eligible,False,RECOGNIZE (SOMEBODY),Sindhi,5193,8637,Other resolved families only,13208;2289
head,All eligible,False,RECOGNIZE (SOMEBODY),Lahnda,5193,8637,Other resolved families only,13184;13208
head,All eligible,False,RECOGNIZE (SOMEBODY),Either language,5193,8637,Other resolved families only,13184;13208;2289
head,All eligible,False,KNOW,Sindhi,5193,4836,No attestation,
head,All eligible,False,KNOW,Lahnda,5193,4836,No attestation,
head,All eligible,False,KNOW,Either language,5193,4836,No attestation,
head,All eligible,False,PORCH,Sindhi,9740,848,Other resolved families only,13714;6565-2
head,All eligible,False,PORCH,Lahnda,9740,848,Other resolved families only,13745;6565-2
head,All eligible,False,PORCH,Either language,9740,848,Other resolved families only,13714;13745;6565-2
head,All eligible,False,ELBOW,Sindhi,5605,603,"Plains family, not Dardic family",603
head,All eligible,False,ELBOW,Lahnda,5605,603,"Plains family, not Dardic family",603
head,All eligible,False,ELBOW,Either language,5605,603,"Plains family, not Dardic family",603
head,All eligible,False,WANT,Sindhi,4415,12678,Other resolved families only,1557;3003;6600
head,All eligible,False,WANT,Lahnda,4415,12678,Other resolved families only,11132;11148;4775
head,All eligible,False,WANT,Either language,4415,12678,Other resolved families only,11132;11148;1557;3003;4775;6600
head,All eligible,False,EMERGE (APPEAR),Sindhi,7479,6516,Other resolved families only,9481-2
head,All eligible,False,EMERGE (APPEAR),Lahnda,7479,6516,No attestation,
head,All eligible,False,EMERGE (APPEAR),Either language,7479,6516,Other resolved families only,9481-2
head,All eligible,False,DEER,Sindhi,9885,13982,"Plains family, not Dardic family",13982
head,All eligible,False,DEER,Lahnda,9885,13982,Other resolved families only,10117-3
head,All eligible,False,DEER,Either language,9885,13982,"Plains family, not Dardic family",10117-3;13982
head,All eligible,False,SPEAR,Sindhi,12352,9409,"Plains family, not Dardic family",12260;9409
head,All eligible,False,SPEAR,Lahnda,12352,9409,Other resolved families only,12260
head,All eligible,False,SPEAR,Either language,12352,9409,"Plains family, not Dardic family",12260;9409
head,All eligible,False,PALM OF HAND,Sindhi,8358,7075,Other resolved families only,4696;5731;5731-2
head,All eligible,False,PALM OF HAND,Lahnda,8358,7075,Other resolved families only,5731;5731-2
head,All eligible,False,PALM OF HAND,Either language,8358,7075,Other resolved families only,4696;5731;5731-2
head,All eligible,False,BE HUNGRY,Sindhi,540,9285,Other resolved families only,9287
head,All eligible,False,BE HUNGRY,Lahnda,540,9285,"Dardic family, not Plains family",540;9284
head,All eligible,False,BE HUNGRY,Either language,540,9285,"Dardic family, not Plains family",540;9284;9287
head,All eligible,False,GOOD,Sindhi,9348,11384,Other resolved families only,4564;4918;9408
head,All eligible,False,GOOD,Lahnda,9348,11384,Other resolved families only,142;4564;4918
head,All eligible,False,GOOD,Either language,9348,11384,Other resolved families only,142;4564;4918;9408
head,All eligible,False,REMAIN,Sindhi,6747,10666,"Plains family, not Dardic family",10666;11846;2356;5420-2
head,All eligible,False,REMAIN,Lahnda,6747,10666,"Plains family, not Dardic family",10666;5420-2
head,All eligible,False,REMAIN,Either language,6747,10666,"Plains family, not Dardic family",10666;11846;2356;5420-2
head,All eligible,False,HARD,Sindhi,2587,7360,Other resolved families only,6302
head,All eligible,False,HARD,Lahnda,2587,7360,Other resolved families only,3602
head,All eligible,False,HARD,Either language,2587,7360,Other resolved families only,3602;6302
head,All eligible,False,GRANDMOTHER,Sindhi,6261,7059,No attestation,
head,All eligible,False,GRANDMOTHER,Lahnda,6261,7059,No attestation,
head,All eligible,False,GRANDMOTHER,Either language,6261,7059,No attestation,
head,All eligible,False,REST,Sindhi,11949,13479,Other resolved families only,12770;8789
head,All eligible,False,REST,Lahnda,11949,13479,No attestation,
head,All eligible,False,REST,Either language,11949,13479,Other resolved families only,12770;8789
head,All eligible,False,ROTTEN,Sindhi,5617,12268,No attestation,
head,All eligible,False,ROTTEN,Lahnda,5617,12268,Other resolved families only,9079;9273-2;9523
head,All eligible,False,ROTTEN,Either language,5617,12268,Other resolved families only,9079;9273-2;9523
head,All eligible,False,SHIELD,Sindhi,3915,2547,No attestation,
head,All eligible,False,SHIELD,Lahnda,3915,2547,No attestation,
head,All eligible,False,SHIELD,Either language,3915,2547,No attestation,
head,All eligible,False,BOY,Sindhi,8399-9,5070,Other resolved families only,5070-2;5070-3;9238-2
head,All eligible,False,BOY,Lahnda,8399-9,5070,Other resolved families only,5070-2;6935-3;6935-4
head,All eligible,False,BOY,Either language,8399-9,5070,Other resolved families only,5070-2;5070-3;6935-3;6935-4;9238-2
head,All eligible,False,DEEP,Sindhi,4201,4024,Other resolved families only,2402;4108;53;876-2
head,All eligible,False,DEEP,Lahnda,4201,4024,Other resolved families only,4223
head,All eligible,False,DEEP,Either language,4201,4024,Other resolved families only,2402;4108;4223;53;876-2
head,All eligible,False,DUNG (ANIMAL FAECES),Sindhi,8139,3863,No attestation,
head,All eligible,False,DUNG (ANIMAL FAECES),Lahnda,8139,3863,Other resolved families only,1055
head,All eligible,False,DUNG (ANIMAL FAECES),Either language,8139,3863,Other resolved families only,1055
head,All eligible,False,SEED,Sindhi,9250,5827,Other resolved families only,2661;2665;7775;9252
head,All eligible,False,SEED,Lahnda,9250,5827,Both focal families,5827;9250
head,All eligible,False,SEED,Either language,9250,5827,Both focal families,2661;2665;5827;7775;9250;9252
head,All eligible,False,BOW STRING,Sindhi,5227,5660,Other resolved families only,13794
head,All eligible,False,BOW STRING,Lahnda,5227,5660,"Plains family, not Dardic family",5660
head,All eligible,False,BOW STRING,Either language,5227,5660,"Plains family, not Dardic family",13794;5660
head,All eligible,False,SWEET,Sindhi,9793,10299,"Plains family, not Dardic family",10299
head,All eligible,False,SWEET,Lahnda,9793,10299,"Plains family, not Dardic family",10299
head,All eligible,False,SWEET,Either language,9793,10299,"Plains family, not Dardic family",10299
head,All eligible,False,DARK,Sindhi,3690,386,"Plains family, not Dardic family",3083;386;386-2
head,All eligible,False,DARK,Lahnda,3690,386,Other resolved families only,3083
head,All eligible,False,DARK,Either language,3690,386,"Plains family, not Dardic family",3083;386;386-2
head,All eligible,False,AND,Sindhi,5649,434,No included etymology,
head,All eligible,False,AND,Lahnda,5649,434,No included etymology,
head,All eligible,False,AND,Either language,5649,434,No included etymology,
head,All eligible,False,NOW,Sindhi,f_2ig5mcwn2zgm2,268,"Plains family, not Dardic family",1567;268
head,All eligible,False,NOW,Lahnda,f_2ig5mcwn2zgm2,268,"Plains family, not Dardic family",1567;268
head,All eligible,False,NOW,Either language,f_2ig5mcwn2zgm2,268,"Plains family, not Dardic family",1567;268
head,All eligible,False,DIRTY,Sindhi,3153-3,9904,Other resolved families only,11072-2
head,All eligible,False,DIRTY,Lahnda,3153-3,9904,Other resolved families only,3220
head,All eligible,False,DIRTY,Either language,3153-3,9904,Other resolved families only,11072-2;3220
head,All eligible,False,PENIS,Sindhi,10917,10875,Both focal families,10875;10917;1581
head,All eligible,False,PENIS,Lahnda,10917,10875,"Dardic family, not Plains family",10917;11090;9292
head,All eligible,False,PENIS,Either language,10917,10875,Both focal families,10875;10917;11090;1581;9292
head,All eligible,False,FIREWOOD,Sindhi,12379,10875,No attestation,
head,All eligible,False,FIREWOOD,Lahnda,12379,10875,Other resolved families only,6670
head,All eligible,False,FIREWOOD,Either language,12379,10875,Other resolved families only,6670
head,All eligible,False,FINGERNAIL,Sindhi,6914-2,6914,No attestation,
head,All eligible,False,FINGERNAIL,Lahnda,6914-2,6914,No attestation,
head,All eligible,False,FINGERNAIL,Either language,6914-2,6914,No attestation,
head,All eligible,False,HAT,Sindhi,3942,5481,"Plains family, not Dardic family",5481
head,All eligible,False,HAT,Lahnda,3942,5481,"Plains family, not Dardic family",5481
head,All eligible,False,HAT,Either language,3942,5481,"Plains family, not Dardic family",5481
head,All eligible,False,FLOUR,Sindhi,492,1338,No attestation,
head,All eligible,False,FLOUR,Lahnda,492,1338,"Plains family, not Dardic family",1338
head,All eligible,False,FLOUR,Either language,492,1338,"Plains family, not Dardic family",1338
head,All eligible,False,SLEEP,Sindhi,13929,13479,Other resolved families only,3888;4024;7200;901-2
head,All eligible,False,SLEEP,Lahnda,13929,13479,Other resolved families only,13905;7200
head,All eligible,False,SLEEP,Either language,13929,13479,Other resolved families only,13905;3888;4024;7200;901-2
head,All eligible,False,CORNER,Sindhi,3898,3504,Other resolved families only,3898-2
head,All eligible,False,CORNER,Lahnda,3898,3504,Other resolved families only,4178
head,All eligible,False,CORNER,Either language,3898,3504,Other resolved families only,3898-2;4178
head,All eligible,False,OUTSIDE,Sindhi,9228,9226,"Plains family, not Dardic family",9183;9226
head,All eligible,False,OUTSIDE,Lahnda,9228,9226,No attestation,
head,All eligible,False,OUTSIDE,Either language,9228,9226,"Plains family, not Dardic family",9183;9226
head,All eligible,False,CUT,Sindhi,5046,2854,"Plains family, not Dardic family",10612;11082;11381;13817;13823;2854;2944;4857-2;5466;5466-2
head,All eligible,False,CUT,Lahnda,5046,2854,Other resolved families only,11381;13817;2858;2941;2944;5421;5466
head,All eligible,False,CUT,Either language,5046,2854,"Plains family, not Dardic family",10612;11082;11381;13817;13823;2854;2858;2941;2944;4857-2;5421;5466;5466-2
head,All eligible,False,RAVINE,Sindhi,4453,3790,Other resolved families only,4468
head,All eligible,False,RAVINE,Lahnda,4453,3790,"Plains family, not Dardic family",2909;3790
head,All eligible,False,RAVINE,Either language,4453,3790,"Plains family, not Dardic family",2909;3790;4468
head,All eligible,False,GET,Sindhi,10948,8943,Both focal families,10948;8943;8945
head,All eligible,False,GET,Lahnda,10948,8943,Both focal families,10059;10948;8943
head,All eligible,False,GET,Either language,10948,8943,Both focal families,10059;10948;8943;8945
head,All eligible,False,HOE,Sindhi,2909,3286-2,"Plains family, not Dardic family",3286-2
head,All eligible,False,HOE,Lahnda,2909,3286-2,"Plains family, not Dardic family",3286-2;3934-5;4926
head,All eligible,False,HOE,Either language,2909,3286-2,"Plains family, not Dardic family",3286-2;3934-5;4926
head,All eligible,False,WITH,Sindhi,13173,13364-3,"Dardic family, not Plains family",11362;13173;13319
head,All eligible,False,WITH,Lahnda,13173,13364-3,Other resolved families only,2830;3607
head,All eligible,False,WITH,Either language,13173,13364-3,"Dardic family, not Plains family",11362;13173;13319;2830;3607
head,All eligible,False,OPEN,Sindhi,10181,3945,"Plains family, not Dardic family",1809-3;1968;3945;3945-2;5925;7767;9082-2
head,All eligible,False,OPEN,Lahnda,10181,3945,Other resolved families only,10157;3882;3882-4
head,All eligible,False,OPEN,Either language,10181,3945,"Plains family, not Dardic family",10157;1809-3;1968;3882;3882-4;3945;3945-2;5925;7767;9082-2
head,All eligible,False,FEAR (BE AFRAID),Sindhi,9241,6186,"Plains family, not Dardic family",2001;3616;6186;6190;6373;6619;9390
head,All eligible,False,FEAR (BE AFRAID),Lahnda,9241,6186,"Plains family, not Dardic family",5316;6186;6190;9390
head,All eligible,False,FEAR (BE AFRAID),Either language,9241,6186,"Plains family, not Dardic family",2001;3616;5316;6186;6190;6373;6619;9390
head,All eligible,False,SIX,Sindhi,12803-2,12803,No included etymology,
head,All eligible,False,SIX,Lahnda,12803-2,12803,No included etymology,
head,All eligible,False,SIX,Either language,12803-2,12803,No included etymology,
head,All eligible,False,GUARD,Sindhi,10547,8900,Other resolved families only,12961-2
head,All eligible,False,GUARD,Lahnda,10547,8900,Other resolved families only,10545
head,All eligible,False,GUARD,Either language,10547,8900,Other resolved families only,10545;12961-2
head,All eligible,False,RUB,Sindhi,9890,9870-2,Other resolved families only,4448;4450-2;9919-6
head,All eligible,False,RUB,Lahnda,9890,9870-2,Other resolved families only,998
head,All eligible,False,RUB,Either language,9890,9870-2,Other resolved families only,4448;4450-2;9919-6;998
head,All eligible,False,HIP,Sindhi,12729,3353,Other resolved families only,3213;4883;5582;9280-3
head,All eligible,False,HIP,Lahnda,12729,3353,Other resolved families only,5582
head,All eligible,False,HIP,Either language,12729,3353,Other resolved families only,3213;4883;5582;9280-3
head,All eligible,False,EGG,Sindhi,13776,5550,Other resolved families only,3936
head,All eligible,False,EGG,Lahnda,13776,5550,Other resolved families only,1111
head,All eligible,False,EGG,Either language,13776,5550,Other resolved families only,1111;3936
head,All eligible,False,GRAIN,Sindhi,9250,398,Other resolved families only,2661;2665;395;6778
head,All eligible,False,GRAIN,Lahnda,9250,398,Other resolved families only,395;7963
head,All eligible,False,GRAIN,Either language,9250,398,Other resolved families only,2661;2665;395;6778;7963
head,All eligible,False,GROOM,Sindhi,5198,11309,Other resolved families only,11013;11279
head,All eligible,False,GROOM,Lahnda,5198,11309,Other resolved families only,11279;3245;6935-3;8265;926
head,All eligible,False,GROOM,Either language,5198,11309,Other resolved families only,11013;11279;3245;6935-3;8265;926
head,All eligible,False,PORCUPINE,Sindhi,12353,12766-3,Other resolved families only,12766-4
head,All eligible,False,PORCUPINE,Lahnda,12353,12766-3,"Plains family, not Dardic family",12766-3
head,All eligible,False,PORCUPINE,Either language,12353,12766-3,"Plains family, not Dardic family",12766-3;12766-4
head,All eligible,False,CO-WIFE,Sindhi,f_shlotnnlf4ies,13130,Other resolved families only,8583
head,All eligible,False,CO-WIFE,Lahnda,f_shlotnnlf4ies,13130,"Plains family, not Dardic family",13130
head,All eligible,False,CO-WIFE,Either language,f_shlotnnlf4ies,13130,"Plains family, not Dardic family",13130;8583
head,All eligible,False,WEAVE,Sindhi,5663,11773-2,"Plains family, not Dardic family",11773-2;2419
head,All eligible,False,WEAVE,Lahnda,5663,11773-2,"Plains family, not Dardic family",11773-2
head,All eligible,False,WEAVE,Either language,5663,11773-2,"Plains family, not Dardic family",11773-2;2419
head,All eligible,False,YAWN,Sindhi,5265,14058,No attestation,
head,All eligible,False,YAWN,Lahnda,5265,14058,No attestation,
head,All eligible,False,YAWN,Either language,5265,14058,No attestation,
head,All eligible,False,WING,Sindhi,8025,5535,Other resolved families only,13640
head,All eligible,False,WING,Lahnda,8025,5535,No attestation,
head,All eligible,False,WING,Either language,8025,5535,Other resolved families only,13640
head,All eligible,False,FALL,Sindhi,4074,7722,"Plains family, not Dardic family",3172;5042;6896-2;7722;8675
head,All eligible,False,FALL,Lahnda,4074,7722,"Plains family, not Dardic family",3172;5346;6896-2;7722;8675
head,All eligible,False,FALL,Either language,4074,7722,"Plains family, not Dardic family",3172;5042;5346;6896-2;7722;8675
head,All eligible,False,FIRST,Sindhi,12982,8652-2,Other resolved families only,8652;92
head,All eligible,False,FIRST,Lahnda,12982,8652-2,"Plains family, not Dardic family",10167;5286;8652-2
head,All eligible,False,FIRST,Either language,12982,8652-2,"Plains family, not Dardic family",10167;5286;8652;8652-2;92
head,All eligible,False,POND,Sindhi,5578,8425,"Dardic family, not Plains family",13254;5578;7976
head,All eligible,False,POND,Lahnda,5578,8425,Other resolved families only,9136
head,All eligible,False,POND,Either language,5578,8425,"Dardic family, not Plains family",13254;5578;7976;9136
head,All eligible,False,HEAT,Sindhi,5684,635,Other resolved families only,2573;5674;5683;5767
head,All eligible,False,HEAT,Lahnda,5684,635,Other resolved families only,12382
head,All eligible,False,HEAT,Either language,5684,635,Other resolved families only,12382;2573;5674;5683;5767
head,All eligible,False,LAMB,Sindhi,9263,11116,No attestation,
head,All eligible,False,LAMB,Lahnda,9263,11116,"Plains family, not Dardic family",11116
head,All eligible,False,LAMB,Either language,9263,11116,"Plains family, not Dardic family",11116
head,All eligible,False,PUT,Sindhi,6145,10547,No attestation,
head,All eligible,False,PUT,Lahnda,6145,10547,No attestation,
head,All eligible,False,PUT,Either language,6145,10547,No attestation,
head,All eligible,False,JACKAL,Sindhi,12578,4158-2,No attestation,
head,All eligible,False,JACKAL,Lahnda,12578,4158-2,Other resolved families only,1176;1323
head,All eligible,False,JACKAL,Either language,12578,4158-2,Other resolved families only,1176;1323
head,All eligible,False,SLOPE,Sindhi,6644,1769-2,No attestation,
head,All eligible,False,SLOPE,Lahnda,6644,1769-2,No attestation,
head,All eligible,False,SLOPE,Either language,6644,1769-2,No attestation,
head,All eligible,False,DRY,Sindhi,12559,12548,Both focal families,10799;12548;12559
head,All eligible,False,DRY,Lahnda,12559,12548,Both focal families,10799;12548;12559
head,All eligible,False,DRY,Either language,12559,12548,Both focal families,10799;12548;12559
head,All eligible,False,WHEAT,Sindhi,4287,2665,"Plains family, not Dardic family",2665
head,All eligible,False,WHEAT,Lahnda,4287,2665,"Plains family, not Dardic family",2665
head,All eligible,False,WHEAT,Either language,4287,2665,"Plains family, not Dardic family",2665
head,All eligible,False,WHICH,Sindhi,3164,2575,Other resolved families only,2692
head,All eligible,False,WHICH,Lahnda,3164,2575,No attestation,
head,All eligible,False,WHICH,Either language,3164,2575,Other resolved families only,2692
head,All eligible,False,DAWN,Sindhi,11120,9634,Other resolved families only,11813;1888;8705;9498;9613
head,All eligible,False,DAWN,Lahnda,11120,9634,Other resolved families only,6737;8705
head,All eligible,False,DAWN,Either language,11120,9634,Other resolved families only,11813;1888;6737;8705;9498;9613
head,All eligible,False,SHOULDERBLADE,Sindhi,13839,6-3x,"Plains family, not Dardic family",6-3x;9042
head,All eligible,False,SHOULDERBLADE,Lahnda,13839,6-3x,"Plains family, not Dardic family",6-3x
head,All eligible,False,SHOULDERBLADE,Either language,13839,6-3x,"Plains family, not Dardic family",6-3x;9042
head,All eligible,False,RAM,Sindhi,10310,9606,No attestation,
head,All eligible,False,RAM,Lahnda,10310,9606,Other resolved families only,3241;4973
head,All eligible,False,RAM,Either language,10310,9606,Other resolved families only,3241;4973
head,All eligible,False,GRANDFATHER,Sindhi,9209,1348,No attestation,
head,All eligible,False,GRANDFATHER,Lahnda,9209,1348,"Dardic family, not Plains family",9209
head,All eligible,False,GRANDFATHER,Either language,9209,1348,"Dardic family, not Plains family",9209
head,All eligible,False,FIST,Sindhi,10221,4498,Both focal families,10221;4498
head,All eligible,False,FIST,Lahnda,10221,4498,"Dardic family, not Plains family",10221
head,All eligible,False,FIST,Either language,10221,4498,Both focal families,10221;4498
head,All eligible,False,FOOD,Sindhi,491,1544,"Plains family, not Dardic family",1544;3865-2;3872;9735
head,All eligible,False,FOOD,Lahnda,491,1544,Other resolved families only,3872;5459
head,All eligible,False,FOOD,Either language,491,1544,"Plains family, not Dardic family",1544;3865-2;3872;5459;9735
head,All eligible,False,YOU,Sindhi,10511,1135,No included etymology,
head,All eligible,False,YOU,Lahnda,10511,1135,No included etymology,
