ID,Language_ID,Form,Gloss,Tags,entry_family_id
1263a-2,Indo-Aryan,āmr̩śyatē,,,1263a
12642,Indo-Aryan,śṓśucat,shining brightly,RV Early-Vedic,12642
12642-2,Indo-Aryan,śṓṣa,"drying up, dryness; summer",m MBh Epic,12642
12645,Indo-Aryan,śōṣáyati,makes dry,AV Early-Vedic,12645
12646,Indo-Aryan,śōṣu,"drought, thirst",m lex,12646
12647,Indo-Aryan,*śōṣya,to be dried,,12647
12648,Indo-Aryan,*śōṣyatē,is dried up,,12648
1265,Indo-Aryan,āmr̩ṣyatē,bears patiently,MBh Epic,1265
1265-2,Indo-Aryan,*āmr̩ṣṭa,,,1265
1265-3,Indo-Aryan,āmarṣa,*forgetfulness,lex,1265
12651,Indo-Aryan,śauna,relating to dogs,MBh Epic,12651
12651-2,Indo-Aryan,*śaunakʰa,,,12651
12653,Indo-Aryan,*ścandati,leaps,,12653
12654,Indo-Aryan,ścandrá,shining,,12654
12658,Indo-Aryan,śmaśāná,"erection for burning dead, burial place for cremated bones",n TS Early-Vedic,12658
12659,Indo-Aryan,śmáśru,"beard, mustache",n RV Early-Vedic,12659
12662,Indo-Aryan,*śyāta,cold,,12662
12664,Indo-Aryan,śyāmá,"black, swarthy, dark-blue",AV Early-Vedic,12664
12664-2,Indo-Aryan,śyāmā,"hen cuckoo; *hen pheasant, hen golden oriole",f VarBr̥S Classical,12664
12664-3,Indo-Aryan,*śyāmī,spleen,,12664
12665,Indo-Aryan,śyāmalá,dark-coloured,Hariv Classical,12665
12667,Indo-Aryan,śyāmā́ka,the millet Panicum frumentaceum,m VS Early-Vedic,12667
12667-2,Indo-Aryan,*śyāmākka,,,12667
12671,Indo-Aryan,*śyāra,freezing,,12671
12672,Indo-Aryan,śyāvá,"dark, dark brown",,12672
12673,Indo-Aryan,śyāvíyā,darkness,,12673
12674,Indo-Aryan,śyēná,"hawk, falcon, eagle",m RV Early-Vedic,12674
12675,Indo-Aryan,*śraṭṭa,"throat, neck",,12675
12676,Indo-Aryan,*śratʰya,"to be tied, joint",,12676
12678,Indo-Aryan,śraddʰā́,trust; desire; longings of a pregnant woman,f RV MBh Car Early-Vedic Epic,12678
1268,Indo-Aryan,āmrá,"mango tree, Mangifera indica; its fruit",m MBh ŚBr Epic Early-Vedic,1268
12681,Indo-Aryan,śrapáyati,heats; cooks; makes sweat,VS AitBr Vop Early-Vedic Medieval,12681
12681-2,Indo-Aryan,śrapyátē,is cooked,ŚBr Early-Vedic,12681
12684,Indo-Aryan,śraya,refuge,m W,12684
12685,Indo-Aryan,*śrayaṇī,ladder,,12685
12687,Indo-Aryan,*śrayantī,ladder,,12687
12690,Indo-Aryan,śrāṇa,"cooked, boiled; moist; boiled meat",Pāṇ lex MW Epic,12690
12691,Indo-Aryan,śrāddʰá,faithful,Vop Medieval,12691
12694,Indo-Aryan,*śrāya,head,,12694
127,Indo-Aryan,aŋgāradʰānī,portable stove,,127
12700,Indo-Aryan,śrāvaṇiká,relating to the 4th month; the 4th month,W Pāṇ Epic,12700
12701,Indo-Aryan,śrāváyati,proclaims,RV Early-Vedic,12701
12704,Indo-Aryan,*śritrā,ladder,,12704
12707,Indo-Aryan,*śriṣṭa,"entered, resting on",,12707
12709,Indo-Aryan,*śrīḍʰi,"resting-place, ladder",,12709
12711,Indo-Aryan,śrīpʰala,Aegle marmelos; its fruit; coconut,m lex Mn Epic,12711
12712,Indo-Aryan,*śrīyatē,is cooked,,12712
12713,Indo-Aryan,*śruŋka,horn,,12713
12714,Indo-Aryan,śrutá,heard,RV Early-Vedic,12714
12715,Indo-Aryan,*śrū,horn,,12715
12715-2,Indo-Aryan,*śrauva,horned,,12715
12717,Indo-Aryan,*śrēḍa,"slanting, squinting",,12717
12717-2,Indo-Aryan,*śrēḍʰa,,,12717
12717-3,Indo-Aryan,*śrēḍḍʰa,,,12717
12717-4,Indo-Aryan,*śriḍḍa,,,12717
12719,Indo-Aryan,śrēṇya,*tribesman (?),m,12719
12723,Indo-Aryan,*śrēṣṭrī,clinger,,12723
12724,Indo-Aryan,*śrēṣṭrī,"line, ladder",,12724
12725,Indo-Aryan,śrḗṣṭʰa,"most splendid, best",RV Early-Vedic,12725
12726,Indo-Aryan,śrēṣṭʰin,distinguished man; foreman of a guild,m AitBr Early-Vedic,12726
12727,Indo-Aryan,*śrēṣman,mucus; cord,AV AitBr Early-Vedic,12727
12729,Indo-Aryan,śrṓṇi,"hip and loins, buttocks",f RV Early-Vedic,12729
12732,Indo-Aryan,ślakṣṇá,"slippery, smooth, soft, tender, gentle; thin, small",AV lex Early-Vedic,12732
12735,Indo-Aryan,ślāgʰana,boasting; praising,n MBh Sāh Epic Medieval,12735
12736,Indo-Aryan,ślāgʰā,"boasting, praise",f MBh Epic,12736
12737,Indo-Aryan,ślāgʰya,to be praised,MBh Epic,12737
12737-2,Indo-Aryan,*ślāgʰiya,,,12737
12740,Indo-Aryan,ślíṣyati,adheres to,ChUp Early-Vedic,12740
12742,Indo-Aryan,ślēṣayati,connects,Dhātup Epic,12742
12743,Indo-Aryan,*ślēṣṭrī,ladder,,12743
12744,Indo-Aryan,ślēṣmán,"mucus, phlegm; glue",m ŚBr Early-Vedic,12744
12745,Indo-Aryan,ślēṣmalá,abounding in mucus,Pāṇ Epic,12745
12746,Indo-Aryan,ślēṣmāta,Cordia latifolia,m lex,12746
12748,Indo-Aryan,ślṓka,"sound, hymn of praise; stanza",m RV ŚBr Early-Vedic,12748
1275,Indo-Aryan,āmrātaka,Spondias mangifera or hogplum,,1275
12750,Indo-Aryan,śván,dog,m RV Early-Vedic,12750
12753,Indo-Aryan,śváśura,husband's father; wife's father; husband's or wife's father,m RV Early-Vedic,12753
12757,Indo-Aryan,*śvaśuriya,,,12757
12757-2,Indo-Aryan,*śvāśuriya,,,12757
12759,Indo-Aryan,śvaśrū́,husband's or wife's mother,f RV Early-Vedic,12759
12760,Indo-Aryan,śvás,"on the following day, tomorrow",,12760
12760-2,Indo-Aryan,śuvás,,,12760
12763,Indo-Aryan,*śvāna,swelling,,12763
12765,Indo-Aryan,*śvāpadya,wild,,12765
12766,Indo-Aryan,śvāvídʰ,porcupine,m AV Early-Vedic,12766
12766-2,Indo-Aryan,*śuvāvidʰ,,,12766
12766-3,Indo-Aryan,sēdʰā,,f,12766
12766-4,Indo-Aryan,*sēḍʰā,,,12766
12767,Indo-Aryan,śvāśurá,"*father-in-law's son, i.e. wife's or husband's brother",m,12767
12769,Indo-Aryan,śvāsá,"breath, breathing; asthma",m MBh Suśr Epic Classical,12769
12770,Indo-Aryan,śvāsita,caused to breathe,,12770
12772,Indo-Aryan,śvitrá,white,AV Early-Vedic,12772
12774,Indo-Aryan,śvētá,white,RV Early-Vedic,12774
12775,Indo-Aryan,*śvētakʰaṭikā,white chalk,,12775
12778,Indo-Aryan,śvaitra,*white,,12778
12780,Indo-Aryan,ṣáṭka,consisting of six; collection of six,RVPrāt ĀśvGr̥ Early-Vedic,12780
12784,Indo-Aryan,ṣaṭcatvāriṁśat,46,Nir Early-Vedic,12784
12785,Indo-Aryan,*ṣaṭṭaŋka,weight of six ṭaṅkas,,12785
12786,Indo-Aryan,ṣáṭtriṁśat,36,f TS Early-Vedic,12786
12787,Indo-Aryan,ṣáṭpañcāśat,56,f ŚBr Early-Vedic,12787
12789,Indo-Aryan,ṣaṭśata,600,n MBh Epic,12789
12790,Indo-Aryan,ṣaṭṣaṣṭi,66,f MBh Epic,12790
12791,Indo-Aryan,ṣaṭsaptati,76,f MBh Epic,12791
12792,Indo-Aryan,ṣaḍaŋga,six-limbed,AitBr Early-Vedic,12792
12793,Indo-Aryan,ṣaḍaśīti,86,,12793
12796,Indo-Aryan,ṣáḍviṁśati,26,f ŚBr Early-Vedic,12796
1280,Indo-Aryan,āmlā,tamarind tree,f,1280
1280-2,Indo-Aryan,*āmlaḍa-,tamarind tree,ext:ḍa,1280-2
12800,Indo-Aryan,ṣáṇṇavati,96,f TS Early-Vedic,12800
12803,Indo-Aryan,ṣáṣ,,nom,12803
12803-2,Indo-Aryan,*ṣuvaṭ,,,12803
12803-3,Indo-Aryan,*kṣaṭ,,,12803
12804,Indo-Aryan,ṣaṣṭí,sixty,f RV Early-Vedic,12804
12808,Indo-Aryan,ṣaṣṭʰá,sixth,AV Early-Vedic,12808
12808-2,Indo-Aryan,ṣaṣṭʰī,the sixth day of lunar fortnight,f MBh Epic,12808
12811,Indo-Aryan,ṣōḍanta,having six teeth,,12811
12812,Indo-Aryan,ṣṓḍaśa,sixteen,VS Early-Vedic,12812
12812-2,Indo-Aryan,*ṣōdaśa,,,12812
12812-3,Indo-Aryan,*ṣēḍaśa,,,12812
12814,Indo-Aryan,*ṣṭʰukk,spit,,12814
12815,Indo-Aryan,sá,"he, that",,12815
12817,Indo-Aryan,saṁkaṭá,"contracted, narrow, dangerous; defile, difficulty, danger",n MBh Epic,12817
12818,Indo-Aryan,saṁkara,"mixing (esp. of castes); anything defiled; dung; dust, sweepings",m Mn MBh Car lex Epic,12818
12820,Indo-Aryan,saṁkāra,"dust, sweepings",m lex,12820
12823,Indo-Aryan,sáṁkirati,bestows liberally; mixes together,RV MBh Early-Vedic Epic,12823
12824,Indo-Aryan,saṁkucyatē,"is contracted, shrinks",Suśr Classical,12824
12825,Indo-Aryan,saṁkuṭati,bends oneself together,Bhaṭṭ Classical,12825
12828,Indo-Aryan,saṁkula,"crowded together, dense, disordered; battle; crowd",n MBh Mālatīm Epic Classical,12828
12830,Indo-Aryan,sáṁkr̩ti,bringing together,f TS Early-Vedic,12830
12833,Indo-Aryan,*saṁkōṭayati,bends together,,12833
12834,Indo-Aryan,saṁkramá,"going together; steps to water, bridge",m VS Mn Early-Vedic Epic,12834
12839,Indo-Aryan,saṁkṣipati,dashes together,MBh Epic,12839
12839-2,Indo-Aryan,saṁkṣipta,,Nir Early-Vedic,12839
1284,Indo-Aryan,ā́yaccʰati,stretches,RV Early-Vedic,1284
12842,Indo-Aryan,sáṁkʰyāti,reckons,ŚBr Early-Vedic,12842
12850,Indo-Aryan,sáṁgr̩hṇāti,seizes,RV Early-Vedic,12850
12850-2,Indo-Aryan,*saṁgrahati,,,12850
12850-3,Indo-Aryan,saṁgrāhayati,"causes to be taken hold of, causes to be comprehended",BhP Medieval,12850
12856,Indo-Aryan,*saṁgʰana,very dense,,12856
1286,Indo-Aryan,āyatta,"resting on, depending on, being at the disposition of",MBh Epic,1286
12863,Indo-Aryan,saṁgʰātayati,"strikes together, kills",MW,12863
12867,Indo-Aryan,*saṁcayayati,piles up,,12867
12868,Indo-Aryan,sáṁcarati,"meets, approaches; wanders about, traverses",RV AV Early-Vedic,12868
12869,Indo-Aryan,saṁcāra,"walking about, passage, transit",m MBh Epic,12869
1287,Indo-Aryan,āyācatē,supplicates,R Epic,1287
1287-2,Indo-Aryan,āyācita,prayer,n R Epic,1287
12870,Indo-Aryan,sáṁcārayati,causes to come together,VS Early-Vedic,12870
12872,Indo-Aryan,saṁcŕ̩t,"union, junction",f RV Early-Vedic,12872
12874,Indo-Aryan,saṁjñā́,"agreement, understanding; sign",f ŚBr MBh Early-Vedic Epic,12874
1288,Indo-Aryan,ā́yāti,comes near,RV Early-Vedic,1288
1288-2,Indo-Aryan,āyāta,,MBh Epic,1288
12882,Indo-Aryan,sáṁtarati,"crosses, passes through",RV Early-Vedic,12882
12883,Indo-Aryan,*saṁtalati,fries,,12883
12883-2,Indo-Aryan,*saṁtālayati,,,12883
12884,Indo-Aryan,saṁtāná,"continued succession, lineage",m MBh Epic,12884
12886,Indo-Aryan,saṁtāpayati,"causes to be heated, inflames; torments",Kauś MBh Early-Vedic Epic,12886
12888,Indo-Aryan,saṁtāra,crossing over,m MBh Epic,12888
12890,Indo-Aryan,saṁtārayati,"causes to pass over, saves from",Mn Epic,12890
12891,Indo-Aryan,*saṁtimita,wetted,,12891
12896,Indo-Aryan,saṁtōṣayati,satisfies,MBh Epic,12896
12897,Indo-Aryan,saṁdaṁśá,"tongs, pincers",m AV Early-Vedic,12897
12897-2,Indo-Aryan,*saṁdaṁśī,,,12897
12898,Indo-Aryan,sáṁdadʰāti,"places on, combines",RV Early-Vedic,12898
129,Indo-Aryan,*aŋgārastʰāna,fireplace,n,129
1290,Indo-Aryan,āyukta,appointed,TUp Early-Vedic,1290
12904,Indo-Aryan,saṁdēśa,"message, information",m Kauś Early-Vedic,12904
12905,Indo-Aryan,saṁdēhá,conglomeration; doubt; danger,m ŚBr Kāv Early-Vedic Classical,12905
12906,Indo-Aryan,sáṁdyati,"ties, fastens",AV Early-Vedic,12906
12906-2,Indo-Aryan,saṁdā́na,fetter,m RV Early-Vedic,12906
12907,Indo-Aryan,*saṁdʰarati,holds together,AV Early-Vedic,12907
12907-2,Indo-Aryan,saṁdʰārayati,"holds together, supports",MBh Epic,12907
12907-3,Indo-Aryan,saṁdʰāraṇa,supporting,n MBh Epic,12907
12913,Indo-Aryan,saṁdʰí,"joint; point of union; horizon, extremity, end (<i>saṁdhī́</i>- f. TBr.); compact; hole made by a burglar",m RV TS ŚBr MBh Mn Early-Vedic Epic,12913
12918,Indo-Aryan,saṁdʰyā́,twilight,f ŚāṅkhBr Early-Vedic,12918
1292,Indo-Aryan,ā́yuṣ,life,n RV Early-Vedic,1292
12922,Indo-Aryan,sáṁnata,"bent towards; bent, stooping",VS Mn Early-Vedic Epic,12922
12924,Indo-Aryan,sáṁnayati,"leads together, joins; mixes (esp. with fresh or sour milk)",RV ŚBr Early-Vedic,12924
12925,Indo-Aryan,saṁnaṣṭa,"perished, disappeared",R Epic,12925
12928,Indo-Aryan,saṁnāha,"tying on, girding on armour; coat of mail",m MBh AitBr Epic Early-Vedic,12928
12929,Indo-Aryan,saṁníṣīdati,sits down,AV Early-Vedic,12929
12929-2,Indo-Aryan,saṁniṣaṇṇa,settled down,R Epic,12929
1292a,Indo-Aryan,āyuṣyà,giving long life; long life,ŚBr AV Early-Vedic,1292a
12930,Indo-Aryan,sáṁpatati,flies together; reaches; happens; meets,RV AitBr MBh Kāv Early-Vedic Epic Classical,12930
12930-2,Indo-Aryan,saṁpātayati,causes to fly,R Epic,12930
12934,Indo-Aryan,sáṁpadyatē,"turns out well; is effected, is produced",AV MBh Early-Vedic Epic,12934
12934-2,Indo-Aryan,sáṁpanna,,AV Early-Vedic,12934
12938,Indo-Aryan,sáṁpādayati,"completes, provides with; brings about",ŚBr MBh Early-Vedic Epic,12938
12941,Indo-Aryan,saṁpuṭa,hemispherical bowl; round casket,m Suśr lex Classical,12941
12942,Indo-Aryan,saṁpūraka,filling completely (e.g. the stomach),Car Epic,12942
12945,Indo-Aryan,saṁpūrṇa,completely filled,MBh Epic,12945
12947,Indo-Aryan,saṁpratí,close to; exactly; now,ŚBr TS Kāv Early-Vedic Classical,12947
1295,Indo-Aryan,ārá,from a distance; near; immediately,,1295
12950a,Indo-Aryan,saṁprā́payati,causes to obtain,ŚBr Early-Vedic,12950a
12955,Indo-Aryan,saṁbandʰa,"connexion, kinship; kinsman, friend",m PārGr̥ Early-Vedic,12955
12957,Indo-Aryan,saṁbandʰin,connected by marriage,Mn Epic,12957
12957-2,Indo-Aryan,saṁbandʰinī,,f,12957
12958a,Indo-Aryan,sáṁbādʰatē,"presses down or together; oppresses, torments",AV R Early-Vedic Epic,12958a
12958a-2,Indo-Aryan,saṁbādʰá,"distress; thronging, jostling",m RV Kāv Early-Vedic Classical,12958a
1296,Indo-Aryan,ārakta,reddish,Suśr Classical,1296
12961,Indo-Aryan,sáṁbʰarati,"brings together, prepares, rolls up",RV Early-Vedic,12961
12961-2,Indo-Aryan,saṁbʰārayati,"causes to bring together, prepares, maintains",R Epic,12961
12962,Indo-Aryan,*saṁbʰalati,attends to,,12962
12962-2,Indo-Aryan,saṁbʰālayati,observes well,Naiṣ Medieval,12962
12967,Indo-Aryan,saṁbʰāvayati,"produces, makes; fosters, honours, supposes possible",AitBr MBh Early-Vedic Epic,12967
12974,Indo-Aryan,saṁmantrayati,"deliberates, addresses",MBh Epic,12974
12974-2,Indo-Aryan,saṁmantraṇa,consultation,n Apte,12974
12975,Indo-Aryan,saṁmāti,is contained in,RV AV Kuval Early-Vedic,12975
12977,Indo-Aryan,*saṁmāpayati,causes to be made of the same measure,,12977
12977-2,Indo-Aryan,*saṁmāpta,,,12977
12978,Indo-Aryan,*saṁmārayati,kills,,12978
12979,Indo-Aryan,saṁmārjati,"rubs, rubs down, cleans",RV MBh Early-Vedic Epic,12979
12979-2,Indo-Aryan,saṁmārjita,well-swept,MBh Epic,12979
12979-3,Indo-Aryan,saṁmārjaka,sweeping,Kull Medieval,12979
12979a,Indo-Aryan,sáṁmārjana,wisp for cleaning,n TBr Early-Vedic,12979a
12980,Indo-Aryan,saṁmilati,"meets together, is present",Kathās Medieval,12980
12980-2,Indo-Aryan,*saṁmēlayati,,,12980
12982,Indo-Aryan,saṁmukʰá,"facing, present",ŚBr Early-Vedic,12982
12989,Indo-Aryan,saṁyōga,"union, contact",m,12989
12990,Indo-Aryan,saṁyōjayati,"controls; brings together, harnesses",MaitrUp MBh Epic,12990
12991,Indo-Aryan,*saṁracayati,adorns,,12991
12991-2,Indo-Aryan,*saṁracyatē,,,12991
12991-3,Indo-Aryan,*saṁrakta,,,12991
12994,Indo-Aryan,*saṁrādʰyati,"accomplishes, agrees together",,12994
12999,Indo-Aryan,saṁlagna,"closely attached to, fighting hand to hand",MBh Epic,12999
1300,Indo-Aryan,āracayati,"prepares, provides with",lex,1300
13007,Indo-Aryan,*saṁlipta,smeared,,13007
1301,Indo-Aryan,āraṭa,crying out,n Pāṇ Epic,1301
1301-2,Indo-Aryan,āraṭi,noise,f Kathās Medieval,1301
13010,Indo-Aryan,*saṁlēpana,smearing together,,13010
13011,Indo-Aryan,saṁvatsará,year,m RV Early-Vedic,13011
13014,Indo-Aryan,saṁváraṇa,"enclosure; dam, mound; act of covering; *putting in order",n RV R MBh Early-Vedic Epic,13014
13015,Indo-Aryan,*saṁvarati,restrains,MBh Kathās RV Epic Medieval Early-Vedic,13015
13017,Indo-Aryan,sáṁvahati,brings together; loads (a cart),AV R Early-Vedic Epic,13017
13017-2,Indo-Aryan,saṁvāhayati,assembles; drives (a cart),Hariv MBh Classical Epic,13017
13017-3,Indo-Aryan,saṁvāha,shampooing the body,m MBh Epic,13017
13019,Indo-Aryan,saṁvāra,*covering,m Mr̥cch Classical,13019
1302,Indo-Aryan,āraṭati,shrieks,Kathās Medieval,1302
13020,Indo-Aryan,saṁvāraṇa,*putting in order,MBh Epic,13020
13021,Indo-Aryan,saṁvārayati,keeps off,MBh Epic,13021
13026,Indo-Aryan,saṁvēṣṭayati,wraps up; winds round,MBh KātyŚr Epic Early-Vedic,13026
13030,Indo-Aryan,saṁśaya,danger; doubt,m ĀśvGr̥ ĀśvŚr Early-Vedic,13030
13036,Indo-Aryan,saṁsāra,"undergoing transmigration; secular life, the world",m MaitrUp Mn Epic,13036
13039,Indo-Aryan,sáṁskr̩ta,"put together, completed",,13039
1304,Indo-Aryan,āraṇyá,"wild, forest-born; wild animal",RV ChUp Early-Vedic,1304
13041,Indo-Aryan,saṁstabdʰa,supported; firm,MBh Hariv Epic Classical,13041
13042,Indo-Aryan,saṁstara,"layer of grass or leaves, bed, couch",m MBh Epic,13042
13047,Indo-Aryan,saṁstyāna,coagulated; the becoming solid (of foetus),Nir Early-Vedic,13047
13048,Indo-Aryan,*saṁstyāyatē,becomes dense,,13048
13049,Indo-Aryan,saṁstʰá,assembly; standing together,m RV MBh Early-Vedic Epic,13049
13049-2,Indo-Aryan,saṁstʰā́,completion; established order,f TS MBh Early-Vedic Epic,13049
1305,Indo-Aryan,ā́rabʰatē,"seizes; undertakes, begins",RV ŚBr Early-Vedic,1305
1305-2,Indo-Aryan,ārabdʰa,begun,AitBr Early-Vedic,1305
1305-3,Indo-Aryan,ārabʰya,having begun,,1305
13050,Indo-Aryan,*saṁstʰāti,stands together,,13050
13050a,Indo-Aryan,saṁstʰāna,standing firm in battle,n Gaut Early-Vedic,13050a
13051,Indo-Aryan,saṁstʰāpayati,fixes on or in; establishes,Kauś MBh Early-Vedic Epic,13051
13054,Indo-Aryan,*saṁsnāti,bathes,,13054
13054-2,Indo-Aryan,*saṁsnātra,bath,,13054
13057,Indo-Aryan,saṁsmarati,remembers,Mn Epic,13057
1306,Indo-Aryan,ārámaṇa,resting place; pleasure,n TS lex Early-Vedic,1306
13062,Indo-Aryan,saṁsyūta,sewn together,MBh Epic,13062
13062-2,Indo-Aryan,*saṁsīvita,,,13062
13064,Indo-Aryan,saṁhārayati,,caus,13064
13065a,Indo-Aryan,*saṁhēḍati,becomes accustomed to,,13065a
13066,Indo-Aryan,sakála,"with parts, divided; whole",MaitrUp KātyŚr Early-Vedic,13066
13067,Indo-Aryan,sakāla,seasonable,,13067
13068,Indo-Aryan,*sakuṭa,"narrow, tight",,13068
13069,Indo-Aryan,sakti,connexion,f Kir Classical,13069
1307,Indo-Aryan,ārambʰá,beginning,ŚBr Early-Vedic,1307
1307-2,Indo-Aryan,*ārambʰati,,,1307
1307-3,Indo-Aryan,ārámbʰana,seizing; beginning,n AitBr ŚBr Early-Vedic,1307
13070,Indo-Aryan,sáktu,coarsely ground meal,m RV Early-Vedic,13070
13073,Indo-Aryan,saktʰán,"thigh, thighbone",,13073
13074,Indo-Aryan,sákʰi,friend,RV Early-Vedic,13074
13074-2,Indo-Aryan,sakʰī́,woman's confidante; a mistress,f MBh VarBr̥S Epic Classical,13074
13076,Indo-Aryan,sagarbʰā,pregnant,Hariv Classical,13076
13077,Indo-Aryan,*sagr̩hya,neighbouring,,13077
13078,Indo-Aryan,sagōtra,of the same kin; one of the same family,,13078
13079,Indo-Aryan,sagʰana,thick (of hair),ŚārṅgS Medieval,13079
1308,Indo-Aryan,*ārambʰati,"roars, bellows",,1308
1308-2,Indo-Aryan,*ārambʰa,roar,,1308
13080,Indo-Aryan,sagʰnṓti,"is able to bear, is a match for",RV Early-Vedic,13080
13081,Indo-Aryan,*sagʰra,strong,,13081
13082,Indo-Aryan,saŋgá,battle; contact with; addiction to,m RV TS Mn Early-Vedic Epic,13082
13085,Indo-Aryan,sájati,"is attached, embraces",Dhātup Epic,13085
13085-2,Indo-Aryan,*sājayati,,,13085
13085-3,Indo-Aryan,sañjayati,attaches to; couples,Bhag Mn Epic,13085
13085-4,Indo-Aryan,sajyátē,hangs on; is occupied with,MBh ŚBr Epic Early-Vedic,13085
13085-5,Indo-Aryan,saktá,clinging to,AV Early-Vedic,13085
13086,Indo-Aryan,sajātá,kinsman,m RV Early-Vedic,13086
13088,Indo-Aryan,*sajāna,clever,,13088
13088-2,Indo-Aryan,*sajānin,,,13088
13090,Indo-Aryan,sajjana,good man,Mn Epic,13090
13091,Indo-Aryan,sajjayati,"equips, prepares",MBh Epic,13091
13091-2,Indo-Aryan,*sajjayayati,"equips, prepares",caus,13091-2
13093,Indo-Aryan,sajjyatē,"is equipped, is prepared",,13093
13094,Indo-Aryan,*sajjʰila,younger brother,,13094
13095,Indo-Aryan,sajya,strung (of bow),Kauś Early-Vedic,13095
13096,Indo-Aryan,sañcaka,"mould, figure",m Naiṣ Medieval,13096
13097,Indo-Aryan,sañcāna,a kind of bird,m lex,13097
13099,Indo-Aryan,*saṭṭ,sudden movement,,13099
13099-2,Indo-Aryan,*saṭṭakk-,sudden movement,ext:kk,13099-2
131,Indo-Aryan,aŋgāryā́,heap of embers,,131
1310,Indo-Aryan,ā́ravīti,,,1310
1310-2,Indo-Aryan,*āravaṇa,,,1310
13100-2,Indo-Aryan,*saṭṭakk-,slip away,ext:kk,13100-2
13101,Indo-Aryan,*saṭṭa,exchange,,13101
13102,Indo-Aryan,saṭṭa,door-frame,lex,13102
13103,Indo-Aryan,saṇḍʰikā,female camel,f Pañcad Medieval,13103
13106,Indo-Aryan,*satēra,a measure of weight,,13106
13108,Indo-Aryan,satkāra,"hospitality, kind treatment",m Mn Epic,13108
1311,Indo-Aryan,*āraśa,shoulder (blade),,1311
13111,Indo-Aryan,sattvá,"existence, reality; true character; living being, creature",n TS MBh Early-Vedic Epic,13111
13112,Indo-Aryan,satyá,true; truth; promise,n RV AV Early-Vedic,13112
13113,Indo-Aryan,*satyakāra,truthful,,13113
13117,Indo-Aryan,sádana,"coming to rest, seat",n RV Early-Vedic,13117
13117-2,Indo-Aryan,sā́dana,"setting down (of vessels &amp;c.); seat, dwelling",n ŚBr MBh Early-Vedic Epic,13117
13118,Indo-Aryan,sadŕ̩k,like,nom,13118
13119,Indo-Aryan,sadŕ̩kṣa,like,VS Early-Vedic,13119
13120,Indo-Aryan,sadŕ̩śa,"of the same appearance, like",TS Early-Vedic,13120
13120-2,Indo-Aryan,sādr̩śa,,,13120
13123,Indo-Aryan,sadyás,"on the same day, at the very moment",RV Early-Vedic,13123
13123-2,Indo-Aryan,*sadyasara-,"on the same day, at the very moment",ext:ra,13123-2
13124,Indo-Aryan,sadyōja,freshly born,Pāṇ Epic,13124
13126,Indo-Aryan,sanṓti,"wins, gains",RV Early-Vedic,13126
13127,Indo-Aryan,santaka,belonging to; *property,Divyāv Classical,13127
13129,Indo-Aryan,sanná,"dead; sunk, fallen",AV BhP Early-Vedic Medieval,13129
1313,Indo-Aryan,ā́rā,shoemaker's awl,f RV Early-Vedic,1313
13130,Indo-Aryan,sapátnī,co-wife,f RV Early-Vedic,13130
13132,Indo-Aryan,sapatnīduhitr̩,co-wife's daughter,f MW,13132
13133,Indo-Aryan,sapatnīputra,co-wife's son,m MW,13133
13137,Indo-Aryan,*sapānīya,wet,,13137
13139,Indo-Aryan,saptá,7,RV Early-Vedic,13139
1314,Indo-Aryan,*ārātri,"evening; from after night, i.e. morning",,1314
13142,Indo-Aryan,saptácatvāriṁśat,47,ŚBr Early-Vedic,13142
13143,Indo-Aryan,saptatí,70,f RV Early-Vedic,13143
