ID,Language_ID,Form,Gloss,Tags,entry_family_id
4115,Indo-Aryan,*gāḍayati,lets drip,,4115
4116,Indo-Aryan,*gāḍḍa,cart,,4116
4118,Indo-Aryan,gāḍʰa,"dived into; pressed together, thick, firm",Kālid MBh Classical Epic,4118
4119,Indo-Aryan,gāḍʰatara,more intense; more closely packed,Suśr Pañcat Classical,4119
412,Indo-Aryan,apakta,not cooked,,412
4120,Indo-Aryan,*gāṇya,counting,,4120
4121,Indo-Aryan,gā́ti,comes,Naigh Early-Vedic,4121
4122,Indo-Aryan,gātú,going,RV Early-Vedic,4122
4123,Indo-Aryan,gātú,song,RV Early-Vedic,4123
4124,Indo-Aryan,gā́tra,"limb, member of body; body",n RV Mn Early-Vedic Epic,4124
4125,Indo-Aryan,gātraka,body,n Vikr,4125
4125-2,Indo-Aryan,gātrikā,girdle,f,4125
4126,Indo-Aryan,gā́tʰā,song,f,4126
4126-2,Indo-Aryan,gātʰikā,epic song,f Yājñ Classical,4126
4127,Indo-Aryan,gādʰá,ford; shallow,n RV KauṣBr Early-Vedic,4127
413,Indo-Aryan,apakva,"unripe, undigested",Suśr Classical,413
4131,Indo-Aryan,*gāndʰa,perfumed,,4131
4135,Indo-Aryan,gā́yati,sings,RV Early-Vedic,4135
4135-2,Indo-Aryan,gāpayati,,MBh Epic,4135
4137,Indo-Aryan,*gāra,"dripping, oozing",,4137
414,Indo-Aryan,apakṣá,without wings; without followers,AV MBh Early-Vedic Epic,414
4140,Indo-Aryan,gārjara,carrot,m lex,4140
4141,Indo-Aryan,gārbʰa,relating to womb or foetus,Mn Epic,4141
4142,Indo-Aryan,gāla,"flowing, dropping",m W,4142
4143,Indo-Aryan,gālana,straining (fluids),n Nir Early-Vedic,4143
4144,Indo-Aryan,gālayati,"causes to drop, filters, strains, liquefies, melts",Suśr Classical,4144
4145,Indo-Aryan,gāli,abusive speech,f Bhartr̥ Classical,4145
4147,Indo-Aryan,*gāva,ox,m,4147
4147-3,Indo-Aryan,gāvī,,f,4147
4148,Indo-Aryan,*gāvaka,bovine,,4148
4149,Indo-Aryan,*gāvaśāla,cowshed,,4149
4151,Indo-Aryan,gāhá,"depth, innermost recess",RV Early-Vedic,4151
4152,Indo-Aryan,gā́hatē,dives into; roams,AitBr Kālid Early-Vedic Classical,4152
4152-2,Indo-Aryan,gāha,diving into,,4152
4153,Indo-Aryan,*gicc,"press, crowd",,4153
4153-2,Indo-Aryan,*gacc,,,4153
4153-3,Indo-Aryan,*gijj,,,4153
4153-4,Indo-Aryan,*gʰicc,,,4153
4153-5,Indo-Aryan,*gʰacc,,,4153
4153-6,Indo-Aryan,*gʰijj,,,4153
4154,Indo-Aryan,*gicca,neck,,4154
4156,Indo-Aryan,*giñjakā,brick,f,4156
4157,Indo-Aryan,*giḍḍ,fall,,4157
4158,Indo-Aryan,*gidda,"jackal, fox",,4158
4158-2,Indo-Aryan,*giddaḍa-,"jackal, fox",ext:ḍa,4158-2
4159,Indo-Aryan,*girati,"drips, falls",,4159
4161,Indo-Aryan,girí,"rock, mountain",m RV Early-Vedic,4161
4164,Indo-Aryan,gilana,swallowing,n Bhpr Medieval,4164
4166,Indo-Aryan,*gilla,"swelling, goitre",,4166
4167-2,Indo-Aryan,*gītal-,singing,ext:l,4167-2
4168,Indo-Aryan,gīti,singing,f Nir Early-Vedic,4168
417,Indo-Aryan,*apagʰaṭya,to be screened,,417
4170,Indo-Aryan,*gīrti,swallowing,,4170
4171,Indo-Aryan,*guŋga,dumb,,4171
4172,Indo-Aryan,guccʰa,bunch of flowers,m Mn Epic,4172
4173,Indo-Aryan,guñja,humming,,4173
4174,Indo-Aryan,guñja,"bunch, bundle, cluster",,4174
4175,Indo-Aryan,gúñjati,"hums, buzzes",Kālid Classical,4175
4176,Indo-Aryan,guñjā,Abrus precatorius (of which the berry was used as a weight),f Suśr Classical,4176
4176-2,Indo-Aryan,*kuñca,,,4176
4178,Indo-Aryan,*guṭṭʰa,wrist,,4178
418,Indo-Aryan,*apagʰāṭa,cover,,418
4180,Indo-Aryan,*guḍ,rumble,,4180
4181,Indo-Aryan,guḍá,"globe, ball",MBh Epic,4181
4182,Indo-Aryan,guḍá,"boiled sugarcane juice, molasses",,4182
4189,Indo-Aryan,*guḍḍa,"doll, effigy",,4189
419,Indo-Aryan,apagʰāṭayati,shuts up,MW,419
4190,Indo-Aryan,guṇá,"single thread or strand of a cord, rope; species, quality, good quality",m TS Mn Early-Vedic Epic,4190
4191,Indo-Aryan,guṇáyati,advises,,4191
4192,Indo-Aryan,guṇin,endowed with good qualities,ŚvetUp Epic,4192
4193,Indo-Aryan,guṇḍaka,"dust, powder",m,4193
4194,Indo-Aryan,gudá,"intestine, anus; bowels",m TS RV Early-Vedic,4194
4196,Indo-Aryan,*gudarandʰrā,anus,,4196
4197,Indo-Aryan,*gudda,"pith, core",,4197
4197-2,Indo-Aryan,*gidda-,,,4197
4198,Indo-Aryan,*gudya,entrails,,4198
4199,Indo-Aryan,gundra,Saccharum sara,m lex,4199
4199-2,Indo-Aryan,guṇḍa,Scirpus kysoor,m,4199
4199-3,Indo-Aryan,*kūndrā,,,4199
420,Indo-Aryan,*apacitta,without thought,,420
420-2,Indo-Aryan,*apacinta,,,420
4201,Indo-Aryan,guptá,protected; concealed,AV Bhartr̥ Early-Vedic Classical,4201
4202,Indo-Aryan,gúpti,protection; rampart,f AV R Early-Vedic Epic,4202
4203,Indo-Aryan,*guppʰa,something strung together,,4203
4203-2,Indo-Aryan,gumpʰa,"stringing a garland, a whisker",m lex,4203
4204,Indo-Aryan,*guppʰā,cave,,4204
4205,Indo-Aryan,gupʰáti,strings together,Pāṇ Epic,4205
4205-2,Indo-Aryan,gumpʰáti,,,4205
4205-3,Indo-Aryan,*gōpʰayati,,,4205
4205-4,Indo-Aryan,*guptʰa,,pp,4205
4206,Indo-Aryan,gumpʰana,,n,4206
4206-2,Indo-Aryan,*gōppʰanā,,,4206
4207,Indo-Aryan,*guragura,growl,,4207
4208,Indo-Aryan,gurátē,raises,Dhātup Epic,4208
4209,Indo-Aryan,gurú,heavy,RV Early-Vedic,4209
4210a,Indo-Aryan,*gurjarakēṭṭa,son of a Gurjara,,4210a
4214,Indo-Aryan,*gulu,"wrist, ankle",,4214
4215,Indo-Aryan,gúlgulu,bdellium,n TS Early-Vedic,4215
4216,Indo-Aryan,gulpʰá,ankle,m AV Early-Vedic,4216
4217,Indo-Aryan,gúlma,"clump of trees; enlargement of spleen, any glandular enlargement of abdomen",m VS Suśr Early-Vedic Classical,4217
4219,Indo-Aryan,guvāka,betelnut tree Areca catechu,,4219
422,Indo-Aryan,apaccʰāyā,unlucky shadow,f MW,422
4220,Indo-Aryan,gúhā,"hiding place, cave",VS Early-Vedic,4220
4222,Indo-Aryan,gúhya,secret; a secret; pudenda,RV MBh Suśr Early-Vedic Epic Classical,4222
4223,Indo-Aryan,gūḍʰá,hidden,,4223
4224,Indo-Aryan,*gūḍʰa,tied,,4224
4225,Indo-Aryan,gūtʰa,excrement,m lex,4225
4225-2,Indo-Aryan,*gūttʰa,,,4225
4226,Indo-Aryan,*gūniya,mason's square,,4226
4228,Indo-Aryan,*gr̩ta,said,,4228
4229,Indo-Aryan,gr̩ddʰa,longing for,MBh Epic,4229
4230,Indo-Aryan,*gr̩dʰati,desires,,4230
4231,Indo-Aryan,gŕ̩dʰya,greedy (?),,4231
4233,Indo-Aryan,gŕ̩dʰra,desiring greedily; vulture,RV Early-Vedic,4233
4234,Indo-Aryan,*gr̩nti,counting,,4234
4236,Indo-Aryan,gr̩bʰāyáti,"takes, seizes",RV Early-Vedic,4236
4236-2,Indo-Aryan,gr̩hṇā́ti,,,4236
4236-3,Indo-Aryan,*grahati,,,4236
4237,Indo-Aryan,gŕ̩bʰi,holder (?),AV Early-Vedic,4237
424,Indo-Aryan,ápatya,offspring,n RV Early-Vedic,424
424-2,Indo-Aryan,*apatiya,,,424
4244,Indo-Aryan,gr̩hastʰa,householder,m Gaut Early-Vedic,4244
4245,Indo-Aryan,gr̩hín,possessing a house,TS Early-Vedic,4245
4245-2,Indo-Aryan,gr̩hiṇī,"mistress of a house, wife",f,4245
4248,Indo-Aryan,gēnduka,,,4248
4248-2,Indo-Aryan,gēṇḍu,,,4248
4248-3,Indo-Aryan,*gēḍḍa-,,,4248
4248-4,Indo-Aryan,*ganduka,pillow,Pañcat Classical,4248
4249,Indo-Aryan,gḗya,"to be sung; singing, song",Pāṇ MBh Epic,4249
4250,Indo-Aryan,*gērāṭa,dove (?),,4250
4251,Indo-Aryan,gēhá,house,n VS Early-Vedic,4251
4255,Indo-Aryan,gṓ,ox; cow,m f RV Early-Vedic,4255
4256,Indo-Aryan,gōkarṇa,the deer Antilope picta,m R Epic,4256
4259,Indo-Aryan,gōkula,"herd of cows, cowhouse, cattle-station",n MBh Epic,4259
4262,Indo-Aryan,*gōgūtʰa,cowdung,,4262
4263,Indo-Aryan,*gōgrāmaka,belonging to a herd of cattle,,4263
4268,Indo-Aryan,*gōcīra,strip of leather,,4268
4269,Indo-Aryan,gōccʰā,furrow of upper lip,f VarBr̥S Classical,4269
427,Indo-Aryan,*apadēśya,foreign,,427
4270,Indo-Aryan,gōjihvikā,a partic. kind of plant,,4270
4271,Indo-Aryan,*gōṭṭa,something round,,4271
4272,Indo-Aryan,*gōḍḍa,"foot, leg, knee",,4272
4273,Indo-Aryan,*gōḍḍadāman,foot rope,,4273
4273-2,Indo-Aryan,*gōḍḍadāmana,,,4273
4273-3,Indo-Aryan,*gōḍḍadāmara,,,4273
4275,Indo-Aryan,gōṇī́,sack,f Pāṇ Epic,4275
4277,Indo-Aryan,gōṇḍa,a fleshy navel,lex,4277
4279,Indo-Aryan,gōtrá,"cowpen, enclosure; family, clan",n RV ChUp Early-Vedic,4279
4279-2,Indo-Aryan,gōtraka,family,n Yājñ Classical,4279
428,Indo-Aryan,ápadravati,runs away,ŚBr Early-Vedic,428
428-2,Indo-Aryan,apadrāvayati,,caus,428
4281,Indo-Aryan,gōtrin,relative,m,4281
4282,Indo-Aryan,*gōtvacikā,cow-hide,,4282
4284,Indo-Aryan,*gōddī,lap,,4284
4286,Indo-Aryan,gōdʰā́,a big kind of lizard,f,4286
4286-2,Indo-Aryan,gōdʰikā,a kind of lizard or alligator,f Kād Medieval,4286
4286-3,Indo-Aryan,gaudʰēra,iguana,m lex,4286
4287,Indo-Aryan,gōdʰū́ma,wheat,VS Early-Vedic,4287
4288,Indo-Aryan,gōnasá,a kind of large snake,m Suśr Classical,4288
429,Indo-Aryan,apadʰārayati,*holds away,,429
4291,Indo-Aryan,gōpayati,guards; hides,ŚāṅkhŚr Mn Late-Vedic Epic,4291
4293,Indo-Aryan,gōpālá,cowherd,m VS Early-Vedic,4293
4295,Indo-Aryan,gōpita,guarded; kept secret,MBh Kathās Epic Medieval,4295
4296,Indo-Aryan,*gōpp,pierce,,4296
4296-2,Indo-Aryan,*gʰōpp,,,4296
4297,Indo-Aryan,gōpyatē,is preserved,MBh Epic,4297
43,Indo-Aryan,ákṣi,eye,n RV Early-Vedic,43
4306,Indo-Aryan,gōmūtra,cow's urine,n Kāṭh Early-Vedic,4306
4306-2,Indo-Aryan,gōmitra,,n,4306
4308,Indo-Aryan,gōyukta,yoked to oxen,,4308
4309,Indo-Aryan,gōyugá,a yoke of cattle,n MBh Epic,4309
4310,Indo-Aryan,gōrakṣa,cowherd,m lex,4310
4310-2,Indo-Aryan,*gōrakṣin,,,4310
4312,Indo-Aryan,gōrasa,"cow's milk; curdled milk, buttermilk",m MBh lex Epic,4312
4313,Indo-Aryan,gōrūpá,cow-shaped,AV Early-Vedic,4313
4314,Indo-Aryan,gōrda,brain,n W,4314
4314-2,Indo-Aryan,*kōḍḍa,,,4314
4315,Indo-Aryan,*gōrdʰava,"lord of the cow, bull",,4315
4320,Indo-Aryan,*gōl,look for,,4320
4320-2,Indo-Aryan,*gōll,look for,,4320
4321,Indo-Aryan,gōla,ball,BhP Medieval,4321
4321-2,Indo-Aryan,*gōḍa,,,4321
4325,Indo-Aryan,*gōlla,slave,,4325
4327,Indo-Aryan,gōvāṭa,hurdle for cattle,m Hariv Classical,4327
433,Indo-Aryan,apamāna,"disrespect, disgrace",m R Epic,433
4331,Indo-Aryan,gōvr̩nda,herd of cows,n lex,4331
4333,Indo-Aryan,gōśakr̩t,cowdung,n,4333
4333-2,Indo-Aryan,*gōśakara,,,4333
4335,Indo-Aryan,*gōśrayaṇa,cow-house,,4335
4335-2,Indo-Aryan,aka,,,4335
4336,Indo-Aryan,gōṣṭʰá,cow-house; meeting place,m RV MBh Early-Vedic Epic,4336
4336-2,Indo-Aryan,*gōstʰa,,,4336
4338,Indo-Aryan,gōṣṭʰā́na,serving as an abode for cows,VS Early-Vedic,4338
4338-2,Indo-Aryan,gōstʰāna,cow station,n Hariv Classical,4338
4338a,Indo-Aryan,gōṣṭʰika,relating to a society,Pañcat Classical,4338a
4339,Indo-Aryan,gōṣṭʰī,"assembly, meeting place",f MBh Epic,4339
434,Indo-Aryan,ápara,"posterior; different, other",RV ŚBr Early-Vedic,434
434-2,Indo-Aryan,*aparīya,,,434
434-3,Indo-Aryan,áparam,,RV Early-Vedic,434
4342,Indo-Aryan,gōsvāmin,owner of cows; religious mendicant,m Mn Vop Epic Medieval,4342
4343,Indo-Aryan,gṓha,hiding-place,m RV Early-Vedic,4343
4344,Indo-Aryan,gauḍa,prepared from molasses; sweetmeats,MBh R Epic,4344
4344-2,Indo-Aryan,gauḍika,,Suśr Classical,4344
4345,Indo-Aryan,gaurá,"white, yellowish, pale red",RV Early-Vedic,4345
4346,Indo-Aryan,gauravá,weight; venerableness,n MBh Epic,4346
4346-2,Indo-Aryan,*gārava,,,4346
4347a,Indo-Aryan,*graḍḍʰa,,,4347a
4348,Indo-Aryan,gratʰna,bunch,m Gobh Early-Vedic,4348
4349,Indo-Aryan,gratʰnā́ti,"ties, fastens",TS Early-Vedic,4349
4350,Indo-Aryan,grantʰa,knot; book,m TS MBh Early-Vedic Epic,4350
4353,Indo-Aryan,grantʰáyati,ties,MBh Epic,4353
4354,Indo-Aryan,grantʰí,"knot, bunch, protuberance; joint; swelling or hardening of the vessels of the body",m RV Prab Suśr Early-Vedic Medieval Classical,4354
4358,Indo-Aryan,*grava,branch,,4358
4362,Indo-Aryan,grastr̩,swallower (of sun or moon),m Hariv Classical,4362
4363,Indo-Aryan,gráha,as much as can be taken; seizing,m RV MBh Early-Vedic Epic,4363
4363-4,Indo-Aryan,*grahala-,as much as can be taken; seizing,ext:la,4363-4
4364,Indo-Aryan,gráhaṇa,"seizing, holding; putting on (clothes); eclipse of sun or moon",n ŚBr MBh Yājñ Early-Vedic Epic Classical,4364
4366,Indo-Aryan,grahila,possessed by an evil spirit,lex,4366
4368,Indo-Aryan,grā́ma,"troop, village",m RV Early-Vedic,4368
4371,Indo-Aryan,*grāmadāra,village boy,,4371
4375,Indo-Aryan,grāmāntá,border of a village,m ŚBr Early-Vedic,4375
4375-2,Indo-Aryan,grā- māntīya,place near a village,n Mn Epic,4375
4376,Indo-Aryan,*grāmārdʰa,vicinity of village,,4376
4376-2,Indo-Aryan,*grāmārdʰin,neighbour,,4376
4378,Indo-Aryan,grā́van,"stone for pressing soma; stone, rock",m RV MBh Early-Vedic Epic,4378
4379,Indo-Aryan,grāsa,mouthful,m Mn Epic,4379
438,Indo-Aryan,aparaśvas,the day after tomorrow,adv Gobh Early-Vedic,438
4380,Indo-Aryan,grāsáyati,causes to swallow,ŚBr Early-Vedic,4380
4382,Indo-Aryan,grāhá,seizing; handle of sword; rapacious animal living in the water,RV Yājñ lex Mn Early-Vedic Classical Epic,4382
4383,Indo-Aryan,grāhayati,causes to be taken; makes learn,Yājñ Classical,4383
4385,Indo-Aryan,grāhyá,to be seized,RV Early-Vedic,4385
4386,Indo-Aryan,*grilla,"wet, damp",,4386
4387,Indo-Aryan,grīvā́,nape of neck,f RV Early-Vedic,4387
4388,Indo-Aryan,*grīvāŋkuṭa,neck-angle,,4388
439,Indo-Aryan,aparādʰa,offence,m KātyŚr Early-Vedic,439
4390,Indo-Aryan,*grīvābandʰa,neck band,,4390
4391,Indo-Aryan,grīṣmá,summer; summer-heat,m RV Pañcat Early-Vedic Classical,4391
4391-2,Indo-Aryan,*grīṣman,,,4391
4392,Indo-Aryan,grīṣmakāla,the hot season,m W,4392
4393a,Indo-Aryan,*grucyati,"goes, moves",Dhātup Epic,4393a
4395,Indo-Aryan,*graivakaṭa,neck-ring,,4395
4396,Indo-Aryan,*graíviya,relating to the neck,,4396
4397,Indo-Aryan,*graiviyāŋka,necklace,,4397
44,Indo-Aryan,akṣibʰruva,the eyes and the brows,n Pāṇ Epic,44
440,Indo-Aryan,áparādʰyati,misses aim,AV Early-Vedic,440
440-2,Indo-Aryan,aparāddʰa,,,440
4401,Indo-Aryan,glāní,exhaustion; depression of mind; sickness,,4401
4402,Indo-Aryan,gʰa,,,4402
4403,Indo-Aryan,*gʰaggʰara,waterpot,,4403
4406,Indo-Aryan,gʰaṭa,pot,Mn Epic,4406
4406-2,Indo-Aryan,gʰaṭī,"pot, water-clock, period of 24 minutes",f lex,4406
4406-3,Indo-Aryan,*gʰaṭaulla-,pot,ext:ulla,4406-3
4407,Indo-Aryan,gʰáṭaṭē,is busy with; happens,MBh BhP Epic Medieval,4407
4411,Indo-Aryan,gʰaṭā,"collection, mass",f BhP Medieval,4411
4411-2,Indo-Aryan,*gʰāṭā,,,4411
4411-3,Indo-Aryan,*gʰaṭṭa,,,4411
4413,Indo-Aryan,*gʰaṭītāḍa,striking the time,,4413
4414,Indo-Aryan,gʰaṭṭa,"landing place, quay, ferry",,4414
4415,Indo-Aryan,*gʰaṭṭati,"decreases, is wanting",,4415
4417,Indo-Aryan,gʰaṭṭáyati,"rubs, touches, shakes",Suśr Classical,4417
4417-2,Indo-Aryan,*gʰōṭṭ,,,4417
4418,Indo-Aryan,*gʰaṭyatē,"is joined, is procured",,4418
4419,Indo-Aryan,*gʰaḍagʰaḍa,gurgling or rattling noise,,4419
4420,Indo-Aryan,*gʰaṇṭa,throat,,4420
4421,Indo-Aryan,gʰaṇṭā,bell,f MBh Epic,4421
4422,Indo-Aryan,gʰaṇṭika,alligator,m Bhpr Medieval,4422
4423,Indo-Aryan,gʰaná,"killing; club, hammer",RV AV Early-Vedic,4423
4424,Indo-Aryan,gʰaná,"compact, firm, dense; densely filled, deep (of sound or colour); any compact mass; cloud",Suśr MBh ŚBr Classical Epic Early-Vedic,4424
4425,Indo-Aryan,*gʰanagʰana,"tinkle, clang",,4425
4427,Indo-Aryan,*gʰabbʰara,confused,,4427
4427-2,Indo-Aryan,*gʰabbʰaḍa,,,4427
4428,Indo-Aryan,gʰara,,,4428
4429,Indo-Aryan,*gʰarakarmin,house builder,,4429
4431,Indo-Aryan,*gʰaragōlī,house lizard,,4431
4432,Indo-Aryan,*gʰaragʰara,"grunt, rumble",,4432
4433,Indo-Aryan,*gʰaradvāra,house-door,,4433
4435,Indo-Aryan,*gʰarapāla,house guardian,,4435
4441,Indo-Aryan,*gʰarāyatana,house and home,,4441
4442,Indo-Aryan,gʰariṇī,householder's wife,f Divyāv Classical,4442
4443,Indo-Aryan,*gʰarga,gurgling sound of water,,4443
4444,Indo-Aryan,gʰargʰarī,girdle of small bells worn by women,f Bhojap,4444
4445,Indo-Aryan,gʰarmá,heat; sweat,m RV lex Early-Vedic,4445
4448,Indo-Aryan,gʰarṣa,friction,m R Epic,4448
4450,Indo-Aryan,gʰárṣati,rubs; rubs oneself,tr MBh Epic,4450
4450-2,Indo-Aryan,*gʰr̩ṣati,,,4450
4450-3,Indo-Aryan,gʰr̩ṣyatẽ,is rubbed,Pañcat Classical,4450
4451,Indo-Aryan,*gʰarṣṭra,"grindstone, mill",,4451
4453,Indo-Aryan,*gʰala,stream,,4453
4454,Indo-Aryan,*gʰalati,flows,,4454
4454-2,Indo-Aryan,*gʰalita,,,4454
4454-3,Indo-Aryan,*gʰalana,,,4454
4455,Indo-Aryan,*gʰalati,stream,,4455
4456,Indo-Aryan,*gʰalōdaka,river water,,4456
4457,Indo-Aryan,*gʰalyati,pours,,4457
4459,Indo-Aryan,gʰāṭā,nape of neck,Suśr Classical,4459
4459-2,Indo-Aryan,*gʰaṭṭā,,,4459
446,Indo-Aryan,apalāpayatē,deceives,Bhaṭṭ Classical,446
4460,Indo-Aryan,gʰāta,"killing; blow, bruise",m Mn MBh Epic,4460
4461,Indo-Aryan,gʰātaka,killing,MBh Epic,4461
4463,Indo-Aryan,gʰātayati,"causes to be killed, kills",Mn Epic,4463
4467,Indo-Aryan,*gʰāna,filling,,4467
4468,Indo-Aryan,gʰāra,sprinkling,m lex,4468
4468-2,Indo-Aryan,*gʰāla,,,4468
4469,Indo-Aryan,gʰārayati,besprinkles,Dhātup Epic,4469
4469-2,Indo-Aryan,*gʰālayati,,,4469
447,Indo-Aryan,*apalīyatē,is hidden,,447
447-2,Indo-Aryan,*apalāyayati,hides,,447
4470,Indo-Aryan,*gʰārayati,causes to turn,,4470
4470-2,Indo-Aryan,*gʰārita,,,4470
4471,Indo-Aryan,gʰāsá,"food, pasture grass",m AV Early-Vedic,4471
4472,Indo-Aryan,*gʰicca,neck,,4472
4472-2,Indo-Aryan,*gʰiñca,,,4472
4472-3,Indo-Aryan,*gʰēñcu,,,4472
4474,Indo-Aryan,*gʰir,go round,,4474
4474-2,Indo-Aryan,*gʰēr,"make go round, surround",tr,4474
4475,Indo-Aryan,*gʰīcc,drag,,4475
4477,Indo-Aryan,*gʰuŋgʰura,bell,,4477
4477-2,Indo-Aryan,*gʰiŋgʰira,,,4477
4479,Indo-Aryan,gʰuṭa,,m,4479
4479-2,Indo-Aryan,gʰuṇṭa,,,4479
4479-3,Indo-Aryan,*gʰuṭṭa,,,4479
4479-4,Indo-Aryan,*gʰōṭṭa,,,4479
4481,Indo-Aryan,*gʰuṭṭ,"gulp, swallow",,4481
4481-2,Indo-Aryan,*gʰuṭṭakk-,"gulp, swallow",ext:kk,4481-2
4482,Indo-Aryan,gʰuṇa,wood-worm,m Suśr Classical,4482
4483,Indo-Aryan,*gʰuṇṭa,"knot, tag, button",,4483
4484,Indo-Aryan,*gʰumba,head covering,,4484
4484-2,Indo-Aryan,*gʰumbapaṭṭa,,,4484
4485,Indo-Aryan,*gʰummati,revolves,,4485
4485-2,Indo-Aryan,*gʰumati,,,4485
4486,Indo-Aryan,gʰuragʰurāyatē,"gurgles, snorts",Car Epic,4486
4487,Indo-Aryan,gʰúrati,cries out frighteningly,Dhātup Epic,4487
4487-2,Indo-Aryan,*gʰōrati,,aor,4487
4487-3,Indo-Aryan,*gʰurakkati,cries out frighteningly,ext:kk,4487-3
4488,Indo-Aryan,*gʰurati,revolves,,4488
4490,Indo-Aryan,gʰuṣṭa,shouted,,4490
4492,Indo-Aryan,*gʰuss,"thrust in, pierce",,4492
4493,Indo-Aryan,*gʰuss,err,,4493
4494,Indo-Aryan,gʰūka,owl,m Subh Medieval,4494
4495,Indo-Aryan,*gʰūḍa,manure,,4495
4496-2,Indo-Aryan,*gʰūrakk-,frown,ext:kk,4496-2
4497,Indo-Aryan,gʰū́rṇati,"moves to and fro, rolls about, is agitated",MBh Epic,4497
4498,Indo-Aryan,*gʰūssa,blow with fist,,4498
4499,Indo-Aryan,*gʰūssā,a present,,4499
450,Indo-Aryan,apavaraka,inner apartment,m Kathās Medieval,450
4500,Indo-Aryan,gʰr̩ṇá,heat,m RV Early-Vedic,4500
4500a,Indo-Aryan,gʰr̩ṇi,sunshine; day (as opposed to night); ray of light; flame,m RV Hariv lex Early-Vedic Classical,4500a
4501,Indo-Aryan,gʰr̩tá,"fluid grease, clarified butter or ghee",n RV Early-Vedic,4501
4502,Indo-Aryan,gʰr̩tapūra,"sweetmeat of flour, milk, coconut and ghee",m Suśr Classical,4502
4505,Indo-Aryan,gʰr̩távant,abounding in ghee,RV Early-Vedic,4505
4506,Indo-Aryan,gʰr̩tastṓ,drops of ghee,pl,4506
4509,Indo-Aryan,*gʰr̩pta,taken,,4509
4510,Indo-Aryan,gʰr̩ṣṭa,"rubbed, pounded; frayed, sore",Suśr MBh Classical Epic,4510
4513,Indo-Aryan,*gʰēṇṭu,neck,,4513
4514,Indo-Aryan,gʰōŋgʰa,shell,m lex Suśr Classical,4514
4514-2,Indo-Aryan,*gʰōggʰa,,,4514
4514-3,Indo-Aryan,*gōgga,,,4514
4515,Indo-Aryan,*gʰōcc,pierce,,4515
4516,Indo-Aryan,gʰōṭa,horse,m ĀpŚr Early-Vedic,4516
4519,Indo-Aryan,*gʰōṭāgāra,horse stable,n,4519
452,Indo-Aryan,ápavartatē,turns back,RV Early-Vedic,452
452-2,Indo-Aryan,apavr̩tti,,f,452
4522,Indo-Aryan,gʰōrá,awful; frightful,RV AV Early-Vedic,4522
4525,Indo-Aryan,*gʰōla,nest,,4525
4526,Indo-Aryan,gʰōlayati,"mixes, stirs together",,4526
4528,Indo-Aryan,gʰṓṣa,noise; sound of words at a distance; station of herdsmen; herdsmen,m pl RV ŚBr MBh Early-Vedic Epic,4528
4530,Indo-Aryan,*gʰraṇiṣya,sun's heat,,4530
4531,Indo-Aryan,gʰrāṇá,smelling; smell; nose,n ŚBr ŚāṅkhGr̥ ChUp Early-Vedic,4531
4532,Indo-Aryan,*gʰrāṇā,heat,,4532
4533,Indo-Aryan,ca,and,RV Early-Vedic,4533
4534,Indo-Aryan,*ca-uḍa,"wide, open",,4534
4535,Indo-Aryan,cákati,is satisfied,Dhātup Epic,4535
4535-2,Indo-Aryan,*cakyati,,,4535
4535-3,Indo-Aryan,*cākayati,,,4535
4536,Indo-Aryan,cákōra,the red partridge Perdix rufa,m MBh Epic,4536
4536-2,Indo-Aryan,*cakkōra,,,4536
4536-3,Indo-Aryan,*caŋkōra,,,4536
4537,Indo-Aryan,*cakyatē,is frightened,,4537
4538,Indo-Aryan,cakrá,wheel; potter's wheel; oil mill; circle,m RV ŚBr Mn R Early-Vedic Epic,4538
4539,Indo-Aryan,cakraka,circular,W,4539
454,Indo-Aryan,ápavartayati,turns away from,tr RV Early-Vedic,454
454-2,Indo-Aryan,apavr̩tta- 'reversed',,ŚāṅkhŚr Late-Vedic,454
4548,Indo-Aryan,*cakrala,circular,,4548
4551,Indo-Aryan,cakravāká,the ruddy goose Anas casarca,m RV Early-Vedic,4551
4554,Indo-Aryan,cakriṇī,having a wheel; snake,f,4554
4555,Indo-Aryan,cakríya,pertaining to wheels; *circular,RV Early-Vedic,4555
4557,Indo-Aryan,*cakṣati,tastes,,4557
4558,Indo-Aryan,cákṣatē,seems,,4558
456,Indo-Aryan,apavāda,speaking evil of,m R Epic,456
4560,Indo-Aryan,cákṣus,eye,n RV Early-Vedic,4560
4561,Indo-Aryan,*cagʰyati,strives after,,4561
4564,Indo-Aryan,caŋga,of good understanding; handsome,Kathās lex Medieval,4564
4565,Indo-Aryan,caŋgērī,basket,f,4565
4567,Indo-Aryan,cañcarīti,moves rapidly or repeatedly,MBh Epic,4567
4569,Indo-Aryan,cañcu,beak,f Pañcat Classical,4569
4569-2,Indo-Aryan,*cuñca-,,,4569
4569-3,Indo-Aryan,*cōñca,,,4569
4569-4,Indo-Aryan,*cucca-,,,4569
457,Indo-Aryan,*apavārayati,"wards off, protects",,457
4570,Indo-Aryan,*caṭa,crackle,,4570
4571,Indo-Aryan,caṭaka,sparrow,m MBh Epic,4571
4571-2,Indo-Aryan,*ciṭaka,,,4571
4573,Indo-Aryan,*caṭṭ,"lick, taste",,4573
4576,Indo-Aryan,*caṭyatē,is broken,,4576
4578,Indo-Aryan,*caḍʰati,rises,,4578
4578-2,Indo-Aryan,*caḍʰyati,,,4578
