head_id,family_id,head,family,rule
2061-6,2061,*udrēcyatē,údricyatē,explicitly linked numbered CDIAL subhead
2062-2,2062,*udrēṣayati,*udriṣati,explicitly linked numbered CDIAL subhead
2063-2,2063,*udrīṇa,*udrīyatē,explicitly linked numbered CDIAL subhead
2063-3,2063,*udrēpayati,*udrīyatē,explicitly linked numbered CDIAL subhead
2064-2,2064,*udrūḍʰa,*udruhati,explicitly linked numbered CDIAL subhead
2069-2,2069,udvāpayati,údvapati,explicitly linked numbered CDIAL subhead
2071-2,2071,udvr̩tta,údvartatē,explicitly linked numbered CDIAL subhead
2071-3,2071,údvartayati,údvartatē,explicitly linked numbered CDIAL subhead
2081-2,2081,údvāpayati,údvāyati,explicitly linked numbered CDIAL subhead
2081-3,2081,udvāna,údvāyati,explicitly linked numbered CDIAL subhead
2087-2,2087,udvigna,údvijatē,explicitly linked numbered CDIAL subhead
2091-2,2091,udvēṣṭana,udvēṣṭatē,explicitly linked numbered CDIAL subhead
2092-2,2092,*ud-hanna,*ud-hadati,explicitly linked numbered CDIAL subhead
2095-2,2095,indūra,undura,explicitly linked numbered CDIAL subhead
2096-2,2096,*unda,unna,explicitly linked numbered CDIAL subhead
2101-2,2101,únnīta,únnayati,explicitly linked numbered CDIAL subhead
211-2,211,*atirikṇa,átirikta,explicitly linked numbered CDIAL subhead
2110-2,2110,*unmagna,únmajjati,explicitly linked numbered CDIAL subhead
2113-2,2113,unmatʰayati,*unmatʰyatē,explicitly linked numbered CDIAL subhead
2113-3,2113,*unmātʰayati,*unmatʰyatē,explicitly linked numbered CDIAL subhead
2114-2,2114,unmāda,unmada,explicitly linked numbered CDIAL subhead
2119-2,2119,*unmālayati,*unmalati,explicitly linked numbered CDIAL subhead
2124-2,2124,*unmāpayati,*unmāyatē,explicitly linked numbered CDIAL subhead
2129-2,2129,*unmīlyatē,unmīlayati,explicitly linked numbered CDIAL subhead
2135-2,2135,*unmrakṣaṇa,*unmrakṣati,explicitly linked numbered CDIAL subhead
2151-2,2151,*upakṣakta,*upakṣajyati,explicitly linked numbered CDIAL subhead
2151-3,2151,*upakṣājayati,*upakṣajyati,explicitly linked numbered CDIAL subhead
2156-2,2156,*upagʰr̩pta,*upagr̩bʰāyati,explicitly linked numbered CDIAL subhead
2166-2,2166,upacita,upacīyatē,explicitly linked numbered CDIAL subhead
2171-2,2171,*upajñāna,upajñā,explicitly linked numbered CDIAL subhead
2178-2,2178,uddēhikā,upadī́ka,explicitly linked numbered CDIAL subhead
2178-3,2178,upadēhikā,upadī́ka,explicitly linked numbered CDIAL subhead
2181-2,2181,*upadrā- vayati,úpadravati,explicitly linked numbered CDIAL subhead
2189-2,2189,*upapātayati,úpapatati,explicitly linked numbered CDIAL subhead
2191-2,2191,upapanna,úpapadyatē,explicitly linked numbered CDIAL subhead
2198-2,2198,*upabadʰyatē,upabandʰati,explicitly linked numbered CDIAL subhead
2204-2,2204,*upamuñcana,úpamuñcatē,explicitly linked numbered CDIAL subhead
2208-2,2208,*uparalla,upara,explicitly linked numbered CDIAL subhead
221-2,221,*adda,*atta,explicitly linked numbered CDIAL subhead
222-2,222,*addā,attā,explicitly linked numbered CDIAL subhead
2221-2,2221,uparudʰyatē,uparundʰati,explicitly linked numbered CDIAL subhead
2223-2,2223,*upalla,úpala,explicitly linked numbered CDIAL subhead
2223-3,2223,*pala,úpala,explicitly linked numbered CDIAL subhead
2226-2,2226,upalakṣita,upalakṣayati,explicitly linked numbered CDIAL subhead
2227-2,2227,*upalagna,*upalagati,explicitly linked numbered CDIAL subhead
2263-2,2263,*upaskatta,*upaskadati,explicitly linked numbered CDIAL subhead
2266-2,2266,upaṣṭambʰa,upastambʰa,explicitly linked numbered CDIAL subhead
2269-2,2269,upastáraṇa,*upastarati,explicitly linked numbered CDIAL subhead
2269-3,2269,*upastr̩ta,*upastarati,explicitly linked numbered CDIAL subhead
226a-2,226a,*atyōṣati,*atyuṣati,explicitly linked numbered CDIAL subhead
226a-3,226a,*atyuṣyatē,*atyuṣati,explicitly linked numbered CDIAL subhead
227-2,227,*átiyēti,átyēti,explicitly linked numbered CDIAL subhead
2277-2,2277,*upasmārayati,úpasmarati,explicitly linked numbered CDIAL subhead
2312-2,2312,*upālābʰayati,upā́labʰatē,explicitly linked numbered CDIAL subhead
2313-2,2313,*upālābʰana,*upālabʰana,explicitly linked numbered CDIAL subhead
2319-2,2319,upēkṣā,úpēkṣatē,explicitly linked numbered CDIAL subhead
2325-2,2325,upēta,úpaiti,explicitly linked numbered CDIAL subhead
2326-2,2326,*upōna,upōta,explicitly linked numbered CDIAL subhead
2329-2,2329,*vupta,uptá,explicitly linked numbered CDIAL subhead
2330-2,2330,*upparalla,*uppara,explicitly linked numbered CDIAL subhead
2335-2,2335,*vupyatē,upyátē,explicitly linked numbered CDIAL subhead
2338-2,2338,*ubbār,*ubbar,explicitly linked numbered CDIAL subhead
2344-2,2344,*ummaḍḍ,*ummaḍ,explicitly linked numbered CDIAL subhead
2344-3,2344,*ummāḍ,*ummaḍ,explicitly linked numbered CDIAL subhead
2345-2,2345,*ummār,*ummar,explicitly linked numbered CDIAL subhead
2346-2,2346,*ummāl,*ummal,explicitly linked numbered CDIAL subhead
2360-2,2360,*ulukkʰala,ulū́kʰala,explicitly linked numbered CDIAL subhead
2360-3,2360,udūkʰala,ulū́kʰala,explicitly linked numbered CDIAL subhead
2360-4,2360,*udukkʰala,ulū́kʰala,explicitly linked numbered CDIAL subhead
2366-2,2366,ullaŋgʰita,ullaŋgʰayati,explicitly linked numbered CDIAL subhead
2368-2,2368,*ullaṭyatē,*ullaṭati,explicitly linked numbered CDIAL subhead
2368-3,2368,*ullāṭayati,*ullaṭati,explicitly linked numbered CDIAL subhead
2373-2,2373,*ullālayati,ullalati,explicitly linked numbered CDIAL subhead
2373-3,2373,*ullālita,ullalati,explicitly linked numbered CDIAL subhead
2375-2,2375,ullāsayati,ullasati,explicitly linked numbered CDIAL subhead
2375-3,2375,ullāsa,ullasati,explicitly linked numbered CDIAL subhead
2375-4,2375,ullāsin,ullasati,explicitly linked numbered CDIAL subhead
2394-2,2394,*uṣṇāpana,uṣṇayati,explicitly linked numbered CDIAL subhead
2400-2,2400,*vūḍʰa,ūḍʰá,explicitly linked numbered CDIAL subhead
2402-2,2402,*ōṇḍa,*ūṇḍa,explicitly linked numbered CDIAL subhead
2402-3,2402,*avōṇḍa,*ūṇḍa,explicitly linked numbered CDIAL subhead
2442-2,2442,*ūṣmā- yita,ūṣmāyatē,explicitly linked numbered CDIAL subhead
2457-2,2457,ŕ̩dʰyati,r̩dʰáti,explicitly linked numbered CDIAL subhead
2457-3,2457,r̩ddʰa,r̩dʰáti,explicitly linked numbered CDIAL subhead
2457-4,2457,ŕ̩dʰyati,r̩dʰáti,explicitly linked numbered CDIAL subhead
2457-5,2457,r̩ddʰa,r̩dʰáti,explicitly linked numbered CDIAL subhead
2457-6,2457,*r̩ndʰati,r̩dʰáti,explicitly linked numbered CDIAL subhead
2462-2,2462,*ēkka,ḗka,explicitly linked numbered CDIAL subhead
248-2,248,*adʰiṣṭāt,adʰástāt,explicitly linked numbered CDIAL subhead
2506-2,2506,*ēkkalla,*ēkkala,explicitly linked numbered CDIAL subhead
2536-2,2536,*aiśvariya,áiśvarya,explicitly linked numbered CDIAL subhead
2538-2,2538,*ōgg,*ōkk,explicitly linked numbered CDIAL subhead
2538-3,2538,*vākk,*ōkk,explicitly linked numbered CDIAL subhead
2544-2,2544,*ōttā,*ōṭṭā,explicitly linked numbered CDIAL subhead
2544-3,2544,*ōḍḍā,*ōṭṭā,explicitly linked numbered CDIAL subhead
2549-2,2549,*auḍrika,ōḍra,explicitly linked numbered CDIAL subhead
2570-2,2570,áurṇika,áurṇaka,explicitly linked numbered CDIAL subhead
2572-2,2572,auṣṭrika,áuṣṭraka,explicitly linked numbered CDIAL subhead
2575-2,2575,kaḣ punar,kaḥ punar,explicitly linked numbered CDIAL subhead
2576-2,2576,*kaṁsikā,kaṁsá,explicitly linked numbered CDIAL subhead
2586-2,2586,takkōla,kakkōla,explicitly linked numbered CDIAL subhead
2587-2,2587,*kakkʰāṭa,kakkʰaṭa,explicitly linked numbered CDIAL subhead
2587-3,2587,kakkaṭa-,kakkʰaṭa,explicitly linked numbered CDIAL subhead
2598-2,2598,*kaŋkaṭa-,káŋkata,explicitly linked numbered CDIAL subhead
2598-3,2598,*kaŋkaśa,káŋkata,explicitly linked numbered CDIAL subhead
2605-2,2605,kaŋgu,kaŋku,explicitly linked numbered CDIAL subhead
2606-2,2606,kaŋgunī,*kaŋkunī,explicitly linked numbered CDIAL subhead
2606-3,2606,*ṭaŋgunī,*kaŋkunī,explicitly linked numbered CDIAL subhead
2615-2,2615,*kassara,kaccara,explicitly linked numbered CDIAL subhead
2619-2,2619,*kaccʰabʰa,kaccʰapa,explicitly linked numbered CDIAL subhead
2620-2,2620,kaccʰula,kaccʰurá,explicitly linked numbered CDIAL subhead
2626-2,2626,kañcuka,*kañcu,explicitly linked numbered CDIAL subhead
2632-2,2632,*kaṭakka,kaṭakaṭā,explicitly linked numbered CDIAL subhead
2641-2,2641,káṭuka,kaṭú,explicitly linked numbered CDIAL subhead
2668-2,2668,káṇṭaka,kaṇṭa,explicitly linked numbered CDIAL subhead
2698-2,2698,*kattavāra,*kattara,explicitly linked numbered CDIAL subhead
2712-2,2712,*kaḍalī,kadala,explicitly linked numbered CDIAL subhead
2744-2,2744,*kapalla,kapā́la,explicitly linked numbered CDIAL subhead
2744-3,2744,*kabʰalla,kapā́la,explicitly linked numbered CDIAL subhead
2744-4,2744,*kappāla,kapā́la,explicitly linked numbered CDIAL subhead
2755-2,2755,*kappōla,kapōlá,explicitly linked numbered CDIAL subhead
2756-2,2756,*kappʰa,kapʰa,explicitly linked numbered CDIAL subhead
2760-2,2760,*kāmaṭʰa,kamaṭʰa,explicitly linked numbered CDIAL subhead
2760-3,2760,*kāmāṭṭʰa,kamaṭʰa,explicitly linked numbered CDIAL subhead
2760-4,2760,*kammaṭʰa,kamaṭʰa,explicitly linked numbered CDIAL subhead
2760-5,2760,*kammaṭṭʰa,kamaṭʰa,explicitly linked numbered CDIAL subhead
2760-6,2760,*kambāṭʰa,kamaṭʰa,explicitly linked numbered CDIAL subhead
2760-7,2760,*kambiṭṭʰa,kamaṭʰa,explicitly linked numbered CDIAL subhead
2763-2,2763,*kamara,kámala,explicitly linked numbered CDIAL subhead
2795-2,2795,*karaparṇa,karapattra,explicitly linked numbered CDIAL subhead
2797-2,2797,kalabʰá,karabʰá,explicitly linked numbered CDIAL subhead
2799-2,2799,*karamārja,karamarda,explicitly linked numbered CDIAL subhead
2800-2,2800,karṇikāra,karavīra,explicitly linked numbered CDIAL subhead
2800-3,2800,karṇāṭī,karavīra,explicitly linked numbered CDIAL subhead
2805-2,2805,karibʰa,karī́ra,explicitly linked numbered CDIAL subhead
2813-2,2813,*karōṭṭi,karōṭi,explicitly linked numbered CDIAL subhead
2822-2,2822,*kʰakkʰaśa,karkaśá,explicitly linked numbered CDIAL subhead
2863-2,2863,*kārttrī,karttrī,explicitly linked numbered CDIAL subhead
2864-2,2864,*kartiya,kartya,explicitly linked numbered CDIAL subhead
2866-2,2866,*kr̩tyā,*kartyā,explicitly linked numbered CDIAL subhead
2888-2,2888,karmakārin,karmakāra,explicitly linked numbered CDIAL subhead
290-2,290,*anargʰiya,anargʰa,explicitly linked numbered CDIAL subhead
2931-2,2931,kalamba,kalāpa,explicitly linked numbered CDIAL subhead
2932-2,2932,*kērāva,kalāya,explicitly linked numbered CDIAL subhead
2934-2,2934,*kalli,kali-,explicitly linked numbered CDIAL subhead
2934-3,2934,*kaḍi,kali-,explicitly linked numbered CDIAL subhead
2941-2,2941,*karpa,kálpa,explicitly linked numbered CDIAL subhead
2974-2,2974,*kaṣāva,kaṣāya,explicitly linked numbered CDIAL subhead
2974-3,2974,*kaṣāra,kaṣāya,explicitly linked numbered CDIAL subhead
2984-2,2984,*kastilla,kastīra,explicitly linked numbered CDIAL subhead
2987-2,2987,*kāṁsiya,kā́ṁsya,explicitly linked numbered CDIAL subhead
3007-2,3007,*kācca,kācá,explicitly linked numbered CDIAL subhead
3012-2,3012,*kāccakara,*kāccakāra,explicitly linked numbered CDIAL subhead
3014-2,3014,kāñcanāra,kāñcanaka,explicitly linked numbered CDIAL subhead
3022-2,3022,kāṇṭaka,*kāṇṭa,explicitly linked numbered CDIAL subhead
3027-2,3027,*kātʰala,kātara,explicitly linked numbered CDIAL subhead
3048-2,3048,*kāmiya,kā́mya,explicitly linked numbered CDIAL subhead
3061-2,3061,*kārēlla,kāravēlla,explicitly linked numbered CDIAL subhead
3100-2,3100,kāliŋga,kālinda,explicitly linked numbered CDIAL subhead
3104-2,3104,kalya,kālya,explicitly linked numbered CDIAL subhead
311-2,311,*anukṣara,ánukṣarati,explicitly linked numbered CDIAL subhead
3136-2,3136,*kāsamārja,kāsamarda,explicitly linked numbered CDIAL subhead
3149-2,3149,*kēśuka,kiṁśuka,explicitly linked numbered CDIAL subhead
3151-2,3151,*kiŋkara,*kikkara,explicitly linked numbered CDIAL subhead
3153-2,3153,*kacca-,*kicca,explicitly linked numbered CDIAL subhead
3153-3,3153,*kʰacca,*kicca,explicitly linked numbered CDIAL subhead
3156-2,3156,*kaṭṭa-,kiṭṭa,explicitly linked numbered CDIAL subhead
3156-3,3156,*katta,kiṭṭa,explicitly linked numbered CDIAL subhead
3156-4,3156,*kʰiṭṭa,kiṭṭa,explicitly linked numbered CDIAL subhead
3156-5,3156,kīṭa,kiṭṭa,explicitly linked numbered CDIAL subhead
3174-2,3174,ciratikta,kirātatikta,explicitly linked numbered CDIAL subhead
3174-3,3174,cirātikta,kirātatikta,explicitly linked numbered CDIAL subhead
3196-2,3196,*kādr̥k,kīdŕ̩k,explicitly linked numbered CDIAL subhead
3202-2,3202,*kīlla,kīla,explicitly linked numbered CDIAL subhead
3202-3,3202,*kīḍa,kīla,explicitly linked numbered CDIAL subhead
3202-4,3202,kʰī́la,kīla,explicitly linked numbered CDIAL subhead
3202-5,3202,*kʰīlla,kīla,explicitly linked numbered CDIAL subhead
3204-2,3204,*kīllati,kī́lati,explicitly linked numbered CDIAL subhead
3204-3,3204,*kʰīlati,kī́lati,explicitly linked numbered CDIAL subhead
3204-4,3204,*kʰīllati,kī́lati,explicitly linked numbered CDIAL subhead
3205-2,3205,*kukr̩tiya,kukr̩tya,explicitly linked numbered CDIAL subhead
3216-2,3216,*kucca,kuca,explicitly linked numbered CDIAL subhead
3217-2,3217,kuñcikā,kucika,explicitly linked numbered CDIAL subhead
3224-2,3224,kuñcita,kuñcatē,explicitly linked numbered CDIAL subhead
3225-2,3225,*kōñcikā,kuñcikā,explicitly linked numbered CDIAL subhead
3227-2,3227,*kuṭava,kuṭa,explicitly linked numbered CDIAL subhead
3227-3,3227,*kōṭa,kuṭa,explicitly linked numbered CDIAL subhead
3233-2,3233,kuṭumbaka,kuṭumba,explicitly linked numbered CDIAL subhead
3236-2,3236,*kōṭṭa,kuṭṭa,explicitly linked numbered CDIAL subhead
3239-2,3239,*kōṭṭana,kuṭṭana,explicitly linked numbered CDIAL subhead
3241-2,3241,*kōṭṭayati,kuṭṭáyati,explicitly linked numbered CDIAL subhead
3250-2,3250,kuṭmalá,kuḍmalá,explicitly linked numbered CDIAL subhead
3251-2,3251,*kuḍiya,kuḍya,explicitly linked numbered CDIAL subhead
3251-3,3251,*kuḍa-,kuḍya,explicitly linked numbered CDIAL subhead
3251-4,3251,kudya,kuḍya,explicitly linked numbered CDIAL subhead
3264-2,3264,*gōṇḍa,kuṇḍá,explicitly linked numbered CDIAL subhead
3268-2,3268,*kōṇḍala,kuṇḍalá,explicitly linked numbered CDIAL subhead
3268-3,3268,*guṇḍala,kuṇḍalá,explicitly linked numbered CDIAL subhead
3268-4,3268,*gundala,kuṇḍalá,explicitly linked numbered CDIAL subhead
3286-2,3286,*kōddāla,kuddāla,explicitly linked numbered CDIAL subhead
3286-3,3286,kuḍḍāla,kuddāla,explicitly linked numbered CDIAL subhead
3287-2,3287,kōvidāra,kuddāla-,explicitly linked numbered CDIAL subhead
3289-2,3289,*kōnta,kunta,explicitly linked numbered CDIAL subhead
3305-2,3305,kumudiká,kúmuda,explicitly linked numbered CDIAL subhead
3308-2,3308,*kʰumbʰa,kumbʰá,explicitly linked numbered CDIAL subhead
3329-2,3329,*kuŋkara,kurkurá,explicitly linked numbered CDIAL subhead
3341-2,3341,kaulālá,kúlāla,explicitly linked numbered CDIAL subhead
3344-2,3344,*kullī,*kulī,explicitly linked numbered CDIAL subhead
3352-2,3352,*kūlā,kulyā́,explicitly linked numbered CDIAL subhead
3352-3,3352,*kūlyā,kulyā́,explicitly linked numbered CDIAL subhead
3361-2,3361,*kuvēlya,*kuvēlā,explicitly linked numbered CDIAL subhead
3369-2,3369,*kuṣṭa,kuṣáti,explicitly linked numbered CDIAL subhead
3370-2,3370,*kōṭṭʰa,kúṣṭʰa,explicitly linked numbered CDIAL subhead
3370-3,3370,*kuṭʰa,kúṣṭʰa,explicitly linked numbered CDIAL subhead
3371-2,3371,*kōṭṭʰa,kúṣṭʰa,explicitly linked numbered CDIAL subhead
3371-3,3371,kōṭʰa,kúṣṭʰa,explicitly linked numbered CDIAL subhead
3371-4,3371,*kuṭʰa,kúṣṭʰa,explicitly linked numbered CDIAL subhead
3373-2,3373,*kōṭṭʰin,kuṣṭʰín,explicitly linked numbered CDIAL subhead
3373-3,3373,*kōṭʰin,kuṣṭʰín,explicitly linked numbered CDIAL subhead
3373-4,3373,*kuṭʰin,kuṣṭʰín,explicitly linked numbered CDIAL subhead
3374-2,3374,*kōhaṇḍa,kuṣmāṇḍa,explicitly linked numbered CDIAL subhead
3374-3,3374,*kōhala,kuṣmāṇḍa,explicitly linked numbered CDIAL subhead
3380-2,3380,*kōstambarī,kustumbarī,explicitly linked numbered CDIAL subhead
3390-2,3390,*kūkkā,*kūkkati,explicitly linked numbered CDIAL subhead
3402-2,3402,*kumpa,kūpa,explicitly linked numbered CDIAL subhead
3402-3,3402,*kuppa,kūpa,explicitly linked numbered CDIAL subhead
3415-2,3415,*kaurma,*kūrma,explicitly linked numbered CDIAL subhead
3418-2,3418,*kr̩kkalāsa,kr̩kalāsá,explicitly linked numbered CDIAL subhead
3418-3,3418,*kr̩kkala,kr̩kalāsá,explicitly linked numbered CDIAL subhead
3418-4,3418,*kr̩kaṇṭaka,kr̩kalāsá,explicitly linked numbered CDIAL subhead
3440a-2,3440a,*kr̩mbuka,kr̩muká,explicitly linked numbered CDIAL subhead
3446-2,3446,*kr̩ṣyati,kr̩ṣáti,explicitly linked numbered CDIAL subhead
3467-2,3467,kēláyati,*kērayati,explicitly linked numbered CDIAL subhead
3469-2,3469,*kēvāṭa,kēvárta,explicitly linked numbered CDIAL subhead
3512-2,3512,*kʰōtr,*kōtr,explicitly linked numbered CDIAL subhead
3517-2,3517,kō 'paraḣ,kō 'paraḥ,explicitly linked numbered CDIAL subhead
3522-2,3522,*kōmb,*kōbb,explicitly linked numbered CDIAL subhead
3524-2,3524,*kurumm,*kōmʰ,explicitly linked numbered CDIAL subhead
355-2,355,antimá,antamá,explicitly linked numbered CDIAL subhead
3557-2,3557,*kauṭiliya,kauṭilya,explicitly linked numbered CDIAL subhead
3585-2,3585,*kraviya,kravyá,explicitly linked numbered CDIAL subhead
3597-2,3597,krauñcá,krúñca,explicitly linked numbered CDIAL subhead
3598-2,3598,*krūḍʰa,kruddʰá,explicitly linked numbered CDIAL subhead
3607-2,3607,kōlá,krōḍá,explicitly linked numbered CDIAL subhead
3630-2,3630,*krōman,klṓman,explicitly linked numbered CDIAL subhead
3643-2,3643,*kṣata-,*kṣaṇati,explicitly linked numbered CDIAL subhead
3643-3,3643,*kṣaṇana,*kṣaṇati,explicitly linked numbered CDIAL subhead
3643-4,3643,*kṣāṇayati,*kṣaṇati,explicitly linked numbered CDIAL subhead
3643-5,3643,*kṣāṇita,*kṣaṇati,explicitly linked numbered CDIAL subhead
3643-6,3643,*kṣāṇa-,*kṣaṇati,explicitly linked numbered CDIAL subhead
3643-7,3643,*kṣāṇana,*kṣaṇati,explicitly linked numbered CDIAL subhead
