head_id,family_id,head,family,rule
4075-2,4075,giláti,gálati,explicitly linked numbered CDIAL subhead
4076-2,4076,*galadāmana,*galadāman,explicitly linked numbered CDIAL subhead
4085-2,4085,*gallī,*galī,explicitly linked numbered CDIAL subhead
4085-3,4085,*gālī,*galī,explicitly linked numbered CDIAL subhead
4093-2,4093,*gavu,gava,explicitly linked numbered CDIAL subhead
4105-2,4105,gavēṣa,gavēṣáyati,explicitly linked numbered CDIAL subhead
4110-2,4110,gāŋgēya,gāŋgēruka,explicitly linked numbered CDIAL subhead
4112-2,4112,*gāṇṭa,*gāṭṭa,explicitly linked numbered CDIAL subhead
4112-3,4112,*gēḍa-,*gāṭṭa,explicitly linked numbered CDIAL subhead
4125-2,4125,gātrikā,gātraka,explicitly linked numbered CDIAL subhead
4126-2,4126,gātʰikā,gā́tʰā,explicitly linked numbered CDIAL subhead
4135-2,4135,gāpayati,gā́yati,explicitly linked numbered CDIAL subhead
4147-3,4147,gāvī,*gāva,explicitly linked numbered CDIAL subhead
4152-2,4152,gāha,gā́hatē,explicitly linked numbered CDIAL subhead
4153-2,4153,*gacc,*gicc,explicitly linked numbered CDIAL subhead
4153-3,4153,*gijj,*gicc,explicitly linked numbered CDIAL subhead
4153-4,4153,*gʰicc,*gicc,explicitly linked numbered CDIAL subhead
4153-5,4153,*gʰacc,*gicc,explicitly linked numbered CDIAL subhead
4153-6,4153,*gʰijj,*gicc,explicitly linked numbered CDIAL subhead
4176-2,4176,*kuñca,guñjā,explicitly linked numbered CDIAL subhead
4197-2,4197,*gidda-,*gudda,explicitly linked numbered CDIAL subhead
4199-2,4199,guṇḍa,gundra,explicitly linked numbered CDIAL subhead
4199-3,4199,*kūndrā,gundra,explicitly linked numbered CDIAL subhead
420-2,420,*apacinta,*apacitta,explicitly linked numbered CDIAL subhead
4203-2,4203,gumpʰa,*guppʰa,explicitly linked numbered CDIAL subhead
4205-2,4205,gumpʰáti,gupʰáti,explicitly linked numbered CDIAL subhead
4205-3,4205,*gōpʰayati,gupʰáti,explicitly linked numbered CDIAL subhead
4205-4,4205,*guptʰa,gupʰáti,explicitly linked numbered CDIAL subhead
4206-2,4206,*gōppʰanā,gumpʰana,explicitly linked numbered CDIAL subhead
4225-2,4225,*gūttʰa,gūtʰa,explicitly linked numbered CDIAL subhead
4236-2,4236,gr̩hṇā́ti,gr̩bʰāyáti,explicitly linked numbered CDIAL subhead
4236-3,4236,*grahati,gr̩bʰāyáti,explicitly linked numbered CDIAL subhead
424-2,424,*apatiya,ápatya,explicitly linked numbered CDIAL subhead
4245-2,4245,gr̩hiṇī,gr̩hín,explicitly linked numbered CDIAL subhead
4248-2,4248,gēṇḍu,gēnduka,explicitly linked numbered CDIAL subhead
4248-3,4248,*gēḍḍa-,gēnduka,explicitly linked numbered CDIAL subhead
4248-4,4248,*ganduka,gēnduka,explicitly linked numbered CDIAL subhead
4273-2,4273,*gōḍḍadāmana,*gōḍḍadāman,explicitly linked numbered CDIAL subhead
4273-3,4273,*gōḍḍadāmara,*gōḍḍadāman,explicitly linked numbered CDIAL subhead
4279-2,4279,gōtraka,gōtrá,explicitly linked numbered CDIAL subhead
428-2,428,apadrāvayati,ápadravati,explicitly linked numbered CDIAL subhead
4286-2,4286,gōdʰikā,gōdʰā́,explicitly linked numbered CDIAL subhead
4286-3,4286,gaudʰēra,gōdʰā́,explicitly linked numbered CDIAL subhead
4296-2,4296,*gʰōpp,*gōpp,explicitly linked numbered CDIAL subhead
4306-2,4306,gōmitra,gōmūtra,explicitly linked numbered CDIAL subhead
4310-2,4310,*gōrakṣin,gōrakṣa,explicitly linked numbered CDIAL subhead
4314-2,4314,*kōḍḍa,gōrda,explicitly linked numbered CDIAL subhead
4320-2,4320,*gōll,*gōl,explicitly linked numbered CDIAL subhead
4321-2,4321,*gōḍa,gōla,explicitly linked numbered CDIAL subhead
4333-2,4333,*gōśakara,gōśakr̩t,explicitly linked numbered CDIAL subhead
4335-2,4335,aka,*gōśrayaṇa,explicitly linked numbered CDIAL subhead
4336-2,4336,*gōstʰa,gōṣṭʰá,explicitly linked numbered CDIAL subhead
4338-2,4338,gōstʰāna,gōṣṭʰā́na,explicitly linked numbered CDIAL subhead
434-2,434,*aparīya,ápara,explicitly linked numbered CDIAL subhead
434-3,434,áparam,ápara,explicitly linked numbered CDIAL subhead
4344-2,4344,gauḍika,gauḍa,explicitly linked numbered CDIAL subhead
4346-2,4346,*gārava,gauravá,explicitly linked numbered CDIAL subhead
4375-2,4375,grā- māntīya,grāmāntá,explicitly linked numbered CDIAL subhead
4376-2,4376,*grāmārdʰin,*grāmārdʰa,explicitly linked numbered CDIAL subhead
4391-2,4391,*grīṣman,grīṣmá,explicitly linked numbered CDIAL subhead
440-2,440,aparāddʰa,áparādʰyati,explicitly linked numbered CDIAL subhead
4406-2,4406,gʰaṭī,gʰaṭa,explicitly linked numbered CDIAL subhead
4411-2,4411,*gʰāṭā,gʰaṭā,explicitly linked numbered CDIAL subhead
4411-3,4411,*gʰaṭṭa,gʰaṭā,explicitly linked numbered CDIAL subhead
4417-2,4417,*gʰōṭṭ,gʰaṭṭáyati,explicitly linked numbered CDIAL subhead
4427-2,4427,*gʰabbʰaḍa,*gʰabbʰara,explicitly linked numbered CDIAL subhead
4450-2,4450,*gʰr̩ṣati,gʰárṣati,explicitly linked numbered CDIAL subhead
4450-3,4450,gʰr̩ṣyatẽ,gʰárṣati,explicitly linked numbered CDIAL subhead
4454-2,4454,*gʰalita,*gʰalati,explicitly linked numbered CDIAL subhead
4454-3,4454,*gʰalana,*gʰalati,explicitly linked numbered CDIAL subhead
4459-2,4459,*gʰaṭṭā,gʰāṭā,explicitly linked numbered CDIAL subhead
4468-2,4468,*gʰāla,gʰāra,explicitly linked numbered CDIAL subhead
4469-2,4469,*gʰālayati,gʰārayati,explicitly linked numbered CDIAL subhead
447-2,447,*apalāyayati,*apalīyatē,explicitly linked numbered CDIAL subhead
4470-2,4470,*gʰārita,*gʰārayati,explicitly linked numbered CDIAL subhead
4472-2,4472,*gʰiñca,*gʰicca,explicitly linked numbered CDIAL subhead
4472-3,4472,*gʰēñcu,*gʰicca,explicitly linked numbered CDIAL subhead
4474-2,4474,*gʰēr,*gʰir,explicitly linked numbered CDIAL subhead
4477-2,4477,*gʰiŋgʰira,*gʰuŋgʰura,explicitly linked numbered CDIAL subhead
4479-2,4479,gʰuṇṭa,gʰuṭa,explicitly linked numbered CDIAL subhead
4479-3,4479,*gʰuṭṭa,gʰuṭa,explicitly linked numbered CDIAL subhead
4479-4,4479,*gʰōṭṭa,gʰuṭa,explicitly linked numbered CDIAL subhead
4484-2,4484,*gʰumbapaṭṭa,*gʰumba,explicitly linked numbered CDIAL subhead
4485-2,4485,*gʰumati,*gʰummati,explicitly linked numbered CDIAL subhead
4487-2,4487,*gʰōrati,gʰúrati,explicitly linked numbered CDIAL subhead
4514-2,4514,*gʰōggʰa,gʰōŋgʰa,explicitly linked numbered CDIAL subhead
4514-3,4514,*gōgga,gʰōŋgʰa,explicitly linked numbered CDIAL subhead
452-2,452,apavr̩tti,ápavartatē,explicitly linked numbered CDIAL subhead
4535-2,4535,*cakyati,cákati,explicitly linked numbered CDIAL subhead
4535-3,4535,*cākayati,cákati,explicitly linked numbered CDIAL subhead
4536-2,4536,*cakkōra,cákōra,explicitly linked numbered CDIAL subhead
4536-3,4536,*caŋkōra,cákōra,explicitly linked numbered CDIAL subhead
454-2,454,apavr̩tta- 'reversed',ápavartayati,explicitly linked numbered CDIAL subhead
4569-2,4569,*cuñca-,cañcu,explicitly linked numbered CDIAL subhead
4569-3,4569,*cōñca,cañcu,explicitly linked numbered CDIAL subhead
4569-4,4569,*cucca-,cañcu,explicitly linked numbered CDIAL subhead
4571-2,4571,*ciṭaka,caṭaka,explicitly linked numbered CDIAL subhead
4578-2,4578,*caḍʰyati,*caḍʰati,explicitly linked numbered CDIAL subhead
4578-3,4578,*cāḍʰayati,*caḍʰati,explicitly linked numbered CDIAL subhead
4578-4,4578,*cāḍʰa,*caḍʰati,explicitly linked numbered CDIAL subhead
4598-2,4598,caturaśra,cáturaśri,explicitly linked numbered CDIAL subhead
4605-2,4605,*catrudaśa,cáturdaśa,explicitly linked numbered CDIAL subhead
4606-2,4606,cāturdaśa,caturdaśá,explicitly linked numbered CDIAL subhead
4611-2,4611,*caturduvāra,caturdvāra,explicitly linked numbered CDIAL subhead
462-2,462,ávavyayati,ápavyayati,explicitly linked numbered CDIAL subhead
463-2,463,*apaśrāpaṇa,*apaśrāpayati,explicitly linked numbered CDIAL subhead
4635-2,4635,*catuṣkuṇṭa,*catuṣkʰuṇṭa,explicitly linked numbered CDIAL subhead
4640-2,4640,catuṣpattrī,*catuṣpattra,explicitly linked numbered CDIAL subhead
4646-2,4646,catuṣpādikā,cátuṣpāda,explicitly linked numbered CDIAL subhead
4655-2,4655,catvā́ri,catvā́raḣ,explicitly linked numbered CDIAL subhead
4655-3,4655,catúraḣ,catvā́raḣ,explicitly linked numbered CDIAL subhead
467-2,467,avaskara,apaskara,explicitly linked numbered CDIAL subhead
4673-2,4673,capaṭa,capēṭa,explicitly linked numbered CDIAL subhead
4673-3,4673,*cappēṭa,capēṭa,explicitly linked numbered CDIAL subhead
4673-4,4673,*cappēṭṭa,capēṭa,explicitly linked numbered CDIAL subhead
4674-2,4674,*camp,*capp,explicitly linked numbered CDIAL subhead
4674-3,4674,*cipp,*capp,explicitly linked numbered CDIAL subhead
4676-2,4676,*cammakka,*camakka,explicitly linked numbered CDIAL subhead
4681-2,4681,*cāya,cáya,explicitly linked numbered CDIAL subhead
4696-2,4696,carpaṭa,*carpa,explicitly linked numbered CDIAL subhead
4696-3,4696,*carpaṭṭa,*carpa,explicitly linked numbered CDIAL subhead
4712-2,4712,*carṣa,*carṣati,explicitly linked numbered CDIAL subhead
4712-3,4712,*carṣaṇa,*carṣati,explicitly linked numbered CDIAL subhead
4724-2,4724,*cāvayati,*cavati,explicitly linked numbered CDIAL subhead
4726-2,4726,cavya,cavī,explicitly linked numbered CDIAL subhead
4741-2,4741,cāturtʰika,cāturtʰaka,explicitly linked numbered CDIAL subhead
4753-2,4753,cāpayati,cāyayati,explicitly linked numbered CDIAL subhead
4784-2,4784,*cakʰalla,cikʰalla,explicitly linked numbered CDIAL subhead
4784-3,4784,*cikkʰalla,cikʰalla,explicitly linked numbered CDIAL subhead
4785-2,4785,*cēŋga,*ciŋga,explicitly linked numbered CDIAL subhead
4786-2,4786,*ciŋ- gaṭṭa,ciŋgaṭa,explicitly linked numbered CDIAL subhead
4789-2,4789,*cēñc,*cicc,explicitly linked numbered CDIAL subhead
4792-2,4792,ciñciṇī,ciñcā,explicitly linked numbered CDIAL subhead
4792-3,4792,cintiḍī,ciñcā,explicitly linked numbered CDIAL subhead
4794-2,4794,*ciḍʰ,*ciḍ,explicitly linked numbered CDIAL subhead
4794-3,4794,*cēḍ,*ciḍ,explicitly linked numbered CDIAL subhead
4794-4,4794,*cʰēḍ,*ciḍ,explicitly linked numbered CDIAL subhead
4814-2,4814,*cinvati,cinṓti,explicitly linked numbered CDIAL subhead
4818-2,4818,*cippiṭa,cipiṭá,explicitly linked numbered CDIAL subhead
4818-3,4818,*cimpaṭa,cipiṭá,explicitly linked numbered CDIAL subhead
4818-4,4818,*cippiṭṭa,cipiṭá,explicitly linked numbered CDIAL subhead
4820-2,4820,cʰúbuka,cibuka,explicitly linked numbered CDIAL subhead
4826-2,4826,cirbʰiṭa,cirbʰaṭa,explicitly linked numbered CDIAL subhead
4826-3,4826,*jibbʰuṭa,cirbʰaṭa,explicitly linked numbered CDIAL subhead
4837-2,4837,*cīdā,cīḍā,explicitly linked numbered CDIAL subhead
4837-3,4837,*cillā,cīḍā,explicitly linked numbered CDIAL subhead
4842-2,4842,cinna,cīna,explicitly linked numbered CDIAL subhead
4854-2,4854,*cuñca,*cucca,explicitly linked numbered CDIAL subhead
4855-2,4855,*cucci,*cuccu,explicitly linked numbered CDIAL subhead
4857-2,4857,*cuṭṭ,cuṭáti,explicitly linked numbered CDIAL subhead
4857-3,4857,cúṇṭati,cuṭáti,explicitly linked numbered CDIAL subhead
4857-4,4857,cōṭáyati,cuṭáti,explicitly linked numbered CDIAL subhead
4857-5,4857,*cōṭṭ,cuṭáti,explicitly linked numbered CDIAL subhead
4857-6,4857,cuṇṭʰáyati,cuṭáti,explicitly linked numbered CDIAL subhead
4857-7,4857,*cōttʰ,cuṭáti,explicitly linked numbered CDIAL subhead
4860-2,4860,*cuḍḍa,*cutta,explicitly linked numbered CDIAL subhead
4860-3,4860,*cuḍa,*cutta,explicitly linked numbered CDIAL subhead
4860-4,4860,*cukka,*cutta,explicitly linked numbered CDIAL subhead
4863-2,4863,*cōpp,*cupp,explicitly linked numbered CDIAL subhead
4863-3,4863,*cump,*cupp,explicitly linked numbered CDIAL subhead
4866-2,4866,*cōbb,*cubb,explicitly linked numbered CDIAL subhead
4866-3,4866,*cōmb,*cubb,explicitly linked numbered CDIAL subhead
4873-2,4873,*carī,curī,explicitly linked numbered CDIAL subhead
4874-2,4874,*cil,*cul,explicitly linked numbered CDIAL subhead
4874-3,4874,*cōl,*cul,explicitly linked numbered CDIAL subhead
4875-2,4875,calu,culu,explicitly linked numbered CDIAL subhead
4883-2,4883,*cōṇḍa,cū́ḍa,explicitly linked numbered CDIAL subhead
4883-3,4883,*cōṭṭa,cū́ḍa,explicitly linked numbered CDIAL subhead
4883-4,4883,*cunda,cū́ḍa,explicitly linked numbered CDIAL subhead
4888-2,4888,*cūrayati,*cūra,explicitly linked numbered CDIAL subhead
4888-3,4888,*cūraṇa,*cūra,explicitly linked numbered CDIAL subhead
489-2,489,supuṇya,apuṇya,explicitly linked numbered CDIAL subhead
4894-2,4894,cūrṇita,cūrṇayati,explicitly linked numbered CDIAL subhead
4898-2,4898,*cūṣyati,cū́ṣati,explicitly linked numbered CDIAL subhead
4898-3,4898,*cūṣṭa,cū́ṣati,explicitly linked numbered CDIAL subhead
491-2,491,pūpa,apūpá,explicitly linked numbered CDIAL subhead
491-3,491,pūpalā,apūpá,explicitly linked numbered CDIAL subhead
4925-2,4925,cōṭa,*cōṇṭa,explicitly linked numbered CDIAL subhead
4925-3,4925,*ṭōñca,*cōṇṭa,explicitly linked numbered CDIAL subhead
4925-4,4925,*ṭōcca,*cōṇṭa,explicitly linked numbered CDIAL subhead
4931-2,4931,cōrī́,cōrá,explicitly linked numbered CDIAL subhead
4938-2,4938,*cauriya,caurya,explicitly linked numbered CDIAL subhead
4948-2,4948,*cyutati,cyṓtati,explicitly linked numbered CDIAL subhead
4963-2,4963,*cʰagalla,cʰagalá,explicitly linked numbered CDIAL subhead
4963-3,4963,*cʰagara,cʰagalá,explicitly linked numbered CDIAL subhead
4963-4,4963,*cʰaggala,cʰagalá,explicitly linked numbered CDIAL subhead
4965-2,4965,*cʰāṭ,*cʰaṭ,explicitly linked numbered CDIAL subhead
4966-2,4966,*cʰaṭṭa,*cʰaṭa,explicitly linked numbered CDIAL subhead
4966-3,4966,*cʰiṭṭa,*cʰaṭa,explicitly linked numbered CDIAL subhead
497-2,497,apēta,ápaiti,explicitly linked numbered CDIAL subhead
4974-2,4974,saptaparṇa,cʰattraparṇa,explicitly linked numbered CDIAL subhead
4984-2,4984,*cʰanda,*cʰandati,explicitly linked numbered CDIAL subhead
4984-3,4984,*cʰandana,*cʰandati,explicitly linked numbered CDIAL subhead
4994-2,4994,*cʰipp,*cʰapp,explicitly linked numbered CDIAL subhead
4998-2,4998,*cʰr̩ndati,cʰárdati,explicitly linked numbered CDIAL subhead
500-2,500,*appā,*appa,explicitly linked numbered CDIAL subhead
5002-2,5002,*cʰalakka,*cʰala,explicitly linked numbered CDIAL subhead
5002-3,5002,*cʰalla,*cʰala,explicitly linked numbered CDIAL subhead
5002-4,5002,*cʰallakka,*cʰala,explicitly linked numbered CDIAL subhead
501-2,501,ā́pya,ápya,explicitly linked numbered CDIAL subhead
5012-2,5012,*cʰāśī,*cʰāccʰī,explicitly linked numbered CDIAL subhead
5023-2,5023,*cʰādiya,cʰādya,explicitly linked numbered CDIAL subhead
5035-2,5035,*cʰiṭṭ,*cʰiṭ,explicitly linked numbered CDIAL subhead
5035-3,5035,*cʰiṇṭ,*cʰiṭ,explicitly linked numbered CDIAL subhead
5058-2,5058,*cʰōpp,*cʰupp,explicitly linked numbered CDIAL subhead
5060-2,5060,cʰōrayati,cʰurayati,explicitly linked numbered CDIAL subhead
5062-2,5062,*cʰēl,*cʰēḍ,explicitly linked numbered CDIAL subhead
5065-2,5065,*ḍēhmu,*cʰēdacihnaka,explicitly linked numbered CDIAL subhead
5069-2,5069,*cʰōkka,*cʰōka,explicitly linked numbered CDIAL subhead
5070-2,5070,*cʰōkʰara,*cʰōkara,explicitly linked numbered CDIAL subhead
5070-3,5070,*cʰōkkara,*cʰōkara,explicitly linked numbered CDIAL subhead
5075-2,5075,*jagga,*jakka,explicitly linked numbered CDIAL subhead
5078-2,5078,jágatī,jágat,explicitly linked numbered CDIAL subhead
5086-2,5086,*jaṭṭa-,jáṭā,explicitly linked numbered CDIAL subhead
5086-3,5086,*jāṭā,jáṭā,explicitly linked numbered CDIAL subhead
5090-2,5090,*jaḍḍa,jaḍa,explicitly linked numbered CDIAL subhead
5090-3,5090,jáḍʰu,jaḍa,explicitly linked numbered CDIAL subhead
5090-4,5090,*jūḍa,jaḍa,explicitly linked numbered CDIAL subhead
5091-2,5091,*jāḍa,*jaḍati,explicitly linked numbered CDIAL subhead
5095-2,5095,*jatra,*jatta,explicitly linked numbered CDIAL subhead
5095-3,5095,*jacca,*jatta,explicitly linked numbered CDIAL subhead
509a-2,509a,*abʰikr̩ta,abʰíkarōti,explicitly linked numbered CDIAL subhead
5105-2,5105,*jantra,janítra,explicitly linked numbered CDIAL subhead
5110-2,5110,*jantī,jantú,explicitly linked numbered CDIAL subhead
5128-2,5128,jambāla,jamba,explicitly linked numbered CDIAL subhead
5136-2,5136,*jambūna,jambula,explicitly linked numbered CDIAL subhead
5136-3,5136,*jamburulla,jambula,explicitly linked numbered CDIAL subhead
5145-2,5145,*jaratʰa,jára,explicitly linked numbered CDIAL subhead
5161-2,5161,jalaukā,jalūkā,explicitly linked numbered CDIAL subhead
5161-3,5161,*jōkkā,jalūkā,explicitly linked numbered CDIAL subhead
5161-4,5161,*jōŋkā,jalūkā,explicitly linked numbered CDIAL subhead
5167-2,5167,*javacāla,*javacāra,explicitly linked numbered CDIAL subhead
5172-2,5172,jāhaka,jáhakā,explicitly linked numbered CDIAL subhead
5178-2,5178,jāŋgʰika,*jāŋgʰa,explicitly linked numbered CDIAL subhead
5190-2,5190,*jātiya,jā́tya,explicitly linked numbered CDIAL subhead
5198-2,5198,*jāmātra,jā́mātr̩,explicitly linked numbered CDIAL subhead
5227-2,5227,jīvā,jiyā́,explicitly linked numbered CDIAL subhead
5228-2,5228,juhū́,jihvā́,explicitly linked numbered CDIAL subhead
5247-2,5247,*jīvāla,jīvalá,explicitly linked numbered CDIAL subhead
5254-2,5254,*cuŋgʰa,*juŋgʰa,explicitly linked numbered CDIAL subhead
5258-2,5258,*juṇṭa,jūṭa,explicitly linked numbered CDIAL subhead
526-2,526,*abʰimlāpayati,*abʰimlāyati,explicitly linked numbered CDIAL subhead
5267-2,5267,*jimati,jḗmati,explicitly linked numbered CDIAL subhead
5267-3,5267,*jimyati,jḗmati,explicitly linked numbered CDIAL subhead
527-2,527,*abʰiyavaharaṇa,*abʰiyávaharati,explicitly linked numbered CDIAL subhead
527-3,527,*abʰiyavahāra,*abʰiyávaharati,explicitly linked numbered CDIAL subhead
5273-2,5273,jñapti,jñaptá,explicitly linked numbered CDIAL subhead
529-2,529,*abʰilāyayati,abʰilīyatē,explicitly linked numbered CDIAL subhead
5301-2,5301,*yōtsnā,jyṓtsnā,explicitly linked numbered CDIAL subhead
5312-2,5312,*juvāla,jvālá,explicitly linked numbered CDIAL subhead
5316-2,5316,*jʰakkōl,*jʰakk,explicitly linked numbered CDIAL subhead
5318-2,5318,*jʰaŋk,*jʰakk,explicitly linked numbered CDIAL subhead
5318-3,5318,*jʰagg,*jʰakk,explicitly linked numbered CDIAL subhead
5321-2,5321,*jʰaggaḍ,*jʰagaḍ,explicitly linked numbered CDIAL subhead
5321-3,5321,*jʰaggaṭṭ,*jʰagaḍ,explicitly linked numbered CDIAL subhead
5322-2,5322,*jʰakkā,*jʰaggā,explicitly linked numbered CDIAL subhead
5323-2,5323,*jʰaŋkʰ,*jʰaŋk,explicitly linked numbered CDIAL subhead
5323-3,5323,*jʰakk,*jʰaŋk,explicitly linked numbered CDIAL subhead
5327-2,5327,*jʰaṭṭ,*jʰaṭ,explicitly linked numbered CDIAL subhead
5327-3,5327,*jʰaṇṭ,*jʰaṭ,explicitly linked numbered CDIAL subhead
5327-4,5327,*jʰiṭṭ,*jʰaṭ,explicitly linked numbered CDIAL subhead
5328-2,5328,*jʰāṭayati,*jʰaṭati,explicitly linked numbered CDIAL subhead
5334-2,5334,*jʰāṭṭʰa,*jʰaṇṭa,explicitly linked numbered CDIAL subhead
5334-3,5334,*jʰiṇṭa,*jʰaṇṭa,explicitly linked numbered CDIAL subhead
5336-2,5336,*jʰamp,*jʰapp,explicitly linked numbered CDIAL subhead
5337-2,5337,*jʰamp,*jʰapp,explicitly linked numbered CDIAL subhead
5351-2,5351,*jʰall,*jʰal,explicitly linked numbered CDIAL subhead
5352-2,5352,*jʰall,*jʰal,explicitly linked numbered CDIAL subhead
5360-2,5360,*jʰass,*jʰas,explicitly linked numbered CDIAL subhead
5362-2,5362,*jʰāṭṭa,jʰāṭa,explicitly linked numbered CDIAL subhead
5362-3,5362,*jʰāṇṭa,jʰāṭa,explicitly linked numbered CDIAL subhead
5362-4,5362,*jʰiṭṭa,jʰāṭa,explicitly linked numbered CDIAL subhead
5366-2,5366,jʰāmaka,*jʰāma,explicitly linked numbered CDIAL subhead
5370-2,5370,*jʰāmara-,*jʰāmala,explicitly linked numbered CDIAL subhead
5371-2,5371,*jʰāpayati,*jʰāyati,explicitly linked numbered CDIAL subhead
538-2,538,abʰīpsita,abʰīpsati,explicitly linked numbered CDIAL subhead
5384-2,5384,*jʰiŋk,*jʰikk,explicitly linked numbered CDIAL subhead
5399-2,5399,*jʰuŋkati,*jʰukkati,explicitly linked numbered CDIAL subhead
540-2,540,*abʰugna,abʰukta,explicitly linked numbered CDIAL subhead
5400-2,5400,jʰōḍa,jʰuṇṭa,explicitly linked numbered CDIAL subhead
5400-3,5400,*jʰūṭa,jʰuṇṭa,explicitly linked numbered CDIAL subhead
5400-4,5400,*jʰōṭṭa,jʰuṇṭa,explicitly linked numbered CDIAL subhead
5401-2,5401,*jʰōṇṭa,*jʰuṇṭa,explicitly linked numbered CDIAL subhead
5401-3,5401,*jʰuṭṭa,*jʰuṇṭa,explicitly linked numbered CDIAL subhead
5401-4,5401,*jʰūṭa,*jʰuṇṭa,explicitly linked numbered CDIAL subhead
5401-5,5401,*jʰōṭṭa,*jʰuṇṭa,explicitly linked numbered CDIAL subhead
5402-2,5402,*jʰutta,*jʰuṇḍra,explicitly linked numbered CDIAL subhead
5403-2,5403,*jʰumpa,*jʰuppa,explicitly linked numbered CDIAL subhead
5403-3,5403,*jʰōppa,*jʰuppa,explicitly linked numbered CDIAL subhead
5403-4,5403,*jʰōmpa,*jʰuppa,explicitly linked numbered CDIAL subhead
5404-2,5404,*jʰubba,*jʰuppa,explicitly linked numbered CDIAL subhead
5404-3,5404,*jʰumma,*jʰuppa,explicitly linked numbered CDIAL subhead
5415-2,5415,*jʰōlla,*jʰōla,explicitly linked numbered CDIAL subhead
5420-2,5420,*ṭikk,*ṭakk,explicitly linked numbered CDIAL subhead
5420-3,5420,*ṭēkk,*ṭakk,explicitly linked numbered CDIAL subhead
5422-2,5422,*ṭʰakka,*ṭakka,explicitly linked numbered CDIAL subhead
5423-10,5423,*ḍagga,*ṭakka,explicitly linked numbered CDIAL subhead
5423-11,5423,*ḍaŋga,*ṭakka,explicitly linked numbered CDIAL subhead
5423-12,5423,*ḍuŋga,*ṭakka,explicitly linked numbered CDIAL subhead
5423-13,5423,*ḍōŋga,*ṭakka,explicitly linked numbered CDIAL subhead
5423-14,5423,tuŋga,*ṭakka,explicitly linked numbered CDIAL subhead
5423-15,5423,*tʰuŋga,*ṭakka,explicitly linked numbered CDIAL subhead
5423-16,5423,*daŋga,*ṭakka,explicitly linked numbered CDIAL subhead
5423-2,5423,*ṭaŋga,*ṭakka,explicitly linked numbered CDIAL subhead
5423-3,5423,*ṭikka,*ṭakka,explicitly linked numbered CDIAL subhead
5423-4,5423,*ṭiŋga,*ṭakka,explicitly linked numbered CDIAL subhead
5423-5,5423,*ṭēkka,*ṭakka,explicitly linked numbered CDIAL subhead
5423-6,5423,*ṭēŋga,*ṭakka,explicitly linked numbered CDIAL subhead
5423-7,5423,*ṭuŋka,*ṭakka,explicitly linked numbered CDIAL subhead
5423-8,5423,*ṭuŋga,*ṭakka,explicitly linked numbered CDIAL subhead
5423-9,5423,*ḍakka,*ṭakka,explicitly linked numbered CDIAL subhead
5426-2,5426,ṭaŋga,ṭaŋka,explicitly linked numbered CDIAL subhead
5426-3,5426,*ṭakka,ṭaŋka,explicitly linked numbered CDIAL subhead
5427-2,5427,ṭaŋga,ṭaŋka,explicitly linked numbered CDIAL subhead
5428-2,5428,ṭaŋga,ṭaŋka,explicitly linked numbered CDIAL subhead
5429-2,5429,*taŋka,ṭaŋka,explicitly linked numbered CDIAL subhead
5432-2,5432,*ṭañcati,ṭáŋkati,explicitly linked numbered CDIAL subhead
5437-2,5437,ṭagara,ṭaŋgaṇa,explicitly linked numbered CDIAL subhead
5439-2,5439,*taṭṭa-,*ṭaṭṭa,explicitly linked numbered CDIAL subhead
5443-2,5443,*ṭān,*ṭan,explicitly linked numbered CDIAL subhead
5443-3,5443,*ṭʰān,*ṭan,explicitly linked numbered CDIAL subhead
5444-2,5444,*ṭipp-,*ṭapp,explicitly linked numbered CDIAL subhead
5444-3,5444,*ṭēpp,*ṭapp,explicitly linked numbered CDIAL subhead
5444-4,5444,*ṭupp,*ṭapp,explicitly linked numbered CDIAL subhead
5444-5,5444,*ṭōpp,*ṭapp,explicitly linked numbered CDIAL subhead
5444-6,5444,*ṭʰipp,*ṭapp,explicitly linked numbered CDIAL subhead
5444-7,5444,*tapp,*ṭapp,explicitly linked numbered CDIAL subhead
5445-2,5445,*trappa,*ṭappa,explicitly linked numbered CDIAL subhead
5446-2,5446,*ṭippa-,*ṭappa,explicitly linked numbered CDIAL subhead
5446-3,5446,*ṭēppa-,*ṭappa,explicitly linked numbered CDIAL subhead
5446-4,5446,*ṭibba,*ṭappa,explicitly linked numbered CDIAL subhead
5446-5,5446,*ṭimba,*ṭappa,explicitly linked numbered CDIAL subhead
5446-6,5446,*ṭēmba,*ṭappa,explicitly linked numbered CDIAL subhead
5446-7,5446,*ṭumba-,*ṭappa,explicitly linked numbered CDIAL subhead
5447-2,5447,*ṭārayati,*ṭarati,explicitly linked numbered CDIAL subhead
5450-2,5450,ṭālayati,ṭálati,explicitly linked numbered CDIAL subhead
5451-2,5451,*ṭilla,*ṭalla,explicitly linked numbered CDIAL subhead
5457-2,5457,*ṭāyara,ṭāra,explicitly linked numbered CDIAL subhead
546-2,546,*abʰíyāsayati,abʰyàsyati,explicitly linked numbered CDIAL subhead
5465-2,5465,*ṭippa,*ṭippati,explicitly linked numbered CDIAL subhead
5465-3,5465,ṭippaṇa,*ṭippati,explicitly linked numbered CDIAL subhead
5466-2,5466,*ṭukka,*ṭukk,explicitly linked numbered CDIAL subhead
5467-2,5467,*ṭuŋga-,*ṭugga,explicitly linked numbered CDIAL subhead
