ID	Language_ID	Form	Gloss	Native	Phonemic	Original	Cognateset	Description	Tags	Source	Etymology	Redirect	Status
2712	Indo-Aryan	kadala				kadala			m	CDIAL;EWA[i 150]	"<number>2712</number> <b>kadala</b> m., <i>°lī́</i>- f. 'the banana plant Musa sapientum', <i>°la</i>- n. 'its fruit' MBh. Suśr., <i>°lā</i>- f., <i>°laka</i>- m., <i>°likā</i>- f. lex. 2. <b>*kaḍalī-.</b> [← Austro-as. EWA i 150 with lit. In S. it collides with <smallcaps><a data-entry=""3462"">kētaka</a></smallcaps>-]"		entry
2718	Indo-Aryan	kaniṣṭʰá	youngest; smallest; younger brother			kaniṣṭhá			RV TS lex Early-Vedic	CDIAL;CDIAL	<number>2718</number> <b>kaniṣṭhá</b> 'youngest' RV., 'smallest' TS., m. 'younger brother' lex. [*<smallcaps>kana</smallcaps>-]<!--addendum--><number>14351</number> <b>kaniṣṭhá-</b>		
2744	Indo-Aryan	kapā́la	skull, cranium; cup, jar, bowl; beggar's bowl			kapā́la			n AV TS Mn Early-Vedic Epic	CDIAL;EWA[i 155];NIA;ND[73 b];CDIAL	<number>2744</number> <b>kapā́la</b> n. 'skull, cranium' AV., 'cup, jar, bowl' TS., 'beggar's bowl' Mn., <i>kapālikā</i>- f. 'sherd' Kauś. 2. <b>*kapalla-.</b> 3. <b>*kabhalla-</b> beside <i>bhágāla</i>- PārGr̥. 4. <b>*kappāla-.</b> [Although IE. (cf. OEng. <i>hafola</i> 'head') EWA i 155, the variant MIA. and NIA. forms suggest at least influence by Austro-as. ND 73 b 27]<!--addendum--><number>14352</number> <b>kapāla-</b>		entry
2744-4	Indo-Aryan	*kappāla				*kappāla				CDIAL			
2747	Indo-Aryan	kapi	Emblica officinalis, a species of the tree Pongamia glabra, olibanum			kapi			lex	CDIAL;CDIAL	<number>2747</number> <b>kapi</b>² m. 'Emblica officinalis, a species of the tree Pongamia glabra, olibanum' lex., <i>kapikā</i>- f. 'Vitex negundo' lex.<!--addendum--><number>14353</number> <b>kapi-²</b>		entry
2757	Indo-Aryan	kapʰōṇi	elbow			kaphōṇi			m	CDIAL;EWA[i 255];PMWS[44];TPS[1945, 96]	"<number>2757</number> <b>kaphōṇi</b> m.f. 'elbow', <i>kaphaṇi</i>- m.f., <i>kuphaṇī</i>- f. lex. [Cf. <i>kaphauḍá</i>- m. '(prob.) elbow' AV., and <smallcaps><a data-entry=""3413"">kūrpara</a></smallcaps>-: EWA i 255 with PMWS 44 ← Munda rather than ← Drav. with Burrow TPS 1945, 96]"		entry
2767	Indo-Aryan	kámpatē	trembles, shivers			kámpatē			MBh Epic	CDIAL	"<number>2767</number> <b>kámpatē</b> 'trembles, shivers' MBh. [√<smallcaps><a data-entry=""r295"">kamp</a></smallcaps>]"		entry
2771	Indo-Aryan	kambalá	woollen blanket or upper garment			kambalá			AV Early-Vedic	CDIAL;EWA[i 161]	"<number>2771</number> <b>kambalá</b>¹ m.n. 'woollen blanket or upper garment' AV., <i>°laka</i>- m. 'a woollen cloth' Suśr., <i>°likā</i>- f. Pāṇ. [If ← Austro-as. (EWA i 161 with lit) perh. cf. also <smallcaps><a data-entry=""573"">ámbara</a></smallcaps>-, in Pa. once <i>ambala</i>-]"		entry
2795	Indo-Aryan	karapattra	saw			karapattra			n Suśr Classical	CDIAL;EWA[i 164];TPS[1945, 96];CDIAL	"<number>2795</number> <b>karapattra</b> n. 'saw' Suśr., <i>°aka</i>- n. lex. 2. <b>*karaparṇa-.</b> [By pop. etym. from <smallcaps><a data-entry=""2779"">kará</a></smallcaps>¹- and <smallcaps><a data-entry=""7733"">páttra</a></smallcaps>- (and <smallcaps><a data-entry=""7918"">parṇá</a></smallcaps>-) EWA i 164 who connects with <i><a data-entry=""3570"">krakaca</a></i>-, <i>krakara</i>-, Pa. <i><a data-entry=""3818"">khara</a></i>-, Pk. <i>karakaya</i>- 'saw' perh. ← Drav. T. Burrow TPS 1945, 96]<!--addendum--><number>14357</number> <b>karapattra-</b>"		
2805	Indo-Aryan	karī́ra	Capparis aphylla (a thorny plant eaten by camels); its fruit			karī́ra			Uṇ ŚBr Suśr Early-Vedic Classical	CDIAL;CDIAL	"<number>2805</number> <b>karī́ra</b>² (Uṇ. <i>ká°</i>) m. 'Capparis aphylla (a thorny plant eaten by camels)' ŚBr., n. 'its fruit' Suśr. 2. <b>karibha-</b> m. 'Ficus religiosa (?)' lex. [Same as <smallcaps><a data-entry=""2804"">karīra</a></smallcaps>-¹?]<!--addendum--><number>14359</number> <b>karī́ra-²</b>"		entry
2814	Indo-Aryan	karṓti	does			karṓti			Br̥ĀrUp Early-Vedic	CDIAL;CDIAL	"<number>2814</number> <b>karṓti</b> 'does' Br̥ĀrUp. [√<smallcaps><a data-entry=""r340"">kr̥</a></smallcaps>¹]<!--addendum--><number>14360</number> <b>karṓti</b>"		
2817	Indo-Aryan	karkaṭa	name of various plants, curved root of a plant			karkaṭa			lex	CDIAL	"<number>2817</number> <b>karkaṭa</b>² m. 'name of various plants, curved root of a plant' lex., <i>°ṭī</i>- f. 'Cucumis utilissimus', <i>°ṭaka</i>- m. 'a   kind of plant', n. 'a poisonous plant', <i>°ṭikā</i>- f. 'a kind of plant' Suśr. [Poss. same as <smallcaps><a data-entry=""2816"">karkaṭa</a></smallcaps>-¹, but cf. <smallcaps><a data-entry=""2823"">karkāru</a></smallcaps>-]"		entry
2822	Indo-Aryan	karkaśá	rough, hard			karkaśá			MBh Epic	CDIAL	"<number>2822</number> <b>karkaśá</b> 'rough, hard' MBh., <i>°śā</i>- f. 'name of a thorny shrub'. 2. <b>*khakkhaśa-.</b> [Cf. <smallcaps><a data-entry=""2819"">karkara-¹</a>, <a data-entry=""2587"">kakkhaṭa</a></smallcaps>-]"		entry
2822-2	Indo-Aryan	*kʰakkʰaśa				*khakkhaśa				CDIAL			
2830	Indo-Aryan	kárṇa	ear, handle of a vessel; end, tip (?)			kárṇa			m RV Early-Vedic	CDIAL;CDIAL	<number>2830</number> <b>kárṇa</b> m. 'ear, handle of a vessel' RV., 'end, tip (?)' RV. ii 34, 3. [Cf. *<smallcaps>kāra</smallcaps>- ⁶]<!--addendum--><number>14363</number> <b>kárṇa-</b>		entry
2854	Indo-Aryan	kártati	cuts			kártati			Ep Epic	CDIAL	"<number>2854</number> <b>kártati</b>¹ 'cuts' Ep. [Later pres. formation from aor. subj., fut., &amp;c. replacing <smallcaps><a data-entry=""3432"">kr̥ntáti</a></smallcaps>¹: with wide extension of MIA. <i><a data-entry=""2644"">kaṭṭ</a></i>- to distinguish from <i>katt</i>- 'spin' &lt; *<smallcaps><a data-entry=""2855"">kartati²</a>: √<a data-entry=""r343"">kr̥t</a></smallcaps>¹]"		entry
2855	Indo-Aryan	*kartati	spins			*kartati				CDIAL	"<number>2855</number> <b>*kartati</b>² 'spins'. [New formation (cf. <smallcaps><a data-entry=""2857"">kartana</a></smallcaps>-²) replacing <i>kr̥ṇátti</i>, *<smallcaps><a data-entry=""3433"">kr̥ntati²</a>: √<a data-entry=""r343"">kr̥t</a></smallcaps>²]"		entry
2860	Indo-Aryan	*karttāra	knife			*karttāra				CDIAL;CDIAL	"<number>2860</number> <b>*karttāra</b> 'knife', <i>kaṭṭāraka</i>- m. Rājat. [From acc. of <smallcaps><a data-entry=""2861"">karttr̥-¹</a>: √<a data-entry=""r343"">kr̥t</a></smallcaps>¹]<!--addendum--><number>14366</number> <b>*karttāra-</b>"		
2866	Indo-Aryan	*kartyā	knife			*kartyā				CDIAL;EVP[19]	"<number>2866</number> <b>*kartyā</b> 'knife'. 2. <b>*kr̥tyā-.</b> [Cf. <smallcaps><a data-entry=""3425"">kr̥tí</a></smallcaps>-² and Psht. <i>čāṛa</i> 'knife' &lt; <i><a data-entry=""2866"">*kartyā</a></i>- EVP 19: √<smallcaps><a data-entry=""r344"">kr̥t</a></smallcaps>¹]"		entry
2871	Indo-Aryan	karpaṭa	patched garment, rag			karpaṭa			n Pañcat Classical	CDIAL;BSL[xxv 70];EWA[i 174]	"<number>2871</number> <b>karpaṭa</b> n. 'patched garment, rag' Pañcat. [← Austro-as. prefixed form of <smallcaps><a data-entry=""7692"">paṭa</a></smallcaps>- of which -<i>pāsa</i>- in <smallcaps><a data-entry=""2877"">karpā́sa</a></smallcaps>- is dial. form J. Przyluski BSL xxv 70, EWA i 174]"		entry
2876	Indo-Aryan	karpara	bowl; skull			karpara			m Pañcat lex Classical	CDIAL	"<number>2876</number> <b>karpara</b> m. 'bowl' Pañcat., 'skull' lex. [Cf. <smallcaps><a data-entry=""3831"">kharpara</a></smallcaps>-]"		entry
2877	Indo-Aryan	karpā́sa	the cotton plant Gosypium herbaceum; cotton			karpā́sa			m Suśr Classical	CDIAL;CDIAL	"<number>2877</number> <b>karpā́sa</b> m. 'the cotton plant Gosypium herbaceum' Suśr., n. 'cotton', <i>°sī</i>- f. 'the plant'. lex, <i>°sakī</i>- f. Bhpr. [← Austro-as. and perh. related to <smallcaps><a data-entry=""2871"">karpaṭa</a></smallcaps>- EAW i 174 with lit.]<!--addendum--><number>14368</number> <b>karpā́sa-</b>"		entry
2888	Indo-Aryan	karmakāra	doing work without wages			karmakāra			Kāś Classical	CDIAL	"<number>2888</number> <b>karmakāra</b> 'doing work without wages' Kāś. on Pāṇ., <i>°aka</i>- m. 'one who does any work'. 2. <b>karmakārin-</b> 'doing any work'. [Cf. <smallcaps><a data-entry=""2887"">karmakara-.</a> — <a data-entry=""2892"">kárman-¹</a>, <a data-entry=""3053"">kāra</a></smallcaps>-¹]"		entry
2892	Indo-Aryan	kárman	act, work			kárman			RV Early-Vedic	CDIAL;CDIAL	"<number>2892</number> <b>kárman</b>¹ n. 'act, work' RV. [√<smallcaps><a data-entry=""r340"">kr̥</a></smallcaps>¹]<!--addendum--><number>14369</number> <b>kárman-¹</b>"		entry
2893	Indo-Aryan	*karmán	working			*karmán				CDIAL	"<number>2893</number> <b>*karmán</b>² 'working'. [√<smallcaps><a data-entry=""r340"">kr̥</a></smallcaps>¹]"		entry
2894	Indo-Aryan	*karmayati	works			*karmayati				CDIAL	"<number>2894</number> <b>*karmayati</b> 'works'. [<smallcaps><a data-entry=""2892"">kárman</a></smallcaps>-¹]"		entry
2900	Indo-Aryan	karmín	active			karmín				CDIAL;CDIAL	"<number>2900</number> <b>karmín</b>, <i>kármika</i>- 'active' ĀśvŚr. [<smallcaps><a data-entry=""2892"">kárman</a></smallcaps>-¹]<!--addendum--><number>14371</number> <b>karmín-</b>"		entry
2902	Indo-Aryan	karmī́ṇa	competent			karmī́ṇa				CDIAL	"<number>2902</number> <b>karmī́ṇa</b> 'competent' in <i>anuṣṭúp-karmī́ṇa</i>- 'being performed with an a° verse' ŚBr., <i>alaṁ-k°</i> 'competent for any work' Pāṇ. [<smallcaps><a data-entry=""2892"">kárman</a></smallcaps>-¹]"		entry
2909	Indo-Aryan	karṣí	furrowing			karṣí				CDIAL	"<number>2909</number> <b>karṣí</b> 'furrowing' Kapiṣṭh. [Cf. <i>kā́rṣi</i>- 'ploughing' VS., <i>karṣū́</i>- f. 'furrow, trench' ŚBr.: √<smallcaps><a data-entry=""r349"">kr̥ṣ</a></smallcaps>]"		entry
2910	Indo-Aryan	kárhi	when?			kárhi			Pāṇ Epic	CDIAL	"<number>2910</number> <b>kárhi</b> 'when?' Pāṇ. [<i>kárhicit</i> 'at any time' RV., Pa. <i>karahaci</i> 'sometimes': <smallcaps><a data-entry=""2574"">ka</a></smallcaps>-¹]"		entry
2918	Indo-Aryan	kaláyati	counts, thinks			kaláyati			Śiś Classical	CDIAL;EWA[i 180]	"<number>2918</number> <b>kaláyati</b>¹ 'counts, thinks' Śiś., <i>kálatē</i> Dhātup. [Cf. <i><a data-entry=""3091"">kāláyati</a></i> 'counts, tells over' MBh. Like <smallcaps><a data-entry=""2927"">kalā́</a></smallcaps>-² ← Drav. e.g. Tam. Kan. <i>kal</i>-, Tel. Gondi <i><a data-entry=""2778"">kar</a></i>- 'to learn' EWA i 180 with lit.: √<smallcaps><a data-entry=""r291"">kal</a></smallcaps>¹]"		
2929	Indo-Aryan	kalācika	spoon, ladle			kalācika			lex	CDIAL	<number>2929</number> <b>kalācika</b> 'spoon, ladle' lex.		entry
2933	Indo-Aryan	káli	the losing die with one dot; the iron age; strife, quarrel			káli			AV AitBr MBh Early-Vedic Epic	CDIAL	<number>2933</number> <b>káli</b>¹ m. 'the losing die with one dot' AV., 'the iron age' AitBr., 'strife, quarrel' MBh.		entry
2934	Indo-Aryan	kali-				kali-²				CDIAL	<number>2934</number> <b>kali-²,</b> <i>°lī</i>- f. 'unblown bud' lex., <i>°likā</i>- f. Kālid. 2. <b>*kalli-.</b> 3. <b>*kaḍi-.</b>		entry
2944	Indo-Aryan	kalpáyati	sets in order; trims, cuts			kalpáyati			RV VarBr̥S Early-Vedic Classical	CDIAL	"<number>2944</number> <b>kalpáyati</b> 'sets in order' RV., 'trims, cuts' VarBr̥S. [Cf. <i>kr̥pāṇa</i>- m. 'knife' Pāṇ.: √<smallcaps><a data-entry=""r322"">kI̊p</a></smallcaps>]"		entry
2946	Indo-Aryan	kalmaṣa	stain, dregs, sin			kalmaṣa			n Mn Epic	CDIAL;CDIAL	"<number>2946</number> <b>kalmaṣa</b> n. 'stain, dregs, sin' Mn., <i>karmaṣa</i>- Kāś. [Cf. <smallcaps><a data-entry=""2947"">kalmā́ṣa</a></smallcaps>- and <i>kaśmalá</i>- 'dirty' lex., m.n. 'despair' MBh.]<!--addendum--><number>14373</number> <b>kalmaṣa-</b>"		entry
2952	Indo-Aryan	kalyā́ṇa	beautiful, lucky			kalyā́ṇa			RV Early-Vedic	CDIAL	"<number>2952</number> <b>kalyā́ṇa</b> 'beautiful, lucky' RV. [<smallcaps><a data-entry=""2948"">kalya</a></smallcaps>-¹]"		entry
2968	Indo-Aryan	káśmīra	name of a people			káśmīra			m Pāṇ Epic	CDIAL	<number>2968</number> <b>káśmīra</b> m. 'name of a people' Pāṇ.		entry
2993	Indo-Aryan	kā́ka	crow			kā́ka			m Mn Epic	CDIAL;NIA	<number>2993</number> <b>kā́ka</b> m. 'crow' Mn., <i>°kī</i>- f. Pāṇ. [<i>kākōla</i>- m. 'raven' Mn., <i>kākāla</i>- m. Vet. Onom. cf. <i>kākākr̥t</i>- 'cawing' MBh. — In NIA. with various suffixes and partially onom. with -<i>k</i>- and -<i>g</i>-]		entry
2998	Indo-Aryan	*kākka	senior male relative			*kākka				CDIAL	<number>2998</number> <b>*kākka</b> 'senior male relative'. [← Drav.: Kan. <i>kakka</i> 'uncle', Tel. <i>kakka</i> 'daddy', Mal. <i>kākke</i> 'mother's brother']		entry
3001	Indo-Aryan	*kāŋkunikā	a woman who lives on panic seed			*kāṅkunikā			f	CDIAL	"<number>3001</number> <b>*kāṅkunikā</b> f. 'a woman who lives on panic seed'. [*<smallcaps><a data-entry=""2606"">kaṅkunī</a></smallcaps>-]"		entry
3023	Indo-Aryan	kā́ṇḍa	single joint of a plant; arrow; cluster, heap			kā́ṇḍa			TS Pāṇ Kāś AV MBh Early-Vedic Epic Classical	CDIAL;EWA[i 197];CDIAL	"<number>3023</number> <b>kā́ṇḍa</b> (<i>kāṇḍá</i>- TS.) m.n. 'single joint of a plant' AV., 'arrow' MBh., 'cluster, heap' (in <i>tr̥ṇa-kāṇḍa</i>- Pāṇ. Kāś.). [Poss. connexion with <smallcaps><a data-entry=""3998"">gaṇḍa</a></smallcaps>-² makes prob. non-Aryan origin (not with P. Tedesco Language 22, 190 &lt; <i><a data-entry=""3432"">kr̥ntáti</a></i>). Prob. ← Drav., cf. Tam. <i>kaṇ</i> 'joint of bamboo or sugarcane' EWA i 197]<!--addendum--><number>14378</number> <b>kā́ṇḍa-</b>"		
3030	Indo-Aryan	kāntā	name of various plants, large cardamom			kāntā			f lex	CDIAL;CDIAL	<number>3030</number> <b>kāntā</b> f. 'name of various plants, large cardamom' lex., <i>°ta</i>- m. 'Barringtonia acutangula'.<!--addendum--><number>14380</number> <b>kāntā-</b>		entry
3044	Indo-Aryan	kāmalā	jaundice			kāmalā			f Suśr Classical	CDIAL	"<number>3044</number> <b>kāmalā</b> f. 'jaundice' Suśr. [<smallcaps><a data-entry=""2763"">kámala</a></smallcaps>-¹]"		entry
3055	Indo-Aryan	*kāra	live coal			*kāra				CDIAL	"<number>3055</number> <b>*kāra</b>⁵ 'live coal'. [Cf. *<smallcaps><a data-entry=""13649"">skāra-</a>, <a data-entry=""3674"">kṣārá</a></smallcaps>-¹]"		entry
3078	Indo-Aryan	kāryà									"<number>3078</number> <b>kāryà</b> 'to be done' AV., n. 'business' Mn. 2. <b>*kāríya-.</b> [√<smallcaps><a data-entry=""r340"">kr̥</a></smallcaps>¹"		entry
3084	Indo-Aryan	kālá	time; fixed point of time; fate, death			kālá			AV ŚBr MBh Early-Vedic Epic	CDIAL	<number>3084</number> <b>kālá</b>² m. 'time' AV., 'fixed point of time' ŚBr. 'fate, death' MBh.		entry
3112	Indo-Aryan	kā́śa	a grass used for mats, Saccharum spontaneum			kā́śa			m Kauś Early-Vedic	CDIAL;CDIAL	<number>3112</number> <b>kā́śa</b> m. 'a grass used for mats, Saccharum spontaneum' Kauś.<!--addendum--><number>14384</number> <b>kā́śa-</b>		
3120	Indo-Aryan	kāṣṭʰá	piece of wood			kāṣṭhá			n ŚBr Early-Vedic	CDIAL	<number>3120</number> <b>kāṣṭhá</b> n. 'piece of wood' ŚBr., <i>°ikā</i>- f. 'small do.' Pañcat.		entry
3135	Indo-Aryan	kā́satē	coughs			kā́satē			Suśr Classical	CDIAL;CDIAL	"<number>3135</number> <b>kā́satē</b> 'coughs' Suśr. [√<smallcaps><a data-entry=""r363"">kās</a></smallcaps>]<!--addendum--><number>14385</number> <b>kā́satē</b>"		
3138	Indo-Aryan	kā́sā	cough			kā́sā				CDIAL	"<number>3138</number> <b>kā́sā-,</b> <i>kā́s</i>-, <i>kā́sikā</i>- f. 'cough' AV., <i>kāsa</i>- m. Suśr. [√<smallcaps><a data-entry=""r363"">kās</a></smallcaps>]"		entry
3153	Indo-Aryan	*kicca	mud, dirt			*kicca				CDIAL	"<number>3153</number> <b>*kicca</b> 'mud, dirt'. 2. <b>*kacca-².</b> 3. <b>*khacca-.</b> [Cf. Drav. words quoted s.v. *<smallcaps><a data-entry=""4153"">gicc</a></smallcaps>- and further groups s.vv. <smallcaps><a data-entry=""3156"">kiṭṭa</a></smallcaps>- and <smallcaps><a data-entry=""2615"">kaccara</a></smallcaps>-¹, and *<smallcaps><a data-entry=""4780"">cikka</a></smallcaps>-²]"		entry
3153-3	Indo-Aryan	*kʰacca				*khacca				CDIAL			
3160	Indo-Aryan	kiṇa	insect found in wood			kiṇa			lex	CDIAL;EWA[i 208]	"<number>3160</number> <b>kiṇa</b>² m. 'insect found in wood' lex. [Poss. of same non-Aryan origin as <smallcaps><a data-entry=""4482"">ghuṇa</a></smallcaps>- EWA i 208]"		entry
3164	Indo-Aryan	kím	what? why?			kím			n	CDIAL	"<number>3164</number> <b>kím</b> n.sg. 'what? why?', interrogative particle RV., <i>kiṁ vā</i> 'or whether' Mn. [<smallcaps><a data-entry=""2574"">ká</a></smallcaps>-²]"		entry
3167	Indo-Aryan	*kiyatta	how great?			*kiyatta				CDIAL;CDIAL	<number>3167</number> <b>*kiyatta</b> 'how great?'. [~ <i>kíyant</i>- as <i>iyattaká</i>- RV. ~ <i>iyant</i>-]<!--addendum--><number>14388</number> <b>*kiyatta-</b>		entry
3175	Indo-Aryan	kiri	scattering, heap			kiri				CDIAL	"<number>3175</number> <b>kiri</b> 'scattering, heap' in <i>ākhu-kirí</i>- m. 'molehill' MaitrS., <i>kiriká</i>- 'sparkling' VS. [√<smallcaps><a data-entry=""r347"">kr̥̄</a></smallcaps>¹]"		entry
3179	Indo-Aryan	*kila	scattering, ray			*kila				CDIAL	"<number>3179</number> <b>*kila</b> 'scattering, ray'. [<i>kīlā</i>- f. 'flame' lex. (perh. for <i><a data-entry=""3179"">*kila</a></i>-), -<i>kira</i>- in cmpd. 'scattering' Pāṇ., <i>kiriká</i>- 'sparkling' VS.: √<smallcaps><a data-entry=""r347"">kr̥̄</a></smallcaps>¹]"		entry
3181	Indo-Aryan	kilāṭa	inspissated milk			kilāṭa			m Suśr Classical	CDIAL;MO[xxvi 140]	<number>3181</number> <b>kilāṭa</b> m. 'inspissated milk' Suśr., <i>°ṭī</i>- f. lex., <i>kīlā́la</i>- m. 'a sweet beverage (food of the gods)' AV., <i>kīlāla-pā́</i>- RV. [Of non-Aryan origin J. Charpentier MO xxvi 140]		entry
3187	Indo-Aryan	kilima	a kind of pine			kilima			n Car Epic	CDIAL;CDIAL	<number>3187</number> <b>kilima</b> n. 'a kind of pine' Car., m. lex.<!--addendum--><number>14389</number> <b>kilima-</b>		entry
3188	Indo-Aryan	kiśara	a fragrant substance for sale			kiśara			m Pāṇ Epic	CDIAL	<number>3188</number> <b>kiśara</b> m. 'a fragrant substance for sale' Pāṇ.		entry
3190	Indo-Aryan	kiśōrá	foal; a youth			kiśōrá			m AV BhP Early-Vedic Medieval	CDIAL	<number>3190</number> <b>kiśōrá</b> m. 'foal' AV., 'a youth' BhP., <i>°rikā</i>- f. Pān.		entry
3193	Indo-Aryan	kīṭá	insect, worm			kīṭá			ŚBr Early-Vedic	CDIAL	<number>3193</number> <b>kīṭá</b>¹ m. 'insect, worm' ŚBr., <i>°aka</i>- m. R., <i>kīṭī</i>- f. lex.		entry
3197	Indo-Aryan	kīdr̩śa	of what kind?			kīdr̥śa			MBh Epic	CDIAL	<number>3197</number> <b>kīdr̥śa</b> 'of what kind?' MBh. [<i>kīdŕ̥ś</i>- RV.]		entry
3201	Indo-Aryan	kīryatē	is scattered			kīryatē			MBh Epic	CDIAL	"<number>3201</number> <b>kīryatē</b> 'is scattered' MBh. [√<smallcaps><a data-entry=""r347"">kr̥̄</a></smallcaps>¹]"		entry
3202	Indo-Aryan	kīla	stake, peg, tumour			kīla			MBh Epic	CDIAL;EWA[i 216];MO[xxvi 140]	"<number>3202</number> <b>kīla</b>¹ m. 'stake, peg, tumour' MBh., <i>°laka</i>- m., <i>°likā</i>- f. Pañcat. 2. <b>*kīlla-.</b> 3. <b>*kīḍa-.</b> 4. <b>khī́la-</b> m. 'post' AV. 5. <b>*khīlla-.</b> [IE. origin EWA i 216 with lit., but variation of <i>k</i>- with <i>kh</i>-, and poss. -<i>l</i>- with -<i>ḍ</i>- supports non-Aryan origin proposed by J. Charpentier MO xxvi 140. Cf. *<smallcaps><a data-entry=""3886"">khila</a></smallcaps>-²?]"		entry
3208	Indo-Aryan	kukkuṭá	cock			kukkuṭá			VS Early-Vedic	CDIAL	"<number>3208</number> <b>kukkuṭá</b>¹ m. 'cock' VS., <i>°ṭī</i>- f. 'hen' VarBr̥S., <i>°ṭaka</i>- m. 'wild cock' lex., <i>kurkuṭa</i>- m. Pañcat. [Onom., cf. <smallcaps><a data-entry=""3210"">kukkubha</a></smallcaps>-]"		entry
3216	Indo-Aryan	kuca	female breast, teat			kuca			Suśr Classical	CDIAL;EWA[i 219]	"<number>3216</number> <b>kuca</b> (usu. du.) m. 'female breast, teat' Suśr. 2. <b>*kucca-.</b> [Onom. like <smallcaps><a data-entry=""4853a"">cuci</a></smallcaps>- EWA i 219]"		entry
3216-2	Indo-Aryan	*kucca				*kucca				CDIAL			
3219	Indo-Aryan	*kuccura	dog			*kuccura				CDIAL;IIFL[i 263]	"<number>3219</number> <b>*kuccura</b> 'dog'. [Cf. <smallcaps><a data-entry=""3329"">kurkurá</a></smallcaps>- and Par. Orm. <i>kučuk</i> IIFL i 263.]"		entry
3232	Indo-Aryan	kuṭī	hut			kuṭī			f MBh Epic	CDIAL;EWA[i 222];CDIAL	"<number>3232</number> <b>kuṭī</b> f. 'hut' MBh., <i>°ṭikā</i>- f. Divyāv., <i>°ṭīkā</i>- f. Hariv. [Some cmpds. have <i>°ṭa{ka}</i>-: ← Drav. EWA i 222 with lit.: cf. <smallcaps><a data-entry=""3493"">kōṭa</a></smallcaps>-³]<!--addendum--><number>14393</number> <b>kuṭī-</b>"		
3233	Indo-Aryan	kuṭumba	household			kuṭumba			n ChUp Early-Vedic	CDIAL	<number>3233</number> <b>kuṭumba</b> n. 'household' ChUp. 2. <b>kuṭumbaka-</b> m. Daś.		entry
3238	Indo-Aryan	*kuṭṭa	defective			*kuṭṭa				CDIAL;CDIAL	"<number>3238</number> <b>*kuṭṭa</b>³ 'defective'. [<smallcaps><a data-entry=""3396"">kūṭá</a></smallcaps>- ⁷ 'hornless': for list see <smallcaps><a data-entry=""3261"">kuṇṭha</a></smallcaps>-]<!--addendum--><number>14394</number> <b>*kuṭṭa-³</b>"		entry
3241	Indo-Aryan	kuṭṭáyati	crushes, grinds; pounds			kuṭṭáyati			VarBr̥S Classical	CDIAL	"<number>3241</number> <b>kuṭṭáyati</b> 'crushes, grinds' AVPariś., 'pounds' VarBr̥S. 2. <b>*kōṭṭayati.</b> [√<smallcaps><a data-entry=""r360"">kuṭṭ</a></smallcaps>]"		entry
3243	Indo-Aryan	*kuṭṭʰa	knee			*kuṭṭha				CDIAL;Grierson Tor[162]	"<number>3243</number> <b>*kuṭṭha</b> 'knee'. [Conn. √<smallcaps><a data-entry=""r358"">kuṭ</a></smallcaps>¹ 'bend' Grierson Tor 162 with (?). But a long range of names for joints and limbs 'ankle-heel-foot-leg-knee-wrist' are characterized by the sequence of guttural -<i>u</i>/<i>ō</i>- retroflex: *<smallcaps><a data-entry=""3243"">kuṭṭha-</a>, <a data-entry=""3894"">*khuṭṭa-²</a>, *khuḍa-¹, <a data-entry=""4178"">*guṭṭha-²</a>, <a data-entry=""4272"">*gōḍḍa-</a>, <a data-entry=""4479"">ghuṭa-</a>, <a data-entry=""4483"">ghuṇṭa</a></smallcaps>-¹]"		entry
3244	Indo-Aryan	kuṭʰāra	axe			kuṭhāra			m R Epic	CDIAL;EWA[i 223]	"<number>3244</number> <b>kuṭhāra</b> m. 'axe' R., <i>°raka</i>- m. VarBr̥S., <i>°rī</i>- f. lex., <i>°rikā</i>- f. Suśr. [<i>kuṭhātaṅka</i>- m., <i>°kā</i>- f. lex. Prob. ← Drav. and conn. with √<smallcaps><a data-entry=""r360"">kuṭṭ</a></smallcaps> EWA i 223 with lit.]"		
3245	Indo-Aryan	*kuḍa	boy, son			*kuḍa				CDIAL;BSOAS[xii 373];TPS[1955, 65]	<number>3245</number> <b>*kuḍa</b>¹ 'boy, son', <i>°ḍī</i> 'girl, daughter'. [Prob. ← Mu. (Sant. Muṇḍari <i>koṛa</i> 'boy', <i>kuṛi</i> 'girl', Ho <i>koa</i>, <i>kui</i>, Kūrkū <i>kōn</i>, <i>kōnjē</i>); or ← Drav. (Tam. <i>kur̤a</i> 'young', Kan. <i>koḍa</i> 'youth') T. Burrow BSOAS xii 373. Prob. separate from RV. <i>kŕ̥tā</i>- 'girl' H. W. Bailey TPS 1955, 65. — Cf. <i>kuḍáti</i> 'acts like a child' Dhātup.]		entry
3251	Indo-Aryan	kuḍya	wall; plastering (a wall)			kuḍya			n Yājñ lex Classical	CDIAL	<number>3251</number> <b>kuḍya</b> n. 'wall' Yājñ., 'plastering (a wall)' lex., <i>°yaka</i>- n., <i>°yā</i>- f. 'wall' lex. 2. <b>*kuḍiya-.</b> 3. <b>*kuḍa-².</b> 4. <b>kudya-</b> v.l.		entry
3257	Indo-Aryan	kúṇapa	corpse			kúṇapa			n AV Early-Vedic	CDIAL;BSOAS[xii 373]	<number>3257</number> <b>kúṇapa</b> n. 'corpse' AV., <i>kuṇápa</i>- 'smelling like a corpse' ŚBr. [← Drav. T. Burrow BSOAS xii 373]		
