ID	Language_ID	Form	Gloss	Native	Phonemic	Original	Cognateset	Description	Tags	Source	Etymology	Redirect	Status
10496	Indo-Aryan	*yuṭati	is joined			*yuṭati				CDIAL	"<number>10496</number> <b>*yuṭati</b> 'is joined'. 2. <b>*yuṭyati.</b> 3. <b>*yuṭṭa-.</b> 4. <b>*yōṭayati</b> (<i>yaúṭati</i>, <i>yaúḍati</i> 'joins' Dhātup.). 5. <b>*yōṭa-</b> (<i>yōṭaka</i>- m. 'constellation' lex.). [<i>juṭati</i>, <i>juḍati</i> 'binds' Dhātup. are MIA. (S. with <i>j</i>- attests earlier <i>y</i>-). Relationship with √<smallcaps><a data-entry=""r824"">yu</a></smallcaps>¹ or √<smallcaps><a data-entry=""r827"">yuj</a></smallcaps> is obscure. Direct derivation (P. Tedesco OrLit 1932 col. 530) of <i>*juḍa</i>- &lt; <i><a data-entry=""10497"">yuta</a></i>- or <i>*juṭṭa</i>- &lt; <smallcaps><a data-entry=""10479"">yuktá</a></smallcaps>- is phonet. difficult. Poss. the series started with MIA. <i>*yuṭṭa</i>- which replaced <i>yutta</i>- and from which <i><a data-entry=""10496"">*yuṭati</a></i>, <i>*yōṭayati</i>, &amp;c. were analogically created (cf. <smallcaps><a data-entry=""6065"">truṭyati</a></smallcaps>). Forms in H. M. with -<i>ḷ</i>- and -<i>l</i>- (&lt; earlier -<i>ḍ</i>- or -<i>l</i>-) suggest non-Aryan origin or influence, or may be due to collision with <smallcaps><a data-entry=""10489"">yugala-.</a> — √*<a data-entry=""r830"">yuṭ</a></smallcaps>]"		entry
10496-5	Indo-Aryan	*yōṭa				*yōṭa		(<i>yōṭaka</i>- m. 'constellation' lex.)	lex	CDIAL			
10497	Indo-Aryan	yuta	separate			yuta			lex	CDIAL	"<number>10497</number> <b>yuta</b> 'separate' lex., <i>yutá-dvēṣas</i>- 'delivered from enemies' RV. [√<smallcaps><a data-entry=""r825"">yu</a></smallcaps>²]"		entry
10497-2	Indo-Aryan	*yutall-	separate						ext:ll	CDIAL	"<a data-entry=""mo-ll"">ll</a>-extension of <smallcaps><a data-entry=""10497"">yuta</a></smallcaps>"		entry
10503	Indo-Aryan	yunákti	yokes, prepares; concentrates thought on			yunákti			MBh RV TS Epic Early-Vedic	CDIAL	"<number>10503</number> <b>yunákti</b> (<i>yuñjati</i> MBh.) 'yokes, prepares' RV., 'concentrates thought on' TS. 2. <b>yujyátē</b> 'is yoked, is joined' RV., 'is fitting, is made ready' MBh. [√<smallcaps><a data-entry=""r827"">yuj</a></smallcaps>]"		
10507	Indo-Aryan	yuvátē	yokes			yuvátē			RV Early-Vedic	CDIAL;NTS[286];IIFL[ii 555];IEW[507]	"<number>10507</number> <b>yuvátē</b> 'yokes' RV., <i>yauti</i> 'takes hold of' AV. 2. '*eats' NTS 286 (<i>sáṁ yuvátē</i> 'eats' RV.). [Cf. Wkh. <i>yāw</i>- 'to eat' IIFL ii 555. — IEW 507 separates 1. <i>i̯eu</i>- 'to mix in preparing food' (e.g. <i>āyuta</i>- 'mixed', <i>āyavana</i>- n. 'spoon') from 2. <i>i̯eu</i>- 'to bind'; but cf. <i>upayuṅktē</i> 'eats' ĀśvGr̥.: √<smallcaps><a data-entry=""r829"">yuj. — √yu</a></smallcaps>¹]"		entry
10511	Indo-Aryan	yuṣmad				yuṣmad			nom	CDIAL	<number>10511</number> <b>yuṣmad-,</b> nom. <i>yūyám</i>, acc. <i>yuṣmā́n</i>, gen. <i>yuṣmā́kam</i> pron. 2 pl., adj. <i>yuṣmā́ka</i>- RV.		entry
10512	Indo-Aryan	yū́kā	louse			yū́kā			f	CDIAL;CDIAL	<number>10512</number> <b>yū́kā</b> f., <i>yū́ka</i>- m. 'louse' Mn.<!--addendum--><number>14772</number> <b>yū́kā-</b>		
10513	Indo-Aryan	yūkālikṣa	lice and nits			yūkālikṣa			n Uṇ	CDIAL	"<number>10513</number> <b>yūkālikṣa</b> n. 'lice and nits' Uṇ.com. ('a measure' MārkP.). [<smallcaps><a data-entry=""10512"">yū́kā-</a>, <a data-entry=""11045"">likṣā́</a></smallcaps>-]"		entry
10514	Indo-Aryan	*yūkāvant	lousy			*yūkāvant				CDIAL	<number>10514</number> <b>*yūkāvant</b> 'lousy'. [<smallcaps>yukā</smallcaps>-]		entry
10519	Indo-Aryan	*yūniya	pertaining to string			*yūniya				CDIAL	"<number>10519</number> <b>*yūniya</b> 'pertaining to string'. [<smallcaps><a data-entry=""10518"">yūna</a></smallcaps>-]"		entry
10521	Indo-Aryan	yūṣa	broth			yūṣa			m Gr̥Śr Early-Vedic	CDIAL;CDIAL	<number>10521</number> <b>yūṣa</b> m.n. 'broth' Gr̥Śr. [<i>yū́ḥ</i> nom. TS., <i>yūṣṇā́</i> inst. RV.]<!--addendum--><number>14773</number> <b>yūṣa-</b>		entry
10539	Indo-Aryan	rakta	coloured, dyed; red; blood			rakta			ŚBr ŚāṅkhGr̥ Mn Early-Vedic Epic	CDIAL	"<number>10539</number> <b>rakta</b>¹ 'coloured, dyed' ŚBr., 'red' ŚāṅkhGr̥., n. 'blood' Mn., <i>°aka</i>- 'red' VarBr̥S. [√<smallcaps><a data-entry=""r563"">rañj</a></smallcaps>]"		entry
10544	Indo-Aryan	raktikā	Abrus precatorius (the red and black seed used as a weight)			raktikā			ŚārṅgS Medieval	CDIAL	"<number>10544</number> <b>raktikā</b>¹ f. 'Abrus precatorius (the red and black seed used as a weight)' ŚārṅgS. [<smallcaps><a data-entry=""10539"">rakta</a></smallcaps>-¹]"		entry
10545	Indo-Aryan	rakṣá	guarding			rakṣá			MBh Epic	CDIAL	"<number>10545</number> <b>rakṣá</b> 'guarding' MBh., <i>rakṣaka</i>- m. 'watchman' Pañcat. [√<smallcaps><a data-entry=""r553"">rakṣ</a></smallcaps>]"		entry
10546	Indo-Aryan	rákṣaṇa	guarding, tending (cattle); ceremony for preservation			rákṣaṇa			n Mn MārkP Epic Medieval	CDIAL	"<number>10546</number> <b>rákṣaṇa</b> n. 'guarding, tending (cattle)' Mn., 'ceremony for preservation' MārkP., <i>rakṣaṇā</i>- f. Kāv. [√<smallcaps><a data-entry=""r553"">rakṣ</a></smallcaps>]"		entry
10547	Indo-Aryan	rákṣati	guards			rákṣati			RV Early-Vedic	CDIAL	"<number>10547</number> <b>rákṣati</b> 'guards' RV. [√<smallcaps><a data-entry=""r553"">rakṣ</a></smallcaps>]"		
10548	Indo-Aryan	rakṣapāla	watchman			rakṣapāla			m Pañcat Classical	CDIAL	"<number>10548</number> <b>rakṣapāla</b> m. 'watchman' Pañcat., <i>°aka</i>- m. Pañcad. [<smallcaps><a data-entry=""10545"">rakṣá-</a>, <a data-entry=""8125"">pālá</a></smallcaps>-]"		entry
10551	Indo-Aryan	rakṣā	preservation, care; amulet, bracelet			rakṣā			Mn BhP Epic Medieval	CDIAL	"<number>10551</number> <b>rakṣā</b>¹ f. 'preservation, care' Mn., 'amulet, bracelet' BhP., <i>rakṣikā</i>- f. 'amulet' lex. [√<smallcaps><a data-entry=""r553"">rakṣ</a></smallcaps>]"		entry
10560	Indo-Aryan	raŋga	dye, colour			raṅga			MBh Epic	CDIAL;CDIAL	"<number>10560</number> <b>raṅga</b>¹ m. 'dye, colour' MBh. [√<smallcaps><a data-entry=""r563"">rañj</a></smallcaps>]<!--addendum--><number>14774</number> <b>raṅga-¹</b>"		entry
10570	Indo-Aryan	*raŋgayati	dyes			*raṅgayati				CDIAL	"<number>10570</number> <b>*raṅgayati</b> 'dyes'. [Replaces <smallcaps><a data-entry=""10588"">rañjayati¹.</a> — <a data-entry=""10560"">raṅga</a></smallcaps>-¹]"		entry
10582	Indo-Aryan	rájju	rope, cord			rájju			f RV Early-Vedic	CDIAL	<number>10582</number> <b>rájju</b> f. 'rope, cord' RV.		entry
10609	Indo-Aryan	rátʰyā	carriage-road			ráthyā			f Yājñ Classical	CDIAL;BSBU[107];CDIAL	"<number>10609</number> <b>ráthyā</b> f. 'carriage-road' Yājñ. 2. <b>*rathiyā-.</b> [1 W and 2 E form BSBU 107. — <smallcaps><a data-entry=""10607"">ráthya</a></smallcaps>-]<!--addendum--><number>14775</number> <b>ráthyā-</b>"		entry
10609-2	Indo-Aryan	*ratʰiyā				*rathiyā				CDIAL			
10611	Indo-Aryan	*radʰyatē	is softened			*radhyatē			AV Early-Vedic	CDIAL	"<number>10611</number> <b>*radhyatē</b> 'is softened' (act. <i>radhyatu</i> 'let him subdue' AV.). 2. <b>raddha-</b> 'subdued' RV. [Cf. <i>randhi</i> imper. 'subdue', <i>radham</i> inj. 'may I submit', <i>radhrá</i>- 'weak' RV., <i><a data-entry=""10616"">randhayati</a></i> 'cooks' MānGr̥. — √<smallcaps><a data-entry=""r558"">randh</a></smallcaps>]"		entry
10611-2	Indo-Aryan	raddʰa	subdued			raddha			RV Early-Vedic	CDIAL			
10616	Indo-Aryan	randʰáyati	subjects; torments; prepares or cooks food			randháyati			RV R Early-Vedic Epic	CDIAL	"<number>10616</number> <b>randháyati</b> 'subjects' RV., 'torments' R., 'prepares or cooks food' MānGr̥. [√<smallcaps><a data-entry=""r558"">randh</a></smallcaps>]"		entry
10620	Indo-Aryan	rápati	talks, chatters			rápati			RV Early-Vedic	CDIAL	"<number>10620</number> <b>rápati</b> 'talks, chatters' RV. [~ <smallcaps><a data-entry=""10935"">lápati.</a> — √<a data-entry=""r559"">rap</a></smallcaps>¹]"		entry
10648	Indo-Aryan	raśmí	rope, bridle, ray of light			raśmí			m RV Early-Vedic	CDIAL	<number>10648</number> <b>raśmí</b> m. 'rope, bridle, ray of light' RV.		entry
10650	Indo-Aryan	rása	sap or juice of plants; condiment, taste			rása			m RV MBh Early-Vedic Epic	CDIAL	"<number>10650</number> <b>rása</b> m. 'sap or juice of plants' RV., 'condiment, taste' MBh., <i>rasaka</i>- m.n. 'meat-soup' Kathās. [√<smallcaps><a data-entry=""r562"">ras</a></smallcaps>²]"		
10652	Indo-Aryan	rásati	yells; praises			rásati			ŚBr Naigh Early-Vedic	CDIAL	"<number>10652</number> <b>rásati</b>¹ 'yells' ŚBr., 'praises' Naigh. [√<smallcaps><a data-entry=""r561"">ras</a></smallcaps>¹]"		
10660	Indo-Aryan	rasāla	*tasty, sweet; mango tree, sugarcane			rasāla			m lex	CDIAL	"<number>10660</number> <b>rasāla</b> '*tasty, sweet', m. 'mango tree, sugarcane' lex. (<i>rasālā</i>- f. 'curds mixed with sugar and spices' MBh.). [<smallcaps><a data-entry=""10650"">rása</a></smallcaps>-]"		entry
10664	Indo-Aryan	rasya	juicy; blood			rasya			MBh lex Epic	CDIAL	"<number>10664</number> <b>rasya</b> 'juicy' MBh., n. 'blood' lex. [<smallcaps><a data-entry=""10650"">rása</a></smallcaps>-]"		entry
10679	Indo-Aryan	rā́jan	chieftain, king			rā́jan			m	CDIAL;CDIAL	"<number>10679</number> <b>rā́jan</b> m. 'chieftain, king', <i>rājaká</i>- m. 'petty chief' RV. [√<smallcaps><a data-entry=""r595"">rāj</a></smallcaps>²]<!--addendum--><number>14779</number> <b>rā́jan-</b>"		entry
10685	Indo-Aryan	rājamudga	a kind of bean			rājamudga				CDIAL	"<number>10685</number> <b>rājamudga-,</b> <i>°aka</i>- m. 'a kind of bean' Hcat. [<smallcaps><a data-entry=""10679"">rā́jan-</a>, <a data-entry=""10198"">mudgá</a></smallcaps>-]"		entry
10694	Indo-Aryan	rājyá	kingship; kingdom			rājyá			AV RV Early-Vedic	CDIAL	"<number>10694</number> <b>rājyá</b> (<i>rājyà</i>-, <i>rā́jya</i>- AV.) n. 'kingship' RV., 'kingdom' AV. 2. <b>*rājiyá-</b> (metr. RV.). [√<smallcaps><a data-entry=""r595"">rāj</a></smallcaps>²]"		entry
10700	Indo-Aryan	rātra	night			rātra			n MBh Epic	CDIAL	"<number>10700</number> <b>rātra</b> n. 'night' MBh. [<smallcaps><a data-entry=""10702"">rā́trī</a></smallcaps>-]"		entry
10702	Indo-Aryan	rā́trī	night			rā́trī			f RV Early-Vedic	CDIAL	<number>10702</number> <b>rā́trī</b> f. 'night' RV.		entry
10711	Indo-Aryan	rāmáyati	sets at rest			rāmáyati			RV Early-Vedic	CDIAL	"<number>10711</number> <b>rāmáyati</b> 'sets at rest' RV. (<i>abhyarāmayat</i> 'gladdened' MBh.). [√<smallcaps><a data-entry=""r554"">ram</a></smallcaps>]"		entry
10716	Indo-Aryan	rāva	shriek, yell			rāva			m MBh Epic	CDIAL	"<number>10716</number> <b>rāva</b> m. 'shriek, yell' MBh. [√<smallcaps><a data-entry=""r580"">ru</a></smallcaps>¹]"		entry
10720	Indo-Aryan	rāśí	heap; a measure of quantity (= 1 droṇa)			rāśí			m RV ŚārṅgS Early-Vedic Medieval	CDIAL	<number>10720</number> <b>rāśí</b> m. 'heap' RV., 'a measure of quantity (= 1 droṇa)' ŚārṅgS.		entry
10734	Indo-Aryan	*riŋk	roar, cry			*riṅk				CDIAL	<number>10734</number> <b>*riṅk</b> 'roar, cry'. 2. <b>*rēṅk-.</b>		entry
10752	Indo-Aryan	rīti	yellow brass, bell metal			rīti			Kathās Medieval	CDIAL;AO[xviii 248]	"<number>10752</number> <b>rīti</b>² f. 'yellow brass, bell metal' Kathās., <i>rītika</i>- n. 'calx of brass', <i>°kā</i>- f. 'brass' lex. 2. <b>rīrī-,</b> <i>rirī</i>- f. 'yellow brass' lex. [Ac. to AO xviii 248 Dard. forms &lt; *<smallcaps><a data-entry=""10544"">raktikā</a></smallcaps>-²]"		entry
10752-2	Indo-Aryan	rīrī				rīrī				CDIAL			
10763	Indo-Aryan	rucitá	bright			rucitá			ŚBr Early-Vedic	CDIAL;CDIAL	"<number>10763</number> <b>rucitá</b> 'bright' ŚBr. [√<smallcaps><a data-entry=""r582"">ruc</a></smallcaps>]<!--addendum--><number>14783</number> <b>rucitá-</b>"		entry
10770	Indo-Aryan	*ruḍa	defective			*ruḍa				CDIAL	"<number>10770</number> <b>*ruḍa</b> 'defective'. 2. <b>*ruḍha-.</b> 3. <b>*ruṇṭa-</b> (~ *<smallcaps>luṇṭa</smallcaps>-). 4. <b>*ruṇṭha-.</b> 5. <b>ruṇḍa-</b> (~ *<smallcaps>luṇḍa</smallcaps>-) 'maimed', m. 'mutilated body' Kathās., n. 'id., offspring of mare and mule (!)', <i>ruṇḍikā</i>- f. 'female gobetween'. 6. <b>*ruṇḍha-.</b> 7. <b>*rōṭṭa-</b>². 8. <b>*rōḍa-¹.</b> 9. <b>*rōḍḍa-.</b> [~ *<smallcaps>luḍa</smallcaps>-¹. — Cf. *<smallcaps><a data-entry=""10593"">raṭṭa-</a>, <a data-entry=""10815"">*rēṇṭa</a></smallcaps>-: see list s.v. *<smallcaps><a data-entry=""10538"">rakka</a></smallcaps>-. — Cf. *<smallcaps>rōḍa</smallcaps>-² 'lump']"		entry
10770-5	Indo-Aryan	ruṇḍa	maimed; mutilated body; id., offspring of mare and mule (!)			ruṇḍa		(~ *<smallcaps>luṇḍa</smallcaps>-)	m Kathās Medieval	CDIAL			
10792	Indo-Aryan	*ruṣṭa	shining			*ruṣṭa				CDIAL	"<number>10792</number> <b>*ruṣṭa</b>² 'shining'. [√<smallcaps><a data-entry=""r590"">ruś</a></smallcaps>]"		entry
10803	Indo-Aryan	rūpá	form, beauty			rūpá			n RV Early-Vedic	CDIAL	<number>10803</number> <b>rūpá</b> n. 'form, beauty' RV.		entry
10805	Indo-Aryan	rū́pya	beautiful, bearing a stamp; silver			rū́pya			Pāṇ MBh Epic	CDIAL	"<number>10805</number> <b>rū́pya</b> 'beautiful, bearing a stamp' Pāṇ., n. 'silver' MBh. 2. <b>*rūpiya-.</b> [<smallcaps><a data-entry=""10803"">rūpá</a></smallcaps>-]"		entry
10826	Indo-Aryan	rṓka-	light, splendour			rṓka-¹				CDIAL	"<number>10826</number> <b>rṓka-¹,</b> <i>rōká</i>- m. 'light, splendour' RV. [~ *<smallcaps><a data-entry=""11120"">lōka-².</a> — √<a data-entry=""r582"">ruc</a></smallcaps>]"		entry
10830	Indo-Aryan	rōgya	producing sickness			rōgya			lex	CDIAL	"<number>10830</number> <b>rōgya</b> 'producing sickness' lex. [<smallcaps><a data-entry=""10829"">rṓga</a></smallcaps>-]"		entry
10832	Indo-Aryan	rṓcatē	shines			rṓcatē			RV Early-Vedic	CDIAL	"<number>10832</number> <b>rṓcatē</b> 'shines' RV. 2. <b>rōcáyati</b> 'makes pleasant' AV. 3. <b>rōcyatē</b> 'is liked' R. [~ <smallcaps>lṓcatē, <a data-entry=""11132"">lōcyatē.</a> — √<a data-entry=""r582"">ruc</a></smallcaps>]"		entry
10838	Indo-Aryan	*rōta	entrails			*rōta				CDIAL;NTS[ii 288]	<number>10838</number> <b>*rōta</b> 'entrails'. [Cf. Ir. <i>*rautaka</i>- in Pers. <i>rōda</i> NTS ii 288]		entry
10839	Indo-Aryan	rṓda	weeping			rṓda			m AV Early-Vedic	CDIAL	"<number>10839</number> <b>rṓda</b> m. 'weeping' AV. [Cf. <i>lōta</i>-, <i>lōca</i>- m. (~ <i>lēta</i>- m.n.) 'tears' lex sanskritization of MIA. <i>*lōa</i>- &lt; <i><a data-entry=""10839"">rṓda</a></i>- ? — √<smallcaps><a data-entry=""r583"">rud</a></smallcaps>]"		entry
10840	Indo-Aryan	rōdati				rōdati				CDIAL	<number>10840</number> <b>rōdati,</b> <i>rōditi</i> (<i>rudánti</i> RV.) 'howls, weeps' MBh. 2. <b>rudáti</b> 'weeps' ṢaḍvBr.		
10840-2	Indo-Aryan	rudáti	weeps			rudáti			ṢaḍvBr Early-Vedic	CDIAL			
10856	Indo-Aryan	rōṣa	anger, fury			rōṣa			m	CDIAL	"<number>10856</number> <b>rōṣa</b> m. 'anger, fury' Āpast. [√<smallcaps><a data-entry=""r591"">ruṣ</a></smallcaps>]"		entry
10857	Indo-Aryan	rṓṣati	is hurt, is offended			rṓṣati			RV Early-Vedic	CDIAL	"<number>10857</number> <b>rṓṣati</b> 'is hurt, is offended' RV. [√<smallcaps><a data-entry=""r591"">ruṣ</a></smallcaps>]"		entry
10860	Indo-Aryan	rṓha	mounting; growth			rṓha			m AV ŚrS Early-Vedic	CDIAL	"<number>10860</number> <b>rṓha</b> m. 'mounting' AV., 'growth' ŚrS. [√<smallcaps><a data-entry=""r586"">ruh</a></smallcaps>]"		entry
10864	Indo-Aryan	rṓhiṇī	red cow, cow; the 9th constellation			rṓhiṇī			RV TS Early-Vedic	CDIAL	<number>10864</number> <b>rṓhiṇī</b> 'red cow, cow' RV., 'the 9th constellation' TS. [See <smallcaps>rōhi-. — *rudh</smallcaps>-]		entry
10867	Indo-Aryan	rōhitamatsya	the fish Cyprinus rohitaka			rōhitamatsya			m VarBr̥S Classical	CDIAL	"<number>10867</number> <b>rōhitamatsya</b> m. 'the fish Cyprinus rohitaka' VarBr̥S. [<smallcaps><a data-entry=""10866"">rṓhita-</a>, <a data-entry=""9758"">mátsya</a></smallcaps>-]"		entry
10873	Indo-Aryan	raupya	made of silver			raupya			Yājñ Classical	CDIAL	"<number>10873</number> <b>raupya</b> 'made of silver' Yājñ., <i>°aka</i>- Hcat. [<smallcaps><a data-entry=""10805"">rū́pya</a></smallcaps>-]"		entry
10881	Indo-Aryan	lakṣá	stake, prize; mark, sign; 100,000; aim			lakṣá			m RV MBh Yājñ Kālid Early-Vedic Epic Classical	CDIAL	"<number>10881</number> <b>lakṣá</b> m. 'stake, prize' RV., 'mark, sign' MBh., '100,000' Yājñ., 'aim' Kālid., <i>lakṣya</i>- n.m. 'aim' MuṇḍUp., 'prize' MBh., '100,000' Rājat. [√<smallcaps><a data-entry=""r392"">lakṣ</a></smallcaps>. — As numeral see Add.]"		entry
10883	Indo-Aryan	lakṣati	recognizes			lakṣati			MBh Epic	CDIAL	"<number>10883</number> <b>lakṣati</b> 'recognizes' MBh., <i>°tē</i> 'perceives' BhP. [√<smallcaps><a data-entry=""r392"">lakṣ</a></smallcaps>]"		entry
10896	Indo-Aryan	lagʰú	light; slight, quick			laghú			AV Mn Early-Vedic Epic	CDIAL;CDIAL	"<number>10896</number> <b>laghú</b> 'light' AV., 'slight, quick' Mn. [<i>raghú</i>- RV. — √<smallcaps><a data-entry=""r564"">raṁh</a></smallcaps>]<!--addendum--><number>14785</number> <b>laghú-</b>"		entry
10896-2	Indo-Aryan	*lagʰuḍ-	light; slight, quick						ext:ḍ	CDIAL	"<a data-entry=""mo-ḍ"">ḍ</a>-extension of <smallcaps><a data-entry=""10896"">lagʰu</a></smallcaps>"		entry
10896-5	Indo-Aryan	*lagʰukk-	light; slight, quick						ext:kk	CDIAL	"<a data-entry=""mo-kk"">kk</a>-extension of <smallcaps><a data-entry=""10896"">lagʰu</a></smallcaps>"		entry
10905	Indo-Aryan	laŋgʰáyati	leaps over; transgresses; ascends			laṅgháyati			MBh Yājñ Kāv Epic Classical	CDIAL	"<number>10905</number> <b>laṅgháyati</b> 'leaps over' MBh., 'transgresses' Yājñ., 'ascends' Kāv., <i>laṅghati</i> 'ascends' Bhaṭṭ., 'fasts' Dhātup., <i>°tē</i> 'leaps over' Pañcad. [√<smallcaps><a data-entry=""r404"">laṅgh</a></smallcaps>]"		entry
10908	Indo-Aryan	*laccʰa	defective			*laccha				CDIAL	"<number>10908</number> <b>*laccha</b> 'defective', [Cf. *<smallcaps><a data-entry=""11053"">licca-</a>, <a data-entry=""11073"">*lucca</a></smallcaps>-: see list s.v. *<smallcaps><a data-entry=""10877"">lakka</a></smallcaps>-¹]"		entry
10909	Indo-Aryan	lajjátē	is ashamed			lajjátē			MBh Epic	CDIAL;IIFL[i 269]	"<number>10909</number> <b>lajjátē</b> 'is ashamed' MBh. 2. <b>lajjāpayati</b> 'shames' Kāv. [→ Par. <i>leǰǰ</i>- 'to be ashamed' IIFL i 269. — √<smallcaps><a data-entry=""r391"">lajj</a></smallcaps>]"		entry
10910	Indo-Aryan	lajjā	shame, modesty			lajjā			f MBh Epic	CDIAL	"<number>10910</number> <b>lajjā</b> f. 'shame, modesty' MBh. [√<smallcaps><a data-entry=""r391"">lajj</a></smallcaps>]"		entry
10917	Indo-Aryan	laṭṭa	bad man			laṭṭa			lex	CDIAL;CDIAL	"<number>10917</number> <b>laṭṭa</b>¹ m. 'bad man' lex. (cf. <smallcaps><a data-entry=""10915b"">laṭa</a></smallcaps>- m. 'fool', <i>laṭaka</i>- m. 'bad contemptible person' lex.). 2. <b>*laṭṭha-¹.</b> 3. <b>*laṭṭhara-.</b> 4. <b>laḍḍa-</b> m. 'wretch, villain' lex. (~ <smallcaps>raḍḍa</smallcaps>-). 5. <b>*laḍḍha-.</b> 6. <b>*laṇṭa-</b> (~ *<smallcaps>raṇṭa</smallcaps>-). 7. <b>*laṇṭha-</b>¹ (~ *<smallcaps>raṇṭha</smallcaps>-). 8. <b>*laṇḍa-</b>¹ (~ <smallcaps>raṇḍa</smallcaps>-).  9. <b>*laṇḍara-.</b> 10. <b>*laṇḍha-.</b> [Cf. *<smallcaps><a data-entry=""11054"">liṭṭa-¹</a>, <a data-entry=""11076"">*luṭṭa-¹</a>, <a data-entry=""6935"">*naṭṭa</a></smallcaps>-: see list s.v. *<smallcaps><a data-entry=""10877"">lakka</a></smallcaps>-¹]<!--addendum--><number>14786</number> <b>laṭṭa-¹</b>. 4. <b>laḍḍa-</b>"		entry
10928	Indo-Aryan	latā	creeper			latā			Mn Epic	CDIAL	"<number>10928</number> <b>latā</b>¹ f. 'creeper' Mn. 2. <b>latikā-</b> f. 'slender creeper'. [Cf. *<smallcaps><a data-entry=""10918"">laṭṭa</a></smallcaps>-²?]"		entry
10928-2	Indo-Aryan	latikā	slender creeper			latikā			f	CDIAL			
10930	Indo-Aryan	*latta	defective			*latta			Suśr lex Classical	CDIAL	"<number>10930</number> <b>*latta</b>¹ 'defective' (sanskritized as <i>laktaka</i>- n. 'dirty tattered cloth' Suśr., <i>naktaka</i>- n. lex.?). 2. <b>*lattara-.</b> 3. <b>*latthara-.</b> 4. <b>*laddhara-.</b> 5. <b>*lanta-.</b> 6. <b>*lantara-.</b> 7. <b>*landa-¹.</b> 8. <b>*latra-</b> (~<smallcaps>litra</smallcaps>-). [Cf. *<smallcaps><a data-entry=""11056"">litta-</a>, <a data-entry=""11081"">*lutta-</a>, <a data-entry=""10917"">laṭṭa</a></smallcaps>-¹: see list s.v. *<smallcaps><a data-entry=""10877"">lakka</a></smallcaps>-¹. — Cf. *<smallcaps><a data-entry=""10933"">ladda-¹</a>, *landa</smallcaps>-² 'lump']"		entry
10938	Indo-Aryan	*laptra	gains, possessions			*laptra				CDIAL	"<number>10938</number> <b>*laptra</b> 'gains, possessions'. [Replaced <i>*labdhra</i>-, cf. <i>labdhrima</i>- 'possessed' Bhaṭṭ. — √<smallcaps><a data-entry=""r388"">labh</a></smallcaps>]"		
10946	Indo-Aryan	labdʰa	taken, seized			labdha			MBh Epic	CDIAL	"<number>10946</number> <b>labdha</b> 'taken, seized' MBh. (in <i>ā́labdha</i>- RV.). [Replaced by *<smallcaps><a data-entry=""10937"">lapta</a></smallcaps>- in Kaf. — √<smallcaps><a data-entry=""r388"">labh</a></smallcaps>]"		entry
10948	Indo-Aryan	lábʰatē	catches, takes			lábhatē			AitBr Early-Vedic	CDIAL	"<number>10948</number> <b>lábhatē</b> 'catches, takes' AitBr. (<i>lábhēt</i> AV., <i>labhati</i> MBh.) [~ <smallcaps><a data-entry=""10624"">rábhatē.</a> — √<a data-entry=""r388"">labh</a></smallcaps>]"		entry
